Configuration Fields,Frequency(50/60),Data Rate,Number of Phasor(integer),Number of Analog(integer),Number of Digital(zero),Data Format (integer: 0-15),Phasor-1 Name(upto 16-char),Phasor-1 Type(v/c),Phasor-1 PHNMR(scaling),Phasor-2 Name(upto 16-char),Phasor-2 Type(v/c),Phasor-2 PHNMR(scaling),Phasor-3 Name(upto 16-char),Phasor-3 Type(v/c),Phasor-3 PHNMR(scaling),Phasor-4 Name(upto 16-char),Phasor-4 Type(v/c),Phasor-4 PHNMR(scaling),Phasor-5 Name(upto 16-char),Phasor-5 Type(v/c),Phasor-5 PHNMR(scaling),Phasor-6 Name(upto 16-char),Phasor-6 Type(v/c),Phasor-6 PHNMR(scaling),Phasor-7 Name(upto 16-char),Phasor-7 Type(v/c),Phasor-7 PHNMR(scaling),Phasor-8 Name(upto 16-char),Phasor-8 Type(v/c),Phasor-8 PHNMR(scaling),Phasor-9 Name(upto 16-char),Phasor-9 Type(v/c),Phasor-9 PHNMR(scaling),Phasor-10 Name(upto 16-char),Phasor-10 Type(v/c),Phasor-10 PHNMR(scaling),Phasor-11 Name(upto 16-char),Phasor-11 Type(v/c),Phasor-11 PHNMR(scaling),Phasor-12 Name(upto 16-char),Phasor-12 Type(v/c),Phasor-12 PHNMR(scaling),Phasor-13 Name(upto 16-char),Phasor-13 Type(v/c),Phasor-13 PHNMR(scaling),Phasor-14 Name(upto 16-char),Phasor-14 Type(v/c),Phasor-14 PHNMR(scaling),Phasor-15 Name(upto 16-char),Phasor-15 Type(v/c),Phasor-15 PHNMR(scaling),Phasor-16 Name(upto 16-char),Phasor-16 Type(v/c),Phasor-16 PHNMR(scaling),
Configuration Field Inputs,50,50,16,0,0,15,V1,v,10000,I2,c,100,I3,c,100,I4,c,100,I5,c,100,I6,c,100,I7,c,100,I8,c,100,I9,c,100,I10,c,100,I11,c,100,I12,c,100,I13,c,100,I14,c,100,I15,c,100,I16,c,100,
Measurements Fields,Time Stamp,Phasor-1 Magnitude,Phasor-1 Angle,Phasor-2 Magnitude,Phasor-2 Angle,Phasor-3 Magnitude,Phasor-3 Angle,Phasor-4 Magnitude,Phasor-4 Angle,Phasor-5 Magnitude,Phasor-5 Angle,Phasor-6 Magnitude,Phasor-6 Angle,Phasor-7 Magnitude,Phasor-7 Angle,Phasor-8 Magnitude,Phasor-8 Angle,Phasor-9 Magnitude,Phasor-9 Angle,Phasor-10 Magnitude,Phasor-10 Angle,Phasor-11 Magnitude,Phasor-11 Angle,Phasor-12 Magnitude,Phasor-12 Angle,Phasor-13 Magnitude,Phasor-13 Angle,Phasor-14 Magnitude,Phasor-14 Angle,Phasor-15 Magnitude,Phasor-15 Angle,Phasor-16 Magnitude,Phasor-16 Angle,Frequency,ROCOF,
Measurements Field Inputs,0,1.10072267164,-11.9027557274,0.199471179359,-40.8340735675,0.197941379234,-40.6187717661,0.199471179359,-40.8340735675,0.118288633584,163.950812148,0.00541121796249,117.47181793,1.53009755913,-169.198960276,0.941496786223,-77.9307384268,0.81387766339,-68.5819959068,0.149295202582,-137.610279446,0.224126915796,-40.2559563806,1.3306856516,-156.762983724,0.135139369617,-160.079312408,1.41515352086,-156.299304762,0.033037314187,-154.58867291,1.38750014603,-154.595667614,49.9999984344,1.80662561192,
 ,0.02,1.10072265392,-11.9027537988,0.199471176874,-40.83407266,0.197941376767,-40.6187708587,0.199471176874,-40.83407266,0.118288603128,163.95080379,0.00541121907867,117.471779046,1.53009719688,-169.198963653,0.941496763477,-77.9307360786,0.813877654651,-68.5819941776,0.149295714204,-137.610301724,0.224126855942,-40.2560611077,1.3306855371,-156.762983236,0.135139356236,-160.079312476,1.41515336684,-156.299303912,0.0330373094536,-154.588672342,1.38749999117,-154.595666547,49.9999992714,0.664616422415,
 ,0.04,1.10072264997,-11.9027524576,0.199471175426,-40.8340714705,0.197941375331,-40.6187696692,0.199471175426,-40.8340714705,0.118288598336,163.95080333,0.00541121997349,117.471811971,1.53009717833,-169.198962385,0.941496762427,-77.9307349707,0.813877649546,-68.581992899,0.14929577467,-137.610304061,0.224126851046,-40.256072119,1.33068545753,-156.76298233,0.135139357464,-160.079311864,1.41515337114,-156.299303355,0.0330373060238,-154.588670536,1.38749999003,-154.595665939,49.9999996112,0.244497168174,
 ,0.06,1.10072264707,-11.9027505587,0.199471173506,-40.834069811,0.197941373426,-40.6187680097,0.199471173506,-40.834069811,0.118288595528,163.950803747,0.00541122123816,117.471872113,1.53009720288,-169.198960235,0.941496760167,-77.9307333889,0.813877644837,-68.5819912222,0.149295800983,-137.610301764,0.224126859324,-40.2560754452,1.33068534631,-156.762980859,0.135139362259,-160.07931077,1.41515341349,-156.299302578,0.0330373011938,-154.588667553,1.3875000233,-154.595665124,49.9999996857,0.0899451720945,
 ,0.08,1.10072264411,-11.9027480122,0.199471171013,-40.8340676236,0.197941370952,-40.6187658223,0.199471171013,-40.8340676236,0.118288592401,163.950804572,0.00541122289716,117.471955548,1.53009724478,-169.19895739,0.941496755805,-77.9307312224,0.813877639823,-68.5819890434,0.149295823246,-137.610296777,0.224126876196,-40.2560770996,1.33068520094,-156.762978815,0.135139369537,-160.079309212,1.41515348208,-156.299301529,0.0330372949094,-154.588663468,1.38750007962,-154.595664042,49.9999996561,0.0330891527122,
 ,0.1,0.271173721674,-2.33357767615,0.611561973708,94.2602976238,0.606871734311,94.4755994251,0.611561973708,94.2602976238,0.0725539672288,95.4117548247,0.0617852137928,101.881672455,5.59537736406,94.7059018605,0.353124299494,63.0280409386,0.393825686169,63.1356890327,6.14491400585,96.4869871301,4.7304512627,96.0672991625,1.62450948576,119.311752172,0.266742769364,105.777900895,3.6166984126,96.1093619081,0.0714952446557,105.885263467,3.57356629174,95.5421080055,46.7162249718,13.9558396616,
 ,0.12,0.268671840112,-1.27871968481,0.605913041479,95.3541264698,0.601266125319,95.5694282711,0.605913041479,95.3541264698,0.0770630554065,87.6909563386,0.0623006942502,101.612151971,5.56617861027,94.5237550466,0.350180290864,63.998054453,0.391339179329,64.2090929641,6.02584470433,98.874908899,4.62240022694,98.2216846291,1.62691020761,119.648615241,0.267479220729,105.961451937,3.62292538258,96.7071827668,0.0717052340396,105.920407656,3.5798306228,96.1118468592,48.5918697232,-3.68828345947,
 ,0.14,1.08364755499,-9.82282839983,0.194432686378,-38.843709496,0.192941527862,-38.6284076947,0.194432686378,-38.843709496,0.103458425491,159.742200413,0.00680546078047,102.195640563,1.30854222785,-166.593708265,0.923438252333,-75.8797919627,0.798637767523,-66.5102090566,0.328488121388,-143.774462039,0.237081727697,-69.6324258875,1.303127426,-156.11694458,0.128610780475,-160.267056132,1.37931511224,-157.01855199,0.0305685721754,-154.642763746,1.3450795286,-155.258575413,50.1370488528,-8.20987407886,
 ,0.16,1.08743005702,-9.41669591589,0.193753666315,-38.5892109692,0.192267715393,-38.3739091678,0.193753666315,-38.5892109692,0.108201805788,163.262174138,0.00635843021574,115.197274985,1.31230369545,-164.303674725,0.925941782065,-75.7146700483,0.799330087808,-66.266113146,0.209844885155,-145.688516149,0.209450231751,-47.104365678,1.34675829487,-155.337143069,0.133819712999,-159.431619326,1.47320355895,-156.985791851,0.0314678497341,-153.834447137,1.43500400085,-155.34158666,50.0165654343,-2.42337640834,
 ,0.18,1.08657693793,-8.65628993473,0.192484963155,-38.1346236444,0.191008742271,-37.919321843,0.192484963155,-38.1346236444,0.106503791203,163.966963885,0.00640320786441,119.498468823,1.2421177119,-162.707048374,0.923247745689,-75.0916020672,0.797505027906,-65.6612173927,0.208514181487,-147.682960003,0.205013959559,-45.1814273759,1.36814662365,-154.594866833,0.135701968995,-158.81774267,1.5237981837,-156.8619626,0.0315320737281,-153.224679157,1.48202415635,-155.278536426,49.9445551056,-0.551499496406,
 ,0.2,1.08530137094,-7.87771840454,0.191234225224,-37.6481742252,0.189767596598,-37.4328724239,0.191234225224,-37.6481742252,0.104271663647,164.466865674,0.00648514227873,123.02053203,1.1708788982,-161.060593922,0.920552233861,-74.4419970059,0.79542238694,-65.0171292629,0.216742421749,-149.641108541,0.200241670594,-44.8277370488,1.38699531013,-153.862746103,0.137341585759,-158.232143177,1.56667580501,-156.659337882,0.031582037543,-152.665735423,1.52188250875,-155.130178348,49.9133226722,-0.057127841994,
