Configuration Fields,Frequency(50/60),Data Rate,Number of Phasor(integer),Number of Analog(integer),Number of Digital(zero),Data Format (integer: 0-15),Phasor-1 Name(upto 16-char),Phasor-1 Type(v/c),Phasor-1 PHNMR(scaling),
Configuration Field Inputs,50,50,1,0,0,15,V1,v,10000,
Measurements Fields,Time Stamp,Phasor-1 Magnitude,Phasor-1 Angle,Frequency,ROCOF,
Measurements Field Inputs,0,0.999999853929,0.389005716276,49.9999989283,-0.0540185567509,,
 ,0.02,0.999999847505,0.389007323291,49.9999994804,-0.0198749887894,,
 ,0.04,0.999999846363,0.389008253479,49.9999997257,-0.00731272320803,,
 ,0.06,0.999999845945,0.389009529911,49.9999997839,-0.0026904467715,,
 ,0.08,0.999999845806,0.389011249189,49.9999997663,-0.00098965316114,,
 ,0.1,0.644057294887,6.82743472261,49.1445985763,3.60146640635,,
 ,0.12,0.64283073813,7.37482831862,49.6293105243,-0.94353494514,,
 ,0.14,0.992989911237,1.91533658761,50.2418604662,-3.01827378753,,
 ,0.16,0.994430287953,2.2251888276,50.0598153449,-0.234708251479,,
 ,0.18,0.994228383619,2.81184647787,49.9721634153,0.323730017131,,
 ,0.2,0.993843989978,3.42507061514,49.9366145151,0.284828175757,,
 ,0.22,0.993415964757,4.04649072746,49.9223392593,0.171444539348,,
 ,0.24,0.99297454187,4.67346836951,49.9164217264,0.0908078927405,,
 ,0.26,0.992536517509,5.30445065663,49.9138328641,0.0456039414371,,
 ,0.28,0.992113941578,5.93811877192,49.912628813,0.0224740207457,,
 ,0.3,0.991715945519,6.57324869951,49.9120588442,0.0109548035655,,
 ,0.32,0.991349364004,7.20863677008,49.9118348053,0.00504529121045,,
 ,0.34,0.991018941802,7.84306427349,49.9118481022,0.00170262636411,,
 ,0.36,0.990727442841,8.47528392004,49.9120596887,-0.000515971721876,,
 ,0.38,0.990475792665,9.10401662949,49.912457237,-0.00226536309387,,
 ,0.4,0.990263290071,9.72795298199,49.9130384483,-0.00383288506727,,
 ,0.42,0.990087879987,10.3457567497,49.913804545,-0.00534038989574,,
 ,0.44,0.989946462017,10.956069294,49.9147577382,-0.00683706925014,,
 ,0.46,0.989835204611,11.5575142252,49.9159002509,-0.00834084803655,,
 ,0.48,0.989749837316,12.1487020475,49.9172339499,-0.00985644478158,,
 ,0.5,0.989685899928,12.7282347235,49.9187602103,-0.0113830873714,,
 ,0.52,0.989638935649,13.2947102418,49.9204798558,-0.0129177002236,,
 ,0.54,0.989604624048,13.8467273591,49.9223931124,-0.0144561254904,,
 ,0.56,0.989578857621,14.3828907022,49.9244995517,-0.0159935126319,,
 ,0.58,0.989557772012,14.9018163593,49.9267980191,-0.0175243947672,,
 ,0.6,0.989537744065,15.4021379843,49.9292865585,-0.0190426989666,,
 ,0.62,0.989515373527,15.8825133167,49.9319623465,-0.0205418042651,,
 ,0.64,0.989487463801,16.3416309225,49.934821649,-0.0220146813085,,
 ,0.66,0.989451014739,16.7782169281,49.9378598067,-0.023454093445,,
 ,0.68,0.989403236862,17.1910415576,49.94107125,-0.0248528073883,,
 ,0.7,0.989341591719,17.5789253764,49.94444953,-0.0262037552483,,
 ,0.72,0.989263858083,17.9407452577,49.9479873544,-0.0275001079682,,
 ,0.74,0.989168218731,18.2754401696,49.9516766145,-0.0287352543338,,
 ,0.76,0.989053358368,18.58201691,49.9555083968,-0.0299027150018,,
 ,0.78,0.988918560534,18.8595558767,49.9594729803,-0.0309960424508,,
 ,0.8,0.988763790496,19.1072168829,49.9635598283,-0.0320087568822,,
 ,0.82,0.988589752653,19.3242449486,49.9677575833,-0.0329343467943,,
 ,0.84,0.98839791452,19.5099759539,49.9720540748,-0.0337663324264,,
 ,0.86,0.988190494566,19.6638420405,49.9764363416,-0.0344983655507,,
 ,0.88,0.987970417026,19.7853766859,49.9808906676,-0.0351243316165,,
 ,0.9,0.987741242198,19.8742194155,49.9854026276,-0.0356384322883,,
 ,0.92,0.987507084537,19.9301201316,49.9899571386,-0.0360352501648,,
 ,0.94,0.987272532037,19.9529430026,49.9945385212,-0.0363098192075,,
 ,0.96,0.987042578606,19.9426697857,49.9991305757,-0.0364577314841,,
 ,0.98,0.986822576412,19.8994023852,50.0037166821,-0.0364752982565,,
 ,1.0,0.986618208381,19.8233644103,50.0082799288,-0.0363597559438,,
 ,1.02,0.986435473529,19.7149015318,50.0128032694,-0.0361094773615,,
 ,1.04,0.986280671115,19.5744805442,50.0172696955,-0.0357241295864,,
 ,1.06,0.98616036535,19.4026872017,50.0216624101,-0.0352047209669,,
 ,1.08,0.986081311693,19.2002230701,50.0259649788,-0.0345535019598,,
 ,1.1,0.986050329131,18.9679017703,50.0301614414,-0.0337737203238,,
 ,1.12,0.986074110019,18.7066450537,50.0342363711,-0.0328692686899,,
 ,1.14,0.986158968976,18.41747912,50.0381748818,-0.0318442899567,,
 ,1.16,0.98631054333,18.1015314775,50.0419625904,-0.0307028160596,,
 ,1.18,0.98653346767,17.7600284798,50.0455855524,-0.0294485072081,,
 ,1.2,0.986831052432,17.3942934833,50.0490301918,-0.0280845356628,,
 ,1.22,0.987204999662,17.0057454041,50.0522832456,-0.0266136270427,,
 ,1.24,0.987655187597,16.5958973314,50.0553317406,-0.0250382399723,,
 ,1.26,0.988179549625,16.1663548132,50.0581630104,-0.0233608377103,,
 ,1.28,0.988774063497,15.7188134631,50.0607647525,-0.0215841884672,,
 ,1.3,0.989432854638,15.2550556462,50.063125117,-0.019711628655,,
 ,1.32,0.990148404928,14.7769461429,50.0652328119,-0.0177472375353,,
 ,1.34,0.990911846972,14.2864268355,50.06707721,-0.0156959011818,,
 ,1.36,0.99171331531,13.7855105518,50.068648445,-0.0135632816745,,
 ,1.38,0.992542321307,13.2762742073,50.069937495,-0.0113557426667,,
 ,1.4,0.99338811825,12.7608513124,50.0709362613,-0.00908030190181,,
 ,1.42,0.994240027382,12.2414237648,50.0716376578,-0.00674467555873,,
 ,1.44,0.995087703387,11.7202127064,50.0720357288,-0.00435744764033,,
 ,1.46,0.995921327998,11.1994681243,50.0721258105,-0.00192834965918,,
 ,1.48,0.996731731213,10.681456881,50.0719047369,0.000531411114872,,
 ,1.5,0.997510449311,10.1684489664,50.0713710799,0.00300886434421,,
 ,1.52,0.998249736222,9.66270194879,50.0705254032,0.00548911695459,,
 ,1.54,0.998942548769,9.16644380721,50.0693705013,0.00795537514163,,
 ,1.56,0.999582526828,8.68185449262,50.0679116014,0.0103891520753,,
 ,1.58,1.00016398684,8.21104664871,50.0661565114,0.0127706171164,,
 ,1.6,1.00068194217,7.75604591833,50.0641157099,0.015079013474,,
 ,1.62,1.00113215745,7.3187711934,50.0618023852,0.0172930704113,,
 ,1.64,1.00151123701,6.90101507809,50.0592324312,0.0193913603776,,
 ,1.66,1.00181674071,6.504424772,50.0564244124,0.0213525885392,,
 ,1.68,1.00204731442,6.13048356688,50.0533995006,0.0231558367331,,
 ,1.7,1.00220281777,5.78049318973,50.0501813827,0.0247808040008,,
 ,1.72,1.00228442927,5.45555729901,50.0467961305,0.0262080871446,,
 ,1.74,1.00229470914,5.15656652165,50.0432720232,0.0274195305056,,
 ,1.76,1.00223760269,4.88418548119,50.0396393108,0.0283986521869,,
 ,1.78,1.0021183729,4.63884229616,50.0359299122,0.0291311327013,,
 ,1.8,1.00194345808,4.42072101765,50.0321770452,0.0296053369352,,
 ,1.82,1.00172025947,4.22975743004,50.0284147915,0.0298128329066,,
 ,1.84,1.00145687201,4.06563856463,50.0246776028,0.0297488696183,,
 ,1.86,1.00116177967,3.92780618088,50.0209997622,0.0294127795699,,
 ,1.88,1.00084354132,3.81546436296,50.0174148127,0.0288082787854,,
 ,1.9,1.00051049521,3.72759127413,50.0139549711,0.0279436493223,,
 ,1.92,1.00017050766,3.66295502518,50.0106505403,0.0268318057425,,
 ,1.94,0.999830785556,3.620133558,50.0075293322,0.0254902639971,,
 ,1.96,0.999497763036,3.59753842199,50.0046161078,0.0239410412308,,
 ,1.98,0.999177062329,3.59344230925,50.0019320386,0.0222105107563,,
 ,2.0,0.998873518495,3.60601017969,49.9994941937,0.0203292155334,,
 ,2.02,0.998591249795,3.6333337104,49.9973150632,0.0183316118882,,
 ,2.04,0.998333751033,3.67346862415,49.9954021369,0.0162556860999,,
 ,2.06,0.998103986919,3.72447419812,49.9937575677,0.0141423747639,,
 ,2.08,0.997904466392,3.78445396828,49.9923779547,0.0120347349677,,
 ,2.1,0.997737285777,3.85159639043,49.9912542795,0.00997685111757,,
 ,2.12,0.997604137203,3.92421405742,49.9903720238,0.00801251979033,,
 ,2.14,0.997506287019,4.00078004398,49.9897114769,0.00618380425634,,
 ,2.16,0.997444535372,4.07996005995,49.989248228,0.0045295800537,,
 ,2.18,0.997419171533,4.1606393119,49.988953822,0.0030841942541,,
 ,2.2,0.997429939528,4.24194325518,49.9887965431,0.00187633694644,,
 ,2.22,0.997476025424,4.32325171651,49.9887422906,0.000928185585603,,
 ,2.24,0.997556072166,4.40420614974,49.9887555057,0.000254845502326,,
 ,2.26,0.997668221366,4.4847100435,49.9888001131,-0.000135916596839,,
 ,2.28,0.997810175238,4.56492273131,49.9888404447,-0.000243662108115,,
 ,2.3,0.997979267329,4.64524706856,49.9888421119,-7.50128725613e-05,,
 ,2.32,0.998172528576,4.72631163327,49.9887728011,0.000356850458051,,
 ,2.34,0.998386736129,4.80894826325,49.9886029671,0.00103289169145,,
 ,2.36,0.998618436081,4.89416583953,49.9883064085,0.00192907577722,,
 ,2.38,0.998863937097,4.98312124677,49.9878607187,0.00301731345583,,
 ,2.4,0.999119278743,5.07708838314,49.9872476144,0.00426641833775,,
 ,2.42,0.999380184812,5.17742597252,49.9864531548,0.00564300456122,,
 ,2.44,0.999642016756,5.28554478276,49.9854678688,0.00711227195401,,
 ,2.46,0.999899744533,5.40287471122,49.9842868087,0.00863865462072,,
 ,2.48,1.00014795125,5.53083209288,49.9829095473,0.0101863397437,,
 ,2.5,1.00038088414,5.67078753227,49.9813401295,0.0117196880982,,
 ,2.52,1.00059255818,5.82403455963,49.9795869801,0.0132036016205,,
 ,2.54,1.00077691151,5.99175945378,49.9776627684,0.0146038855977,,
 ,2.56,1.00092800426,6.17501264315,49.9755842198,0.0158876453882,,
 ,2.58,1.00104024667,6.37468216973,49.9733718678,0.0170237423637,,
 ,2.6,1.00110863786,6.59146975611,49.9710497356,0.0179833131018,,
 ,2.62,1.00112899506,6.8258700292,49.9686449444,0.0187403325736,,
 ,2.64,1.00109815309,7.07815340981,49.9661872499,0.0192721808876,,
 ,2.66,1.00101411682,7.34835307233,49.9637085157,0.0195601605822,,
 ,2.68,1.00087615351,7.63625623219,49.9612421409,0.019589913427,,
 ,2.7,1.00068481723,7.94139986186,49.9588224599,0.019351703961,,
 ,2.72,1.00044190439,8.26307081069,49.956484132,0.0188405667003,,
 ,2.74,1.00015034549,8.6003102354,49.9542615344,0.0180563442137,,
 ,2.76,0.999814044361,8.95192224234,49.952188162,0.0170036611983,,
 ,2.78,0.999437681345,9.31648667279,49.9502960358,0.0156918761004,,
 ,2.8,0.999026500255,9.69237598369,49.9486151183,0.0141350262051,,
 ,2.82,0.998586100702,10.0777761387,49.9471727406,0.0123517440112,,
 ,2.84,0.998122256668,10.4707113017,49.9459930554,0.0103650888065,,
 ,2.86,0.997640778725,10.8690719228,49.9450965397,0.00820222466459,,
 ,2.88,0.997147431333,11.2706455734,49.9444995757,0.00589389412848,,
 ,2.9,0.996647908326,11.6731496858,49.9442141379,0.00347368259493,,
 ,2.92,0.996147860373,12.0742652565,49.9442476026,0.000977126330598,,
 ,2.94,0.995652959095,12.4716706045,49.9446026818,-0.00155923498456,,
 ,2.96,0.995168975454,12.863074443,49.9452774644,-0.004098741815,,
 ,2.98,0.994701846333,13.2462477536,49.9462655393,-0.00660533480972,,
 ,3.0,0.994257703932,13.6190541891,49.9475561689,-0.00904406375232,,
 ,3.02,0.993842847829,13.9794788894,49.9491344898,-0.0113814040007,,
 ,3.04,0.993463648513,14.3256556347,49.9509817302,-0.0135854561971,,
 ,3.06,0.993126382526,14.6558921849,49.9530754496,-0.0156261343723,,
 ,3.08,0.992837010906,14.9686934918,49.9553898164,-0.0174754410375,,
 ,3.1,0.992600922395,15.2627822901,49.9578959493,-0.0191078900764,,
 ,3.12,0.992422669116,15.5371164321,49.9605623392,-0.0205010831609,,
 ,3.14,0.992305724067,15.7909022795,49.9633553656,-0.0216363900299,,
 ,3.16,0.992252286779,16.0236035293,49.9662399005,-0.0224996416823,,
 ,3.18,0.992263156486,16.2349450261,49.9691799835,-0.02308172675,,
 ,3.2,0.992337682536,16.4249113735,49.9721395344,-0.0233789872747,,
 ,3.22,0.992473791315,16.5937404657,49.9750830641,-0.0233933382224,,
 ,3.24,0.992668079372,16.7419123595,49.9779763426,-0.0231320794351,,
 ,3.26,0.992915955425,16.8701341422,49.9807869893,-0.0226074208064,,
 ,3.28,0.993211810588,16.9793215882,49.9834849609,-0.0218357908014,,
 ,3.3,0.99354919687,17.070578406,49.9860429311,-0.0208370333631,,
 ,3.32,0.993920998523,17.1451737745,49.9884365685,-0.0196336089388,,
 ,3.34,0.994319587905,17.2045186964,49.9906447324,-0.0182498971629,,
 ,3.36,0.99473696554,17.2501415116,49.9926496101,-0.0167116554862,,
 ,3.38,0.995164891139,17.2836627837,49.9944368162,-0.0150456324776,,
 ,3.4,0.995595016974,17.3067697311,49.9959954626,-0.0132792848598,,
 ,3.42,0.996019035993,17.3211904285,49.9973181992,-0.0114405207368,,
 ,3.44,0.9964288545,17.328668115,49.998401215,-0.0095573969984,,
