Configuration Fields,Frequency(50/60),Data Rate,Number of Phasor(integer),Number of Analog(integer),Number of Digital(zero),Data Format (integer: 0-15),Phasor-1 Name(upto 16-char),Phasor-1 Type(v/c),Phasor-1 PHNMR(scaling),Phasor-2 Name(upto 16-char),Phasor-2 Type(v/c),Phasor-2 PHNMR(scaling),Phasor-3 Name(upto 16-char),Phasor-3 Type(v/c),Phasor-3 PHNMR(scaling),Phasor-4 Name(upto 16-char),Phasor-4 Type(v/c),Phasor-4 PHNMR(scaling),Phasor-5 Name(upto 16-char),Phasor-5 Type(v/c),Phasor-5 PHNMR(scaling),Phasor-6 Name(upto 16-char),Phasor-6 Type(v/c),Phasor-6 PHNMR(scaling),Phasor-7 Name(upto 16-char),Phasor-7 Type(v/c),Phasor-7 PHNMR(scaling),Phasor-8 Name(upto 16-char),Phasor-8 Type(v/c),Phasor-8 PHNMR(scaling),Phasor-9 Name(upto 16-char),Phasor-9 Type(v/c),Phasor-9 PHNMR(scaling),Phasor-10 Name(upto 16-char),Phasor-10 Type(v/c),Phasor-10 PHNMR(scaling),Phasor-11 Name(upto 16-char),Phasor-11 Type(v/c),Phasor-11 PHNMR(scaling),
Configuration Field Inputs,50,50,11,0,0,15,V1,v,10000,I2,c,100,I3,c,100,I4,c,100,I5,c,100,I6,c,100,I7,c,100,I8,c,100,I9,c,100,I10,c,100,I11,c,100,
Measurements Fields,Time Stamp,Phasor-1 Magnitude,Phasor-1 Angle,Phasor-2 Magnitude,Phasor-2 Angle,Phasor-3 Magnitude,Phasor-3 Angle,Phasor-4 Magnitude,Phasor-4 Angle,Phasor-5 Magnitude,Phasor-5 Angle,Phasor-6 Magnitude,Phasor-6 Angle,Phasor-7 Magnitude,Phasor-7 Angle,Phasor-8 Magnitude,Phasor-8 Angle,Phasor-9 Magnitude,Phasor-9 Angle,Phasor-10 Magnitude,Phasor-10 Angle,Phasor-11 Magnitude,Phasor-11 Angle,Frequency,ROCOF,
Measurements Field Inputs,0,1.1066525785,-10.4719922428,1.50425515023,-98.7014370859,1.73011661411,-97.1187153085,0.293868204382,10.3380145648,0.296954047061,10.9863792674,0.00997757495337,30.8327783439,0.118288633584,-16.0491878518,0.160741225829,-136.530576351,1.70778162496,-152.118659743,0.168207582314,-154.375240547,0.0415309966705,-149.049095981,49.9999994782,1.600623951,
 ,0.02,1.1066525641,-10.4719907159,1.50425512694,-98.7014351727,1.73011658382,-97.1187128888,0.293868199031,10.3380201046,0.296954041904,10.9863847688,0.00997757646787,30.8327887376,0.118288603128,-16.0491962097,0.160741239771,-136.530580401,1.70778151461,-152.118659362,0.168207570403,-154.375240649,0.0415309916825,-149.049095224,49.999999685,0.588835606454,
 ,0.04,1.10665256076,-10.4719894375,1.50425511996,-98.7014336917,1.73011657324,-97.1187111393,0.293868236945,10.338019709,0.29695407971,10.9863843057,0.00997757181777,30.8327980525,0.118288598336,-16.0491966701,0.160741233097,-136.530577835,1.70778141318,-152.118658294,0.168207573012,-154.375240192,0.0415309872904,-149.049092912,49.9999997684,0.216620155318,
 ,0.06,1.10665255843,-10.4719875771,1.5042551134,-98.7014315698,1.73011656206,-97.1187086692,0.293868303223,10.3380183157,0.29695414579,10.9863827999,0.00997756395083,30.83281125,0.118288595528,-16.0491962527,0.160741219507,-136.530572757,1.70778126607,-152.118656522,0.168207580109,-154.375239341,0.041530980949,-149.049089103,49.9999997469,0.0796902365032,
 ,0.08,1.10665255613,-10.4719850741,1.5042551058,-98.7014287202,1.73011654853,-97.1187053586,0.29386839432,10.3380164258,0.296954236624,10.986380755,0.0099775531263,30.8328287717,0.118288592401,-16.0491954276,0.160741200629,-136.53056571,1.70778107298,-152.118654076,0.168207590649,-154.37523813,0.0415309726773,-149.049083929,49.9999996825,0.0293167336896,
 ,0.1,0.288464335169,-2.30568972197,0.153474382901,-106.840046506,0.202625819632,110.398564645,3.04161082123,87.301560972,3.0428481877,87.292116785,0.0770573997239,102.658819003,0.0725539672288,-84.5882451753,0.472432494874,102.244093263,2.13627964895,121.515435644,0.351689317916,107.257103273,0.0947634650642,107.185393235,47.3654286731,10.6564491778,
 ,0.12,0.286857034732,-1.80892962719,0.152240617389,-105.920394323,0.200419636157,110.071579035,3.02038780317,87.8068202616,3.02161802843,87.7973616641,0.0773325363892,103.141133489,0.0770630554065,-92.3090436614,0.470268611479,103.076457776,2.14229001911,122.255936678,0.352488033708,107.779357175,0.0949726366558,107.49972264,48.9355436874,-3.34350142926,
 ,0.14,1.09140281968,-8.58971835998,1.48082516988,-96.6442030475,1.70012421342,-94.8249736015,0.350380122726,12.0960847132,0.353415677233,12.6341653859,0.0109332027898,40.3025830205,0.103458425491,-20.257799587,0.149851168842,-134.159440558,1.69275547673,-151.625110459,0.162285889799,-154.642533878,0.0388418350145,-149.055319594,50.112902675,-6.4363401598,
 ,0.16,1.09421522116,-8.109931771,1.48579259042,-96.2294354013,1.70716723842,-94.4992046727,0.3721283832,11.4979950354,0.375108993398,12.0147489897,0.00963892611337,41.5848794708,0.108201805788,-16.7378258616,0.143668360817,-131.837798393,1.74300539059,-150.947190178,0.168105966884,-154.004766256,0.0397748459692,-148.375374518,50.0040841668,-1.83213306087,
 ,0.18,1.09327516198,-7.36925636969,1.48459358011,-95.4698992186,1.70599361437,-93.7164980035,0.399833119816,11.7744670453,0.402783952403,12.2585806381,0.00901163725245,44.3249636737,0.106503791203,-16.0330361148,0.138298448379,-129.878549677,1.77378922105,-150.314771592,0.170877242464,-153.540285708,0.0399062570994,-147.858692881,49.9415606798,-0.379074749829,
