Configuration Fields,Frequency(50/60),Data Rate,Number of Phasor(integer),Number of Analog(integer),Number of Digital(zero),Data Format (integer: 0-15),Phasor-1 Name(upto 16-char),Phasor-1 Type(v/c),Phasor-1 PHNMR(scaling),Phasor-2 Name(upto 16-char),Phasor-2 Type(v/c),Phasor-2 PHNMR(scaling),Phasor-3 Name(upto 16-char),Phasor-3 Type(v/c),Phasor-3 PHNMR(scaling),Phasor-4 Name(upto 16-char),Phasor-4 Type(v/c),Phasor-4 PHNMR(scaling),
Configuration Field Inputs,50,50,4,0,0,15,V1,v,10000,I2,c,100,I3,c,100,I4,c,100,
Measurements Fields,Time Stamp,Phasor-1 Magnitude,Phasor-1 Angle,Phasor-2 Magnitude,Phasor-2 Angle,Phasor-3 Magnitude,Phasor-3 Angle,Phasor-4 Magnitude,Phasor-4 Angle,Frequency,ROCOF,
Measurements Field Inputs,0,1.11311992704,-12.4942937106,0.41821175424,176.177769243,9.3387074396e-06,-109.423097407,0.285810070797,31.5969109051,49.9999985709,1.9163580459,
 ,0.02,1.11311991558,-12.494292386,0.418211823934,176.177774935,9.33870735983e-06,-109.423096047,0.285810146634,31.5969088401,49.9999993678,0.704984965773,
 ,0.04,1.11311991206,-12.4942913212,0.418211852423,176.17777564,9.33870733706e-06,-109.423094987,0.285810168502,31.5969060117,49.9999996712,0.259348091374,
 ,0.06,1.11311990912,-12.4942897874,0.418211888247,176.177776088,9.33870732007e-06,-109.423093467,0.285810193247,31.5969019601,49.9999997406,0.0954085383544,
 ,0.08,1.11311990602,-12.4942877236,0.418211934925,176.177776663,9.33870730382e-06,-109.423091422,0.285810225142,31.5968966903,49.9999997195,0.035098967051,
 ,0.1,0.616263869304,-8.18830055439,2.49768809046,-97.650749996,5.25759312868e-06,-99.3386818291,2.57650223113,84.8970030714,49.3356835388,2.80736405056,
 ,0.12,0.612220236018,-7.67598192824,2.47748276207,-97.1232735533,5.22271216254e-06,-98.8344834907,2.55581271518,85.4278038934,49.6961463235,-0.647916629502,
 ,0.14,1.0986721686,-10.9298523695,0.455476819568,178.080500092,9.22670069946e-06,-107.858762736,0.319241877761,29.1113937741,50.1153680585,-2.09937805723,
 ,0.16,1.10093330339,-10.5568387179,0.468941224797,177.55657152,9.24827612331e-06,-107.496498605,0.327047136801,27.2557122292,50.0101559507,-0.258159660099,
 ,0.18,1.10004305696,-9.96377191593,0.487923775909,178.008935834,9.24493387883e-06,-106.906943763,0.343170889947,26.0732486022,49.9539697007,0.168821166893,
 ,0.2,1.09880473769,-9.35711170703,0.506393076006,178.514536611,9.23859318934e-06,-106.30341835,0.359277958122,25.1271827452,49.9307015918,0.170517617941,
 ,0.22,1.09753023734,-8.75311433972,0.524525700711,179.030878532,9.23188034635e-06,-105.702449134,0.375348324336,24.341513204,49.9217681521,0.104077364726,
 ,0.24,1.09629230927,-8.15523899207,0.542286251169,179.556244626,9.22539288158e-06,-105.107446745,0.391313190859,23.6996723559,49.9188056899,0.0516784752613,
 ,0.26,1.09512970205,-7.56589886398,0.559572463902,-179.912596697,9.21943103899e-06,-104.520800495,0.407039608786,23.1876121984,49.9184017413,0.0203734282549,
 ,0.28,1.09406971167,-6.98710651454,0.576302046921,-179.379480657,9.21420396951e-06,-103.944516695,0.422412952358,22.7899297963,49.9191710461,0.00329917055967,
 ,0.3,1.09313260597,-6.42056934782,0.592418435861,-178.848032607,9.20986786185e-06,-103.380304391,0.43734606376,22.4913011824,49.9205419757,-0.00586372270999,
 ,0.32,1.09233294865,-5.86773910909,0.607885086554,-178.321432823,9.20653577113e-06,-102.829620456,0.451775194241,22.2774519395,49.9222685203,-0.0109582681844,
 ,0.34,1.09168005265,-5.32983377981,0.622680672624,-177.802350641,9.20428038578e-06,-102.293689279,0.465655698001,22.1355596979,49.92423442,-0.0140029346296,
 ,0.36,1.09117824742,-4.80784633037,0.636795671007,-177.292944027,9.20313553124e-06,-101.773510399,0.478958553737,22.0543497595,49.9263748966,-0.0159801879715,
 ,0.38,1.09082720834,-4.3025503845,0.650229760142,-176.794898251,9.20309835024e-06,-101.269863771,0.491667419784,22.024035174,49.92864577,-0.0173476520038,
 ,0.4,1.09062241324,-3.81450786317,0.662989709671,-176.309490518,9.20413264669e-06,-100.783317494,0.503776044027,22.0361784263,49.9310116215,-0.0183150014538,
 ,0.42,1.09055571315,-3.34408084421,0.675087627018,-175.837669106,9.20617323853e-06,-100.314240092,0.515285980973,22.0835181422,49.9334415797,-0.0189813544051,
 ,0.44,1.09061597497,-2.8914484095,0.68653949412,-175.380136132,9.20913097839e-06,-99.8628179146,0.526204611153,22.1597886558,49.9359081204,-0.0193998453637,
 ,0.46,1.09078974716,-2.45662839933,0.697363941563,-174.937424117,9.21289801118e-06,-99.4290774097,0.536543456149,22.2595516853,49.9383870132,-0.0196066831397,
 ,0.48,1.09106190412,-2.03950340822,0.707581206557,-174.509958445,9.21735290022e-06,-99.012911436,0.546316767965,22.3780532127,49.9408576424,-0.0196335275287,
 ,0.5,1.09141623524,-1.63984992602,0.717212222173,-174.098100402,9.2223653214e-06,-98.6141084206,0.555540358343,22.5111132654,49.9433033703,-0.019512170842,
 ,0.52,1.09183595736,-1.25736923983,0.726277792687,-173.702168618,9.22780015363e-06,-98.2323829015,0.564230626612,22.6550511715,49.945711795,-0.0192756895448,
 ,0.54,1.09230414197,-0.891718582067,0.73479782301,-173.322439989,9.23352086371e-06,-97.8674059654,0.57240374377,22.8066440895,49.9480748385,-0.0189579973898,
 ,0.56,1.09280405994,-0.542541048489,0.742790585976,-172.959134212,9.23939223292e-06,-97.5188341809,0.580074954271,22.9631125119,49.9503886462,-0.0185927336426,
 ,0.58,1.09331945481,-0.209493005603,0.750272026963,-172.612388427,9.2452824867e-06,-97.1863358569,0.587257963799,23.1221234314,49.9526533095,-0.0182119773882,
 ,0.6,1.09383476125,0.107731981646,0.757255118948,-172.282229815,9.25106498965e-06,-96.8696138406,0.593964390649,23.2818002379,49.954872446,-0.0178450674261,
 ,0.62,1.09433528692,0.40938330852,0.763749292788,-171.968554171,9.2566196411e-06,-96.5684243844,0.600203270336,23.4407283159,49.957052678,-0.0175176820443,
 ,0.64,1.09480737484,0.695637841789,0.769759977703,-171.671117447,9.26183413687e-06,-96.2825919928,0.605980618247,23.5979466499,49.959203056,-0.0172512380633,
 ,0.66,1.09523856035,0.966588792179,0.775288296023,-171.3895452,9.26660520881e-06,-96.0120203303,0.611299072793,23.7529182587,49.9613344639,-0.0170625917589,
 ,0.68,1.09561773074,1.22223880834,0.780330962722,-171.123362102,9.27083992099e-06,-95.7566994086,0.616157659048,23.90547563,49.9634590315,-0.0169639720545,
 ,0.7,1.09593529045,1.46249710111,0.784880440578,-170.872040607,9.27445707214e-06,-95.5167092319,0.620551725404,24.0557411319,49.9655895661,-0.016963057412,
 ,0.72,1.09618332743,1.68718040694,0.78892539175,-170.635064791,9.27738865341e-06,-95.2922200352,0.624473107702,24.2040262401,49.9677390082,-0.0170631225451,
 ,0.74,1.09635577121,1.89601759738,0.792451443223,-170.412002867,9.27958130757e-06,-95.0834891942,0.627910562562,24.3507169495,49.9699199115,-0.0172632179408,
 ,0.76,1.09644852886,2.08865770089,0.795442247894,-170.202580031,9.28099766462e-06,-94.8908548649,0.630850483795,24.4961555355,49.9721439521,-0.0175583844603,
 ,0.78,1.09645958352,2.26468102158,0.797880780469,-170.006742509,9.28161742123e-06,-94.7147264898,0.633277877501,24.6405305377,49.9744214755,-0.0179399278102,
 ,0.8,1.09638904145,2.4236129464,0.799750766961,-169.824703905,9.28143801832e-06,-94.5555723571,0.635177531052,24.7837871941,49.9767610937,-0.0183957738652,
 ,0.82,1.09623911799,2.56493997212,0.801038118339,-169.656966245,9.28047482438e-06,-94.4139045141,0.636535278438,24.9255694008,49.9791693404,-0.0189109003103,
