Configuration Fields,Frequency(50/60),Data Rate,Number of Phasor(integer),Number of Analog(integer),Number of Digital(zero),Data Format (integer: 0-15),Phasor-1 Name(upto 16-char),Phasor-1 Type(v/c),Phasor-1 PHNMR(scaling),Phasor-2 Name(upto 16-char),Phasor-2 Type(v/c),Phasor-2 PHNMR(scaling),Phasor-3 Name(upto 16-char),Phasor-3 Type(v/c),Phasor-3 PHNMR(scaling),Phasor-4 Name(upto 16-char),Phasor-4 Type(v/c),Phasor-4 PHNMR(scaling),Phasor-5 Name(upto 16-char),Phasor-5 Type(v/c),Phasor-5 PHNMR(scaling),Phasor-6 Name(upto 16-char),Phasor-6 Type(v/c),Phasor-6 PHNMR(scaling),Phasor-7 Name(upto 16-char),Phasor-7 Type(v/c),Phasor-7 PHNMR(scaling),Phasor-8 Name(upto 16-char),Phasor-8 Type(v/c),Phasor-8 PHNMR(scaling),Phasor-9 Name(upto 16-char),Phasor-9 Type(v/c),Phasor-9 PHNMR(scaling),Phasor-10 Name(upto 16-char),Phasor-10 Type(v/c),Phasor-10 PHNMR(scaling),Phasor-11 Name(upto 16-char),Phasor-11 Type(v/c),Phasor-11 PHNMR(scaling),Phasor-12 Name(upto 16-char),Phasor-12 Type(v/c),Phasor-12 PHNMR(scaling),Phasor-13 Name(upto 16-char),Phasor-13 Type(v/c),Phasor-13 PHNMR(scaling),Phasor-14 Name(upto 16-char),Phasor-14 Type(v/c),Phasor-14 PHNMR(scaling),Phasor-15 Name(upto 16-char),Phasor-15 Type(v/c),Phasor-15 PHNMR(scaling),Phasor-16 Name(upto 16-char),Phasor-16 Type(v/c),Phasor-16 PHNMR(scaling),Phasor-17 Name(upto 16-char),Phasor-17 Type(v/c),Phasor-17 PHNMR(scaling),
Configuration Field Inputs,50,50,17,0,0,15,V1,v,10000,I2,c,100,I3,c,100,I4,c,100,I5,c,100,I6,c,100,I7,c,100,I8,c,100,I9,c,100,I10,c,100,I11,c,100,I12,c,100,I13,c,100,I14,c,100,I15,c,100,I16,c,100,I17,c,100,
Measurements Fields,Time Stamp,Phasor-1 Magnitude,Phasor-1 Angle,Phasor-2 Magnitude,Phasor-2 Angle,Phasor-3 Magnitude,Phasor-3 Angle,Phasor-4 Magnitude,Phasor-4 Angle,Phasor-5 Magnitude,Phasor-5 Angle,Phasor-6 Magnitude,Phasor-6 Angle,Phasor-7 Magnitude,Phasor-7 Angle,Phasor-8 Magnitude,Phasor-8 Angle,Phasor-9 Magnitude,Phasor-9 Angle,Phasor-10 Magnitude,Phasor-10 Angle,Phasor-11 Magnitude,Phasor-11 Angle,Phasor-12 Magnitude,Phasor-12 Angle,Phasor-13 Magnitude,Phasor-13 Angle,Phasor-14 Magnitude,Phasor-14 Angle,Phasor-15 Magnitude,Phasor-15 Angle,Phasor-16 Magnitude,Phasor-16 Angle,Phasor-17 Magnitude,Phasor-17 Angle,Frequency,ROCOF,
Measurements Field Inputs,0,1.11645217311,-11.5505917928,1.40316119234,-100.20985866,0.726368197724,-98.8035027065,0.0639274926471,-68.0354719656,0.336258443674,-56.9592818121,0.00997757495337,-149.167221656,0.0151353957748,155.818673927,0.00541121796249,-62.5281820697,0.261549246917,-120.100384194,0.0286937545756,-139.9891304,0.0309401766383,-171.84355015,0.288789819815,-91.0558901244,0.0350229082697,-152.732624548,0.547208394204,-146.760439937,1.17266539578,-155.158708413,0.760265406555,-152.145465353,0.122269135422,-72.3881942148,49.9999938602,1.77902007366,
 ,0.02,1.11645216346,-11.5505903628,1.40316117934,-100.209857228,0.726368190035,-98.8035012421,0.0639274910945,-68.035469542,0.33625843546,-56.9592790958,0.00997757646787,-149.167211262,0.0151353921108,155.818664811,0.00541121907867,-62.5282209538,0.26154921099,-120.10038131,0.0286937494814,-139.9891276,0.030940176462,-171.84354952,0.28878980262,-91.0558873255,0.035022903861,-152.732623128,0.547208368213,-146.760438989,1.17266534006,-155.158707618,0.760265335283,-152.145463915,0.122269089503,-72.3882256394,49.9999976188,0.654447483753,
 ,0.04,1.11645215838,-11.5505885173,1.4031611723,-100.209855378,0.726368185707,-98.8034993565,0.0639274901751,-68.0354668218,0.336258430802,-56.9592761499,0.00997757181777,-149.167201947,0.0151353895834,155.818659643,0.00541121997349,-62.5281880294,0.261549231515,-120.100393187,0.0286937542318,-139.989135544,0.0309401809257,-171.843547208,0.288789798438,-91.0558883949,0.035022900447,-152.732620945,0.547208320947,-146.760437086,1.17266530526,-155.158706042,0.76026523142,-152.145460732,0.122269078362,-72.3882287819,49.9999989555,0.240751633538,
 ,0.06,1.11645215229,-11.5505857148,1.40316116376,-100.20985257,0.726368180349,-98.8034965053,0.0639274889285,-68.0354628877,0.336258424402,-56.9592719132,0.00997756395083,-149.16718875,0.0151353861561,155.818652962,0.00541122123816,-62.5281278866,0.26154927438,-120.100414494,0.0286937633948,-139.989149876,0.0309401885983,-171.84354336,0.288789790651,-91.0558907693,0.0350228957084,-152.732617575,0.547208248018,-146.76043407,1.17266526276,-155.158703546,0.76026507347,-152.145455652,0.122269069861,-72.3882308599,49.9999993626,0.0885657464175,
 ,0.08,1.11645214461,-11.5505819198,1.40316115296,-100.209848769,0.726368173524,-98.8034926527,0.0639274872761,-68.035457674,0.33625841583,-56.9592663089,0.0099775531263,-149.167171228,0.0151353816384,155.818644302,0.00541122289716,-62.5280444519,0.261549334614,-120.100443878,0.0286937761202,-139.989169572,0.0309401992313,-171.843538034,0.288789778938,-91.0558940939,0.0350228894743,-152.732612998,0.54720815038,-146.760429955,1.17266520903,-155.158700133,0.760264863612,-152.145448773,0.122269059649,-72.3882345103,49.9999994252,0.0325812818346,
 ,0.1,0.466856981942,-2.98813629824,0.556866434708,-92.5304038393,0.250745367362,-90.3862506,0.0334095191789,66.8024238384,0.23562392714,73.5243065636,0.0770573997239,-77.3411809971,0.103579335203,80.8858301452,0.0617852137928,-78.118327545,1.47079041914,82.3037432942,0.172876014253,88.8725265001,0.0412077354264,116.715668354,0.383561912647,69.3994753801,0.0859422251949,99.1249506562,0.410877922013,149.914440452,1.38831502771,117.13920527,1.06764984563,111.075454518,0.151965912683,71.2013077583,48.2801528484,6.88856640473,
 ,0.12,0.465885958237,-2.50079103588,0.555626393954,-92.0469094132,0.250072530163,-89.904083419,0.0334726608436,67.4277376942,0.235975148077,74.1235239794,0.0773325363892,-76.8588665105,0.103806760122,80.8236077152,0.0623006942502,-78.3878480292,1.47334524103,82.6696956541,0.173102872301,89.1568784676,0.0412471116117,117.229819751,0.384584876562,69.7162493992,0.0860908655919,98.9358751822,0.412997566121,150.791537437,1.39071017269,117.705002889,1.06881905753,111.323066522,0.15167032265,73.606365814,49.2985935332,-2.15227742424,
 ,0.14,1.10508083003,-9.70130088562,1.3882409114,-98.3554251367,0.717994352134,-96.9153676457,0.0626856525445,-65.3359245553,0.32991876498,-54.0411959072,0.0109332027898,-139.697416979,0.0119085389346,142.968722369,0.00680546078047,-77.8043594371,0.222658316014,-114.92759906,0.0236312753739,-138.280927346,0.0305058031617,-171.309207676,0.27921885985,-86.8416824907,0.0302767107459,-151.175481453,0.546956329831,-145.635929066,1.1466932213,-154.437780378,0.722658935479,-151.28017774,0.116302955467,-71.0328255021,50.1985193716,-4.71647292547,
 ,0.16,1.10651279751,-9.07993292994,1.39023702018,-97.7393170839,0.719190929116,-96.3177511508,0.0628397281481,-65.0782083516,0.330487541009,-53.8534549898,0.00963892611337,-138.415120529,0.0110466532393,141.825608869,0.00635843021574,-64.802725015,0.230692388083,-116.209652029,0.0247718090764,-138.378357098,0.0312846529436,-170.377718868,0.280473574701,-86.5275044866,0.02944917105,-149.586373343,0.556884147133,-144.911191934,1.16847927488,-153.791727803,0.72927615914,-150.561844209,0.119079244143,-68.5488210978,50.0243921915,-0.90121758337,
 ,0.18,1.10536065961,-8.25599145556,1.38880473113,-96.9178118778,0.718440606496,-95.50208441,0.0627185131079,-64.3357265723,0.329733233964,-53.117152563,0.00901163725245,-135.675036326,0.00988908540668,136.62853767,0.00640320786441,-60.5015311771,0.228137644545,-115.537736038,0.0244000637214,-137.662371482,0.0316896455688,-169.580350042,0.279431128094,-85.3401276952,0.0279116933945,-147.936835441,0.563587586012,-144.147562035,1.17841981254,-153.15800709,0.727032463898,-149.86603119,0.119176130062,-67.4583611376,49.9410886684,0.0588187539709,
