Configuration Fields,Frequency(50/60),Data Rate,Number of Phasor(integer),Number of Analog(integer),Number of Digital(zero),Data Format (integer: 0-15),Phasor-1 Name(upto 16-char),Phasor-1 Type(v/c),Phasor-1 PHNMR(scaling),Phasor-2 Name(upto 16-char),Phasor-2 Type(v/c),Phasor-2 PHNMR(scaling),
Configuration Field Inputs,50,50,2,0,0,15,V1,v,10000,I2,c,100,
Measurements Fields,Time Stamp,Phasor-1 Magnitude,Phasor-1 Angle,Phasor-2 Magnitude,Phasor-2 Angle,Frequency,ROCOF,
Measurements Field Inputs,0,1.06863659712,-10.5728401795,1.73011661411,82.8812846915,50.0000000249,1.56035054863,
 ,0.02,1.06863658342,-10.572838684,1.73011658382,82.8812871112,49.9999998886,0.574021441169,
 ,0.04,1.06863658032,-10.572837422,1.73011657324,82.8812888607,49.9999998447,0.211170917658,
 ,0.06,1.06863657826,-10.5728355828,1.73011656206,82.8812913308,49.9999997769,0.0776857882914,
 ,0.08,1.06863657629,-10.572833108,1.73011654853,82.8812946414,49.9999996961,0.0285794141822,
 ,0.1,0.292597151353,-1.97608707558,0.202625819632,-69.6014353546,47.3611130447,10.6547204297,
 ,0.12,0.290968009631,-1.49268327502,0.200419636157,-69.9284209651,48.9389775096,-3.37704043242,
 ,0.14,1.05406059892,-8.70476921538,1.70012421342,85.1750263985,50.1278026526,-6.48889062556,
 ,0.16,1.05671253238,-8.21970334276,1.70716723842,85.5007953273,50.0091345948,-1.80636445819,
 ,0.18,1.05579980273,-7.48053930985,1.70599361437,86.2835019965,49.9434592746,-0.355144587829,
 ,0.2,1.05453941387,-6.73126726475,1.70406292129,87.0969733374,49.9153232373,0.000699693716193,
 ,0.22,1.05325746238,-5.99002563222,1.70210146046,87.9008293114,49.9044380418,0.050552490722,
 ,0.24,1.05202329226,-5.26151777879,1.7002379369,88.6873340227,49.9011170229,0.0333290605992,
 ,0.26,1.05087504209,-4.54939669236,1.69853383879,89.4521097915,49.9011985355,0.0109354880722,
 ,0.28,1.04984098566,-3.85670871987,1.69703212764,90.1916899035,49.9029076846,-0.00503593166216,
 ,0.3,1.04894286908,-3.18596924222,1.69576419986,90.9032489869,49.9054748209,-0.0150261667242,
 ,0.32,1.04819673214,-2.53922491347,1.69475168458,91.5845436075,49.9085496779,-0.0211589997347,
 ,0.34,1.04761313608,-1.91808774804,1.69400715079,92.2338887198,49.9119553274,-0.0250259420483,
 ,0.36,1.0471973416,-1.32375489248,1.69353471573,92.8501395827,49.9155862519,-0.0275464160559,
 ,0.38,1.04694962493,-0.757026090654,1.6933308734,93.4326685739,49.9193669975,-0.0291998133056,
 ,0.4,1.04686576504,-0.218324731884,1.69338558329,93.9813329473,49.9232359755,-0.0302284234751,
 ,0.42,1.04693766675,0.292275238043,1.69368353728,94.4964325211,49.9271395496,-0.0307600999565,
 ,0.44,1.04715405888,0.775016043551,1.69420547891,94.9786577431,49.9310302382,-0.0308725462972,
 ,0.46,1.04750120269,1.2304168843,1.69492944708,95.4290294717,49.9348664863,-0.0306242217965,
 ,0.48,1.04796355426,1.65922984315,1.69583183711,95.8488324519,49.9386129511,-0.0300680364975,
 ,0.5,1.04852433989,2.06239232454,1.69688820743,96.2395449518,49.9422408607,-0.0292566397356,
 ,0.52,1.04916602172,2.44097770959,1.69807380144,96.6027673415,49.9457282555,-0.0282437286627,
 ,0.54,1.04987065015,2.79614601922,1.69936379662,96.9401524982,49.9490600348,-0.027083532604,
 ,0.56,1.05062011603,3.12909631672,1.70073333043,97.2533407877,49.9522277873,-0.0258295362635,
 ,0.58,1.05139632839,3.44102236788,1.70215738055,97.5439020087,49.9552294182,-0.0245329948877,
 ,0.6,1.05218135064,3.73307275417,1.70361059239,97.813286145,49.9580686048,-0.0232415445968,
 ,0.62,1.05295752985,4.00631627317,1.70506714863,98.0627841542,49.9607541239,-0.0219980642283,
 ,0.64,1.05370764982,4.2617131418,1.70650076393,98.293499437,49.9632990937,-0.0208398376516,
 ,0.66,1.05441513087,4.50009229782,1.70788486585,98.506330176,49.96572016,-0.0197979843431,
 ,0.68,1.05506428829,4.72213498882,1.70919299283,98.7019624221,49.9680366493,-0.0188970800955,
 ,0.7,1.05564064888,4.92836480137,1.7103994059,98.8808736022,49.9702696948,-0.0181548893563,
 ,0.72,1.05613131239,5.11914423851,1.7114798771,99.0433459189,49.9724413434,-0.017582172794,
 ,0.74,1.0565253335,5.29467782384,1.71241258686,99.189488808,49.9745736573,-0.0171825972726,
 ,0.76,1.05681409158,5.4550214588,1.71317904181,99.3192691799,49.9766878375,-0.0169528281863,
 ,0.78,1.05699161175,5.60009741568,1.71376491336,99.4325476442,49.9788034099,-0.0168828971413,
 ,0.8,1.05705480192,5.72971399753,1.71416070146,99.5291184309,49.9809375201,-0.0169569002248,
 ,0.82,1.05700357712,5.84358864208,1.71436214411,99.608750438,49.9831043742,-0.0171540068076,
 ,0.84,1.05684085395,5.9413731668,1.71437032246,99.6712268575,49.9853148486,-0.017449678153,
 ,0.86,1.05657241265,6.02267995743,1.71419144861,99.7163811857,49.9875762646,-0.0178169453193,
 ,0.88,1.05620664026,6.08710813334,1.7138363644,99.7441280039,49.9898923096,-0.0182276004204,
 ,0.9,1.05575418337,6.13426897032,1.71331981891,99.7544875717,49.9922630745,-0.0186532136174,
 ,0.92,1.05522754975,6.16381001913,1.71265962274,99.7476038207,49.9946851866,-0.019065975501,
 ,0.94,1.05464070326,6.17543736283,1.71187579361,99.7237556637,49.9971520284,-0.0194394427953,
 ,0.96,1.05400869343,6.16893532301,1.71098980416,99.6833616255,49.999654052,-0.019749300213,
 ,0.98,1.05334735051,6.14418273435,1.7100240199,99.6269777331,50.0021792088,-0.0199742271593,
 ,1.0,1.05267305971,6.1011647777,1.70900137391,99.5552885158,50.0047135106,-0.0200968839569,
 ,1.02,1.05200260797,6.03997939941,1.70794527323,99.4690909937,50.0072417234,-0.0201049376556,
 ,1.04,1.05135307676,5.96083760476,1.70687967954,99.3692717554,50.0097481699,-0.0199919688355,
 ,1.06,1.05074173968,5.86405738169,1.7058292642,99.2567776525,50.0122175892,-0.0197580672507,
 ,1.08,1.05018591723,5.75005160927,1.70481951489,99.1325811914,50.0146359818,-0.0194099472515,
 ,1.1,1.04970274526,5.61931092103,1.70387667362,98.9976422835,50.0169913617,-0.0189604855932,
 ,1.12,1.04930882767,5.47238301107,1.70302741363,98.8528684884,50.0192743404,-0.0184276822717,
 ,1.14,1.04901976633,5.30985020211,1.70229821144,98.6990761838,50.0214784888,-0.0178331428567,
 ,1.16,1.04884958676,5.13230719461,1.70171443001,98.5369551391,50.0236004491,-0.0172002565104,
 ,1.18,1.0488101031,4.94034078135,1.7012991879,98.3670387702,50.0256397983,-0.0165522848287,
 ,1.2,1.04891028447,4.73451297948,1.70107213624,98.1896819161,50.0275986937,-0.0159105794587,
 ,1.22,1.0491556942,4.51534856661,1.70104829228,98.005047369,50.0294813526,-0.0152931140151,
 ,1.24,1.0495480716,4.28332749112,1.7012370795,97.8131016886,50.031293428,-0.0147134551056,
 ,1.26,1.05008511315,4.03888214925,1.70164170245,97.6136201532,50.0330413483,-0.0141802187955,
 ,1.28,1.05076048833,3.78239915754,1.7022589413,97.4062001403,50.0347316723,-0.0136969773233,
 ,1.3,1.05156409797,3.51422504476,1.70307939593,97.1902818846,50.0363705013,-0.0132625143817,
 ,1.32,1.05248255462,3.23467524045,1.70408815002,96.9651754361,50.0379629637,-0.0128712929714,
 ,1.34,1.05349983818,2.94404579949,1.70526577136,96.7300927059,50.0395127758,-0.012514007325,
 ,1.36,1.05459806083,2.64262739335,1.70658952376,96.4841836363,50.0410218728,-0.0121781356408,
 ,1.38,1.05575826523,2.33072114239,1.70803464499,96.226575644,50.042490105,-0.0118484745264,
