Configuration Fields,Frequency(50/60),Data Rate,Number of Phasor(integer),Number of Analog(integer),Number of Digital(zero),Data Format (integer: 0-15),Phasor-1 Name(upto 16-char),Phasor-1 Type(v/c),Phasor-1 PHNMR(scaling),Phasor-2 Name(upto 16-char),Phasor-2 Type(v/c),Phasor-2 PHNMR(scaling),Phasor-3 Name(upto 16-char),Phasor-3 Type(v/c),Phasor-3 PHNMR(scaling),Phasor-4 Name(upto 16-char),Phasor-4 Type(v/c),Phasor-4 PHNMR(scaling),Phasor-5 Name(upto 16-char),Phasor-5 Type(v/c),Phasor-5 PHNMR(scaling),Phasor-6 Name(upto 16-char),Phasor-6 Type(v/c),Phasor-6 PHNMR(scaling),Phasor-7 Name(upto 16-char),Phasor-7 Type(v/c),Phasor-7 PHNMR(scaling),Phasor-8 Name(upto 16-char),Phasor-8 Type(v/c),Phasor-8 PHNMR(scaling),Phasor-9 Name(upto 16-char),Phasor-9 Type(v/c),Phasor-9 PHNMR(scaling),Phasor-10 Name(upto 16-char),Phasor-10 Type(v/c),Phasor-10 PHNMR(scaling),Phasor-11 Name(upto 16-char),Phasor-11 Type(v/c),Phasor-11 PHNMR(scaling),
Configuration Field Inputs,50,50,11,0,0,15,V1,v,10000,I2,c,100,I3,c,100,I4,c,100,I5,c,100,I6,c,100,I7,c,100,I8,c,100,I9,c,100,I10,c,100,I11,c,100,
Measurements Fields,Time Stamp,Phasor-1 Magnitude,Phasor-1 Angle,Phasor-2 Magnitude,Phasor-2 Angle,Phasor-3 Magnitude,Phasor-3 Angle,Phasor-4 Magnitude,Phasor-4 Angle,Phasor-5 Magnitude,Phasor-5 Angle,Phasor-6 Magnitude,Phasor-6 Angle,Phasor-7 Magnitude,Phasor-7 Angle,Phasor-8 Magnitude,Phasor-8 Angle,Phasor-9 Magnitude,Phasor-9 Angle,Phasor-10 Magnitude,Phasor-10 Angle,Phasor-11 Magnitude,Phasor-11 Angle,Frequency,ROCOF,
 ,0.6,1.10086392658,-2.06808720074,1.41403783234,-89.0513342572,1.59144750064,-84.6199069504,0.400044950465,-163.483476534,0.281271809903,-162.009650989,0.135637639256,-62.0171600267,0.0492599418264,-136.402798256,0.0358357590486,-142.923933181,0.910055568935,-79.7999825015,0.139654303092,-71.526273892,0.581821129353,-22.6461689261,49.9508172273,-0.0216848394741,
 ,0.62,1.10157662758,-1.74362351156,1.41512544513,-88.7460975085,1.59275635028,-84.3505421274,0.395283982286,-163.064708216,0.27788612751,-161.578830292,0.135634158301,-62.0860899748,0.0502749043325,-136.69141943,0.0354355611934,-142.075080592,0.912204419048,-81.5708808692,0.139990586352,-71.2099566803,0.573837220145,-22.8248437413,49.9536080696,-0.0220403860878,
 ,0.64,1.10225818503,-1.43999789201,1.41616667798,-88.4605701761,1.59401571652,-84.0988370664,0.390394336423,-162.683816495,0.274478743823,-161.18313851,0.135640281789,-62.170954622,0.0512555419544,-136.941281705,0.0351194632656,-141.319923242,0.915682222401,-83.2955537989,0.140323377164,-70.9056062816,0.56683595547,-22.9946005303,49.956464569,-0.0225070494152,
 ,0.66,1.10289537979,-1.15782707853,1.41713991182,-88.1948917156,1.59519832196,-83.8640361923,0.385471722452,-162.343570346,0.271118914228,-160.825644724,0.135649873539,-62.2657469954,0.0521393625244,-137.125879975,0.03489444005,-140.677596564,0.920257161054,-84.9156082839,0.140635612697,-70.6263996435,0.560944147255,-23.1423146249,49.9593993939,-0.0230774987072,
 ,0.68,1.1034763079,-0.89779124566,1.4180252393,-87.9493111752,1.5962782311,-83.6455735852,0.380611056047,-162.046117386,0.267873573796,-160.508808316,0.135656276603,-62.3644619305,0.0528688614328,-137.227585724,0.034764394614,-140.162811768,0.925574049389,-86.3783066436,0.140910788032,-70.384667602,0.556242396503,-23.2563234575,49.9624228019,-0.0237365521003,
 ,0.7,1.10399044622,-0.660607960535,1.41880473132,-87.7241701143,1.59723140689,-83.4430741831,0.375904718128,-161.792955427,0.26480608652,-160.234452061,0.135653012093,-62.461126923,0.053395998108,-137.235907683,0.0347302543441,-139.784589875,0.931192056095,-87.6384666474,0.141134096332,-70.1909796243,0.552768872877,-23.3270469129,49.9655418392,-0.0244621686334,
 ,0.72,1.10442873812,-0.447001828395,1.4194627439,-87.5198797129,1.59803636147,-83.2563467462,0.371440768782,-161.584938952,0.261975019693,-160.003775983,0.135634556901,-62.5498328323,0.0536859343197,-137.145438266,0.0347900902113,-139.545530812,0.936631604647,-88.659363015,0.141293608261,-70.0533597291,0.55052415277,-23.3474622447,49.9687596723,-0.0252264761769,
 ,0.74,1.10478370443,-0.257670735231,1.41998625524,-87.3368929419,1.59867485577,-83.0853691397,0.367301170325,-161.422316518,0.259432981279,-159.817404906,0.135597092542,-62.624761117,0.0537197029334,-136.954107149,0.0349392237718,-139.441732626,0.941424496656,-89.4127270514,0.141381314454,-69.9766581978,0.54947665933,-23.3133838298,49.9720750471,-0.0259967887911,
 ,0.76,1.1050495754,-0.0932496999197,1.42036521046,-87.1756728424,1.59913258598,-82.9302667995,0.36356008028,-161.304790145,0.257225560075,-159.675456698,0.135539117714,-62.6802082051,0.0534956081928,-136.662146967,0.0351703132818,-139.463365012,0.945161687041,-89.8781241136,0.141393858346,-69.9620930544,0.54956828515,-23.2235270811,49.9754818832,-0.0267366692112,
 ,0.78,1.10522243026,0.0457263927425,1.42059284076,-87.0366582531,1.59939978709,-82.7912856325,0.360282273768,-161.231584073,0.255390404695,-159.57761448,0.135461838662,-62.7106119855,0.0530292673596,-136.271965449,0.0354734389178,-139.595791542,0.947534190695,-90.0420670812,0.141332829117,-70.0069714952,0.550719840501,-23.0793659886,49.9789690306,-0.0274071492731,
 ,0.8,1.10530032386,0.158859584867,1.42066591876,-86.9202286469,1.59947168459,-82.6687609868,0.357521747106,-161.201508751,0.253956469454,-159.523185598,0.135369289228,-62.7105890491,0.052352292861,-135.788928008,0.0358362278369,-139.821050288,0.948363830684,-89.8972088703,0.141204557995,-70.1046034121,0.552836044721,-22.8848188485,49.9825202259,-0.0279682043495,
 ,0.82,1.10528337661,0.245923328991,1.42058491276,-86.8266699538,1.59934873849,-82.563084568,0.355320542985,-161.213007201,0.252943445238,-159.51113334,0.135268178013,-62.6749934131,0.0515097022746,-135.222870004,0.0362440662739,-140.119460111,0.947621616974,-89.4418803284,0.141019451066,-70.2444233042,0.555809856972,-22.6458126277,49.9861142859,-0.0283804935556,
 ,0.84,1.10517380612,0.306892793615,1.42035401099,-86.7561432386,1.59903664458,-82.4746711777,0.353707825898,-161.264174951,0.252361384271,-159.540073784,0.135167503313,-62.5990076606,0.050556248888,-134.589962984,0.0366804369665,-140.471125441,0.945432364594,-88.6801312374,0.140790979063,-70.41233841,0.559526020618,-22.3697818564,49.9897255512,-0.0286072639051,
 ,0.86,1.104975886,0.341969351293,1.41998100154,-86.7086578429,1.59854608672,-82.4039268959,0.35269922732,-161.352750919,0.252210521218,-159.608238484,0.13507800777,-62.4782755979,0.0495519931927,-133.914363444,0.0371273998831,-140.85715994,0.942064807893,-87.622307918,0.140534509708,-70.591315586,0.563863770957,-22.0651544115,49.9933245664,-0.0286162260922,
 ,0.88,1.1046958288,0.351598055322,1.41947701315,-86.684050135,1.59789226444,-82.3512198848,0.352296474738,-161.476083694,0.252481290197,-159.713412095,0.135011557155,-62.3090816584,0.0485575666176,-133.228930118,0.0375662093445,-141.260523079,0.937907154758,-86.2860662261,0.140266194253,-70.7622054581,0.568698726665,-21.7408672104,49.9968789521,-0.0283811841769,
 ,0.9,1.10434160406,0.336477446208,1.41885614218,-86.6819684917,1.59709424874,-82.3168545147,0.352487316645,-161.631084103,0.253154537287,-159.852860596,0.134980519269,-62.0885764894,0.0476296677967,-132.57430329,0.037978038024,-141.666443855,0.933429000867,-84.6975787582,0.140002097552,-70.9047811308,0.57390404695,-21.4059431604,50.0003544048,-0.0278832533843,
 ,0.92,1.10392271551,0.297561503419,1.41813500909,-86.7018646946,1.59617424057,-82.3010491476,0.353245754911,-161.814179267,0.254201929341,-160.023269049,0.134997192529,-61.8150407968,0.046817319708,-131.995897205,0.0383447626575,-142.062474642,0.929131971387,-82.8925684887,0.139757691708,-70.9989446348,0.57935098321,-21.0691493758,50.0037157611,-0.0271116065571,
 ,0.94,1.10344997034,0.236053863548,1.41733229809,-86.7429916832,1.59515681629,-82.3039177588,0.354532594,-162.021284615,0.255586560107,-160.22070719,0.135073297638,-61.4881713434,0.0461592622263,-131.538889743,0.0386497592665,-142.438264884,0.925493359385,-80.9167278795,0.139547730454,-71.0260328366,0.584908981067,-20.7387470315,50.0069280765,-0.0260638037736,
 ,0.96,1.10293527486,0.153394540937,1.41646833391,-86.8044075624,1.59406824,-82.3254556433,0.356296311125,-162.24780821,0.25726375207,-160.440636938,0.135219510176,-61.109365176,0.0456825765445,-131.24198089,0.0388786564583,-142.785165915,0.922909051488,-78.8251167117,0.139386408377,-70.970139912,0.590445494599,-20.4223353909,50.0099576893,-0.0247458335034,
 ,0.98,1.10239148341,0.0512393751338,1.41556473727,-86.8849858498,1.59293590314,-82.3655296431,0.35847424137,-162.488696818,0.259182046114,-160.677969168,0.13544498778,-60.6819721644,0.0454023306615,-131.131271491,0.03902000166,-143.095778319,0.921643501271,-76.6803126684,0.139287614006,-70.8193668566,0.595825663147,-20.1267860573,50.0127732593,-0.0231720013231,
 ,1.0,1.10183231134,-0.0685675980343,1.41464417803,-86.9834320429,1.59178792067,-82.4238735201,0.360994057708,-162.738526476,0.261284361471,-160.927169429,0.135756840108,-60.2114832651,0.0453218384306,-131.215802423,0.0390658043866,-143.363538722,0.921794621334,-74.5493999527,0.139265034728,-70.5669079839,0.600911979917,-19.8582578571,50.0153467804,-0.0213647497578,
 ,1.02,1.10127230147,-0.204028597237,1.41373021528,-87.0983065672,1.59065287475,-82.5000891382,0.363775509247,-162.99163338,0.263509297023,-161.182405102,0.136159505654,-59.7056237435,0.045433141435,-131.485951052,0.0390119306002,-143.582420866,0.923279683315,-72.5002293657,0.139331881713,-70.211887111,0.605564059482,-19.622277967,50.0176545568,-0.0193544123527,
 ,1.04,1.10072681137,-0.353032922026,1.41284718413,-87.2280539893,1.58955965929,-82.5936539428,0.366732364652,-163.242275006,0.265792534106,-161.437721149,0.136654033587,-59.1743275117,0.0457175428064,-131.915102589,0.0388583313718,-143.746801646,0.925844805655,-70.5976261908,0.139500078526,-69.7598613467,0.60963859491,-19.4238713746,50.0196781261,-0.0171788357819,
 ,1.06,1.10021197177,-0.51340339662,1.41202006536,-87.3710380399,1.58853734985,-82.703934836,0.369774494262,-163.484807528,0.268068292885,-161.687228635,0.137237313073,-58.6295805712,0.0461463148361,-132.464090493,0.0386090966277,-143.85151949,0.92909632762,-68.9002464522,0.139778886572,-69.2229212276,0.612989587458,-19.267719235,50.021405091,-0.0148827722527,
