Configuration Fields,Frequency(50/60),Data Rate,Number of Phasor(integer),Number of Analog(integer),Number of Digital(zero),Data Format (integer: 0-15),Phasor-1 Name(upto 16-char),Phasor-1 Type(v/c),Phasor-1 PHNMR(scaling),Phasor-2 Name(upto 16-char),Phasor-2 Type(v/c),Phasor-2 PHNMR(scaling),Phasor-3 Name(upto 16-char),Phasor-3 Type(v/c),Phasor-3 PHNMR(scaling),Phasor-4 Name(upto 16-char),Phasor-4 Type(v/c),Phasor-4 PHNMR(scaling),Phasor-5 Name(upto 16-char),Phasor-5 Type(v/c),Phasor-5 PHNMR(scaling),Phasor-6 Name(upto 16-char),Phasor-6 Type(v/c),Phasor-6 PHNMR(scaling),Phasor-7 Name(upto 16-char),Phasor-7 Type(v/c),Phasor-7 PHNMR(scaling),Phasor-8 Name(upto 16-char),Phasor-8 Type(v/c),Phasor-8 PHNMR(scaling),Phasor-9 Name(upto 16-char),Phasor-9 Type(v/c),Phasor-9 PHNMR(scaling),Phasor-10 Name(upto 16-char),Phasor-10 Type(v/c),Phasor-10 PHNMR(scaling),Phasor-11 Name(upto 16-char),Phasor-11 Type(v/c),Phasor-11 PHNMR(scaling),Phasor-12 Name(upto 16-char),Phasor-12 Type(v/c),Phasor-12 PHNMR(scaling),Phasor-13 Name(upto 16-char),Phasor-13 Type(v/c),Phasor-13 PHNMR(scaling),Phasor-14 Name(upto 16-char),Phasor-14 Type(v/c),Phasor-14 PHNMR(scaling),Phasor-15 Name(upto 16-char),Phasor-15 Type(v/c),Phasor-15 PHNMR(scaling),Phasor-16 Name(upto 16-char),Phasor-16 Type(v/c),Phasor-16 PHNMR(scaling),
Configuration Field Inputs,50,50,16,0,0,15,V1,v,10000,I2,c,100,I3,c,100,I4,c,100,I5,c,100,I6,c,100,I7,c,100,I8,c,100,I9,c,100,I10,c,100,I11,c,100,I12,c,100,I13,c,100,I14,c,100,I15,c,100,I16,c,100,
Measurements Fields,Time Stamp,Phasor-1 Magnitude,Phasor-1 Angle,Phasor-2 Magnitude,Phasor-2 Angle,Phasor-3 Magnitude,Phasor-3 Angle,Phasor-4 Magnitude,Phasor-4 Angle,Phasor-5 Magnitude,Phasor-5 Angle,Phasor-6 Magnitude,Phasor-6 Angle,Phasor-7 Magnitude,Phasor-7 Angle,Phasor-8 Magnitude,Phasor-8 Angle,Phasor-9 Magnitude,Phasor-9 Angle,Phasor-10 Magnitude,Phasor-10 Angle,Phasor-11 Magnitude,Phasor-11 Angle,Phasor-12 Magnitude,Phasor-12 Angle,Phasor-13 Magnitude,Phasor-13 Angle,Phasor-14 Magnitude,Phasor-14 Angle,Phasor-15 Magnitude,Phasor-15 Angle,Phasor-16 Magnitude,Phasor-16 Angle,Frequency,ROCOF,
Measurements Field Inputs,0,1.11091973241,-14.688825201,0.533277249533,151.415935262,0.533277249533,151.415935262,0.322913577386,178.760330174,0.324175354826,178.790876313,3.28262563726,176.143356167,0.574517942718,-176.509479417,0.445111875476,-177.355123094,1.22333852353,-158.081705399,1.22874771794,-158.064741025,1.20734258933,-158.096150237,1.25582506779,-158.054132503,0.0126445581725,-70.7931320621,1.51074314627,-85.0492949176,0.506980328707,-74.5639745526,0.122525155649,-165.839450316,49.9999994724,2.24166387847,
 ,0.02,1.11091972566,-14.688824449,0.53327734899,151.415946975,0.53327734899,151.415946975,0.322913615206,178.760332729,0.324175392812,178.790878865,3.28262576129,176.143358073,0.57451793998,-176.509479984,0.44511200485,-177.355118029,1.22333843421,-158.081704718,1.22874762823,-158.064740344,1.20734250118,-158.096149557,1.2558249761,-158.054131823,0.0126445586077,-70.7931220646,1.51074311376,-85.0492836694,0.506980337528,-74.563967286,0.122525153635,-165.839450623,49.9999997452,0.824660752793,
 ,0.04,1.11091972307,-14.6888238277,0.533277441895,151.415953082,0.533277441895,151.415953082,0.322913652452,178.760333483,0.324175430228,178.790879617,3.28262590263,176.143359449,0.574518006069,-176.509480071,0.445112090729,-177.35511825,1.22333835693,-158.081703317,1.2287475506,-158.064738943,1.20734242491,-158.096148156,1.25582489676,-158.054130422,0.0126445591786,-70.7931157129,1.51074315076,-85.0492732235,0.50698035375,-74.5639621978,0.122525163887,-165.839452146,49.9999998501,0.30337526391,
 ,0.06,1.11091972065,-14.6888229249,0.533277578956,151.415960815,0.533277578956,151.415960815,0.322913707199,178.760334023,0.324175485229,178.790880154,3.28262610819,176.143361098,0.574518120727,-176.509479989,0.445112211357,-177.35511955,1.22333824656,-158.081700981,1.22874743975,-158.064736607,1.20734231598,-158.096145819,1.25582478347,-158.054128086,0.0126445601331,-70.7931071707,1.51074322754,-85.0492581708,0.506980381582,-74.5639551804,0.122525181965,-165.8394546,49.9999998633,0.111605478914,
 ,0.08,1.11091971798,-14.6888216956,0.53327776178,151.415970768,0.53327776178,151.415970768,0.322913780067,178.760334566,0.324175558433,178.790880693,3.28262637973,176.143363148,0.574518279073,-176.509479744,0.445112371275,-177.355121511,1.2233381002,-158.081697734,1.22874729274,-158.06473336,1.20734217154,-158.096142572,1.25582463322,-158.054124839,0.0126445615123,-70.7930957445,1.51074333695,-85.0492384026,0.5069804216,-74.5639457872,0.122525206768,-165.839457844,49.9999998394,0.0410574906129,
 ,0.1,0.835379563675,-12.5845596829,2.4817396401,-110.192427859,2.4817396401,-110.192427859,0.768037143473,-124.058565743,0.771291627969,-124.04542553,3.50184213297,-154.298208854,0.638952789079,129.486627827,3.2782708955,-105.133084835,1.16448261278,126.780486969,1.16963156601,126.797451342,1.14925625729,126.76604213,1.19540620034,126.808059864,0.0323422429178,50.1183267159,3.44454399792,62.2500025708,0.808350836504,42.5979871792,0.105333174363,129.173547555,49.7593386491,1.03173713538,
 ,0.12,0.831942558281,-12.2914506954,2.50046570338,-110.434364556,2.50046570338,-110.434364556,0.77949504217,-124.236584026,0.782800675579,-124.223635452,3.6208513355,-153.426207978,0.641371266719,129.01929739,3.27947671825,-105.12306021,1.16400313122,125.606614679,1.16914996434,125.623579053,1.14878304525,125.592169841,1.19491398583,125.634187574,0.0330498636543,49.507917902,3.52205255135,61.5379669057,0.829220196089,42.1280253641,0.105406083985,128.342335978,49.88219628,-0.19075796047,
 ,0.14,1.10083892966,-13.6612340958,0.632604787855,161.426411083,0.632604787855,161.426411083,0.365351587871,-177.645514322,0.366805207509,-177.616680483,3.51081511998,-179.90772978,0.552712220672,-177.54311564,0.560825728249,-173.953554274,1.1232688792,-157.721209792,1.12823559907,-157.704245418,1.10858141965,-157.73565463,1.15309800946,-157.693636897,0.0135440953892,-57.296733023,1.47455871915,-71.1759407981,0.522370877466,-64.7766419401,0.115901869637,-165.904378216,50.0629922378,-0.87547546731,
 ,0.16,1.10196317739,-13.3885057564,0.6589818116,161.011699943,0.6589818116,161.011699943,0.373332867089,-178.139396267,0.374820028436,-178.111141155,3.56353640111,-179.904229028,0.55850998452,-177.033678993,0.573762388128,-175.376911555,1.11485200764,-156.881834747,1.11978151091,-156.864870373,1.10027460408,-156.896279585,1.14445762244,-156.854261852,0.0142112225199,-55.8704462902,1.52691050958,-69.1884591817,0.538989294019,-63.5267180516,0.116519734192,-165.465198915,49.9986706148,-0.00741176108077,
 ,0.18,1.10108888577,-12.9808444568,0.70027089536,162.323134991,0.70027089536,162.323134991,0.387396345854,-177.94034378,0.388944699621,-177.912849058,3.63912029264,-179.366688039,0.559199382509,-176.813123747,0.610547686129,-175.566305692,1.08996438952,-156.110272331,1.09478384805,-156.093307957,1.07571240749,-156.124717169,1.11890909755,-156.082699435,0.0150000022469,-52.8183749865,1.57515705138,-65.3586002049,0.557025035661,-61.0052650782,0.115844087013,-165.123495541,49.9644887023,0.157606466957,
 ,0.2,1.09997379135,-12.5615301579,0.741654016571,163.663826999,0.741654016571,163.663826999,0.401572901593,-177.645632738,0.403183225579,-177.618828097,3.71368051707,-178.768332499,0.560261818677,-176.631700883,0.648108029654,-175.573028058,1.06419194112,-155.356272731,1.0688974425,-155.339308357,1.05027695035,-155.37071757,1.09245224515,-155.328699836,0.0158157788447,-49.9120870489,1.62596743244,-61.6514361058,0.575393822047,-58.5367436143,0.115200304488,-164.830083766,49.9504190749,0.12355302712,
 ,0.22,1.09882986074,-12.140872742,0.782119706409,164.908173462,0.782119706409,164.908173462,0.415305285653,-177.327432082,0.416975677039,-177.301246062,3.78417829232,-178.172621348,0.562243867501,-176.455018538,0.684449684899,-175.504826444,1.03909274328,-154.604796349,1.04368726438,-154.587831975,1.02550594058,-154.619241188,1.0666865219,-154.577223454,0.0166462674982,-47.2854041659,1.67944860865,-58.2389524547,0.593949852083,-56.2381879551,0.114728798808,-164.571973204,49.9448984278,0.071118423208,
 ,0.24,1.09771128156,-11.720796544,0.821372895127,166.049424096,0.821372895127,166.049424096,0.428459277054,-177.00244888,0.430187189618,-176.976818387,3.84980530435,-177.594924387,0.565294666308,-176.272911023,0.71912884599,-175.387183749,1.01504487098,-153.852133431,1.01953306042,-153.835169058,1.00177250961,-153.86657827,1.04200004283,-153.824560536,0.0174820635323,-44.9355642837,1.73475621885,-55.1386107047,0.612504305153,-54.1234525582,0.114466764644,-164.345148426,49.9428381282,0.0356669255008,
