Configuration Fields,Frequency(50/60),Data Rate,Number of Phasor(integer),Number of Analog(integer),Number of Digital(zero),Data Format (integer: 0-15),Phasor-1 Name(upto 16-char),Phasor-1 Type(v/c),Phasor-1 PHNMR(scaling),Phasor-2 Name(upto 16-char),Phasor-2 Type(v/c),Phasor-2 PHNMR(scaling),Phasor-3 Name(upto 16-char),Phasor-3 Type(v/c),Phasor-3 PHNMR(scaling),Phasor-4 Name(upto 16-char),Phasor-4 Type(v/c),Phasor-4 PHNMR(scaling),Phasor-5 Name(upto 16-char),Phasor-5 Type(v/c),Phasor-5 PHNMR(scaling),Phasor-6 Name(upto 16-char),Phasor-6 Type(v/c),Phasor-6 PHNMR(scaling),Phasor-7 Name(upto 16-char),Phasor-7 Type(v/c),Phasor-7 PHNMR(scaling),Phasor-8 Name(upto 16-char),Phasor-8 Type(v/c),Phasor-8 PHNMR(scaling),Phasor-9 Name(upto 16-char),Phasor-9 Type(v/c),Phasor-9 PHNMR(scaling),Phasor-10 Name(upto 16-char),Phasor-10 Type(v/c),Phasor-10 PHNMR(scaling),Phasor-11 Name(upto 16-char),Phasor-11 Type(v/c),Phasor-11 PHNMR(scaling),Phasor-12 Name(upto 16-char),Phasor-12 Type(v/c),Phasor-12 PHNMR(scaling),Phasor-13 Name(upto 16-char),Phasor-13 Type(v/c),Phasor-13 PHNMR(scaling),Phasor-14 Name(upto 16-char),Phasor-14 Type(v/c),Phasor-14 PHNMR(scaling),Phasor-15 Name(upto 16-char),Phasor-15 Type(v/c),Phasor-15 PHNMR(scaling),
Configuration Field Inputs,50,50,15,0,0,15,V1,v,10000,I2,c,100,I3,c,100,I4,c,100,I5,c,100,I6,c,100,I7,c,100,I8,c,100,I9,c,100,I10,c,100,I11,c,100,I12,c,100,I13,c,100,I14,c,100,I15,c,100,
Measurements Fields,Time Stamp,Phasor-1 Magnitude,Phasor-1 Angle,Phasor-2 Magnitude,Phasor-2 Angle,Phasor-3 Magnitude,Phasor-3 Angle,Phasor-4 Magnitude,Phasor-4 Angle,Phasor-5 Magnitude,Phasor-5 Angle,Phasor-6 Magnitude,Phasor-6 Angle,Phasor-7 Magnitude,Phasor-7 Angle,Phasor-8 Magnitude,Phasor-8 Angle,Phasor-9 Magnitude,Phasor-9 Angle,Phasor-10 Magnitude,Phasor-10 Angle,Phasor-11 Magnitude,Phasor-11 Angle,Phasor-12 Magnitude,Phasor-12 Angle,Phasor-13 Magnitude,Phasor-13 Angle,Phasor-14 Magnitude,Phasor-14 Angle,Phasor-15 Magnitude,Phasor-15 Angle,Frequency,ROCOF,
Measurements Field Inputs,0,1.11288694824,0.60936121471,0.112931994972,14.0032278061,0.152787507793,14.1384838478,3.28262563726,-3.85664383303,2.99027326723,-5.57945725236,2.99950786943,-5.57713126884,1.99974262595,-5.70935866184,0.186551493672,-52.4520324663,5.92756205398,-5.1189837618,0.0673914259974,-59.4580990351,6.30802292621,-133.475534478,6.25915729591,-132.247955646,6.10006612644,-133.475534478,6.30655314288,-132.238658684,0.259396600965,-66.6665611492,49.9999983035,-0.0941703607242,
 ,0.02,1.11288693739,0.609362671354,0.11293200017,14.0032300795,0.152787514825,14.1384861212,3.28262576129,-3.85664192672,2.99027327599,-5.57945579784,2.9995078782,-5.57712981399,1.99974278411,-5.70935338991,0.1865514908,-52.452031328,5.9275618328,-5.11898345302,0.0673914260637,-59.4580927702,6.30802288166,-133.47553332,6.25915725171,-132.247954488,6.10006608336,-133.47553332,6.30655309834,-132.238657526,0.259396595709,-66.6665525942,49.9999992562,-0.0346478110255,
 ,0.04,1.11288693281,0.609364005491,0.112931996371,14.0032305515,0.152787509685,14.1384865932,3.28262590263,-3.85664055085,2.99027330752,-5.57945429455,2.99950790976,-5.57712831076,1.99974269208,-5.70935110921,0.186551489943,-52.4520297856,5.9275618086,-5.11898196105,0.0673914247035,-59.4580907063,6.30802292125,-133.475532167,6.25915729099,-132.247953334,6.10006612165,-133.475532167,6.30655313792,-132.238656373,0.259396578439,-66.6665548247,49.9999996058,-0.0127478091649,
 ,0.06,1.11288692925,0.609365913914,0.11293198985,14.003231465,0.152787500863,14.1384875066,3.28262610819,-3.85663890223,2.99027335059,-5.57945237336,2.99950795287,-5.5771263897,1.99974248661,-5.70934915802,0.186551488892,-52.4520277035,5.927561788,-5.11897992763,0.0673914226091,-59.4580892452,6.30802296275,-133.475530527,6.25915733217,-132.247951695,6.10006616178,-133.475530527,6.30655317941,-132.238654733,0.259396552279,-66.6665613088,49.9999996829,-0.00468997919036,
 ,0.08,1.11288692589,0.60936845828,0.112931981381,14.0032329173,0.152787489405,14.1384889589,3.28262637973,-3.85663685214,2.99027340516,-5.57944994792,2.99950800748,-5.57712396442,1.99974218898,-5.7093471528,0.186551487501,-52.4520250174,5.92756175792,-5.11897733679,0.0673914198044,-59.4580879935,6.3080230033,-133.475528341,6.2591573724,-132.247949509,6.10006620099,-133.475528341,6.30655321995,-132.238652547,0.259396518225,-66.6665708699,49.9999996554,-0.00172518402564,
 ,0.1,0.705006528556,9.01556052914,0.491170319762,83.9352068163,0.664512205567,84.070462858,3.50184213297,25.7017911462,2.48920612396,-15.3443401588,2.49652305055,-15.3338087605,4.89312715083,60.9212118802,0.109049379749,-78.1042526598,10.1909063921,-67.1969330679,0.0861748128341,44.1679995438,3.45261413987,152.296813857,3.42586817397,153.524392689,3.3387916957,152.296813857,3.45180967312,153.53368965,0.636930318344,58.52984237,48.8650709511,4.81353169263,
 ,0.12,0.696251138138,10.2098898783,0.492498483534,84.2507875368,0.666309099643,84.3860435784,3.6208513355,26.5737920218,2.53828510523,-12.7447884439,2.54573421784,-12.7344449625,5.08900231045,60.6988205263,0.108684059906,-76.4516864116,10.0528064084,-65.6568038701,0.0913358626391,44.2614419461,3.4931698253,154.966516476,3.46610969137,156.194095309,3.37801038051,154.966516476,3.49235590899,156.20339227,0.666245206598,57.8466759012,49.4512530259,-0.970578022114,
 ,0.14,1.0902864375,2.94456105701,0.125609341216,18.7557131092,0.169938892912,18.8909691509,3.51081511998,0.0922702196934,3.11514331708,-1.58166590892,3.12469448258,-1.57935259816,2.37782223175,3.99743100704,0.186006200171,-49.9051631668,5.99072522838,-1.42999465108,0.0679395241895,-47.5761530143,6.43208446196,-132.200656847,6.38225777854,-130.973078014,6.22003772146,-132.200656847,6.43058577202,-130.963781053,0.263152619255,-47.7298454447,50.3045615375,-4.08359905856,
 ,0.16,1.09340305997,3.43899378448,0.126528943675,18.5784582429,0.171183037832,18.7137142845,3.56353640111,0.0957709721871,3.1507477456,-1.34919449131,3.16039925823,-1.34678545229,2.42357060798,3.51479792555,0.186963194456,-49.4886676496,6.05525883279,-0.897312522661,0.0693109264846,-47.2192793124,6.45488487628,-131.999570637,6.40488156753,-130.771991804,6.24208647376,-131.999570637,6.45338087379,-130.762694843,0.272519537089,-47.2227314083,50.0682998696,-0.374218689988,
 ,0.18,1.09267000242,4.21937448245,0.130246996639,19.3821381718,0.176213251337,19.5173942134,3.63912029264,0.633311961365,3.19171254483,-0.670063832783,3.20147458323,-0.6675369698,2.52111060481,4.33714293172,0.187296049145,-48.7904008488,6.07975475649,-0.157322679905,0.0707640052461,-45.2212416029,6.47137941684,-131.624078444,6.42124833174,-130.396499611,6.25803723826,-131.624078444,6.46987157108,-130.38720265,0.283212044057,-44.2087504051,49.9590501944,0.372749852221,
