Configuration Fields,Frequency(50/60),Data Rate,Number of Phasor(integer),Number of Analog(integer),Number of Digital(zero),Data Format (integer: 0-15),Phasor-1 Name(upto 16-char),Phasor-1 Type(v/c),Phasor-1 PHNMR(scaling),Phasor-2 Name(upto 16-char),Phasor-2 Type(v/c),Phasor-2 PHNMR(scaling),Phasor-3 Name(upto 16-char),Phasor-3 Type(v/c),Phasor-3 PHNMR(scaling),Phasor-4 Name(upto 16-char),Phasor-4 Type(v/c),Phasor-4 PHNMR(scaling),Phasor-5 Name(upto 16-char),Phasor-5 Type(v/c),Phasor-5 PHNMR(scaling),Phasor-6 Name(upto 16-char),Phasor-6 Type(v/c),Phasor-6 PHNMR(scaling),Phasor-7 Name(upto 16-char),Phasor-7 Type(v/c),Phasor-7 PHNMR(scaling),Phasor-8 Name(upto 16-char),Phasor-8 Type(v/c),Phasor-8 PHNMR(scaling),
Configuration Field Inputs,50,50,8,0,0,15,V1,v,10000,I2,c,100,I3,c,100,I4,c,100,I5,c,100,I6,c,100,I7,c,100,I8,c,100,
Measurements Fields,Time Stamp,Phasor-1 Magnitude,Phasor-1 Angle,Phasor-2 Magnitude,Phasor-2 Angle,Phasor-3 Magnitude,Phasor-3 Angle,Phasor-4 Magnitude,Phasor-4 Angle,Phasor-5 Magnitude,Phasor-5 Angle,Phasor-6 Magnitude,Phasor-6 Angle,Phasor-7 Magnitude,Phasor-7 Angle,Phasor-8 Magnitude,Phasor-8 Angle,Frequency,ROCOF,
Measurements Field Inputs,0,0.9149998695,-19.1639580611,0.0743956538665,111.007150893,0.0632254629922,109.99935576,0.145427449698,92.5579237008,0.228079728056,65.9130298453,0.0409865948308,132.862499379,0.0971885919083,106.302447237,0.0348506834689,54.3518501119,49.9999986196,2.39027557348,
 ,0.02,0.914999864059,-19.1639571794,0.0743956527769,111.007161217,0.0632254617564,109.999365509,0.145427444232,92.5579294268,0.22807972044,65.9130319563,0.0409865958535,132.862503879,0.0971885897508,106.3024454,0.0348506856157,54.3518429939,49.9999994156,0.879329552141,
 ,0.04,0.91499986205,-19.163955874,0.0743956521996,111.007163306,0.063225461202,109.999367498,0.145427442203,92.5579301328,0.228079718142,65.9130312724,0.0409865969857,132.862507865,0.0971885850897,106.302443202,0.0348506878484,54.3518307313,49.9999996651,0.323486149019,
 ,0.06,0.914999859704,-19.1639538068,0.0743956513349,111.007164856,0.0632254604179,109.999368954,0.145427439901,92.5579301268,0.228079715758,65.9130296728,0.0409865986259,132.862513698,0.0971885775308,106.302439765,0.0348506912157,54.351811368,49.9999996898,0.119003832623,
 ,0.08,0.91499985676,-19.1639509778,0.0743956501876,111.007166564,0.0632254593852,109.999370542,0.145427437061,92.5579298688,0.22807971282,65.9130274471,0.0409866006701,132.862521296,0.0971885671883,106.302435047,0.0348506956783,54.3517854564,49.9999996321,0.0437793715826,
 ,0.1,0.752313445534,-18.1100200509,0.119874421804,-129.228230511,0.110962923841,-123.782165023,0.244562883784,-107.382444825,0.0169565530063,128.964659767,0.036109586652,-177.884761434,0.115092951878,94.3357193224,0.0742200974984,58.9191402361,49.8876250683,0.511048613278,
 ,0.12,0.751023269891,-17.8117187422,0.123075385672,-129.515244023,0.11318522817,-124.001887432,0.245735511711,-107.385995594,0.018481948133,139.47867599,0.0371190687221,-177.163045279,0.114846714505,93.9242194823,0.0746987569643,58.2676812303,49.9296733129,-0.00213930788715,
 ,0.14,0.910579214375,-18.159824703,0.074665737309,119.323485966,0.0630945936603,118.030587441,0.140746428196,98.186750761,0.220686587685,69.4305707287,0.0425790374785,137.408661316,0.09531766251,104.764932972,0.0369607770106,49.0780702432,50.0063618541,-0.357350649846,
 ,0.16,0.911426037544,-17.7482117297,0.0756269035218,118.463515711,0.063999120528,117.38656566,0.142193411338,98.0052149196,0.221125631893,70.1525525316,0.0432723350305,138.304640207,0.0940963673308,104.391499384,0.0372858074901,46.8900161151,49.9661494432,0.069888126889,
 ,0.18,0.910982276066,-17.2131512075,0.0764491864769,119.894746021,0.0646485963843,118.834508873,0.142330379435,99.1531155295,0.219913772129,71.3085303909,0.0440090403227,139.80460935,0.0928285840505,103.68457481,0.0381267683411,44.4317332964,49.941220991,0.143681177789,
 ,0.2,0.910426311888,-16.6531023429,0.0771757773533,121.414321325,0.0652063203207,120.347568987,0.142276429498,100.324439367,0.218669429193,72.3216332463,0.0446034091333,141.182622088,0.0915577017135,102.885933913,0.0390663460717,42.1597725849,49.9293849946,0.108957197208,
 ,0.22,0.909868530866,-16.0748502025,0.0778040126798,122.847396946,0.0656828936861,121.768477013,0.142134645269,101.408146454,0.217544016393,73.1195626105,0.0450125188599,142.36275397,0.0902949151363,102.013040693,0.0400460518207,40.123125645,49.9232125633,0.0697322245333,
 ,0.24,0.909332430839,-15.4795411354,0.0783230057607,124.170805868,0.0660702612305,123.075232964,0.141917395213,102.383980575,0.21657339951,73.6759055051,0.0452140183579,143.325329007,0.0890564372239,101.072903314,0.0410346234459,38.3379911845,49.9193663783,0.0444055387983,
 ,0.26,0.908831931349,-14.8687278918,0.0787246700358,125.376128812,0.0663618230905,124.259081992,0.141631448725,103.242949858,0.215786311719,73.9816133098,0.0451992889737,144.063332171,0.0878628669726,100.07883264,0.0420031149305,36.8117836631,49.9165735736,0.0300789814132,
 ,0.28,0.908377270157,-14.2447544237,0.0790057495806,126.45983669,0.066555176235,125.316211227,0.141286761951,103.981916141,0.215212710524,74.0441881797,0.044973522288,144.578960329,0.0867370885941,99.0524116403,0.0429240146518,35.5458744438,49.9144021089,0.0217682594156,
 ,0.3,0.907975756511,-13.6107552331,0.0791682300108,127.421784813,0.0666524443452,126.246431137,0.140897565946,104.602796765,0.214881347872,73.8872322761,0.0445552608493,144.88310251,0.0857018276109,98.0239289826,0.0437719193998,34.5371790667,49.9127490903,0.0161102342265,
 ,0.32,0.9076321818,-12.9705730592,0.0792190624959,128.264529534,0.0666599709932,127.052523353,0.140481777731,105.112061357,0.214813805824,73.5489209886,0.0439750684322,144.995341741,0.0847770807925,97.0318830006,0.0445242439481,33.7793770497,49.911632853,0.0113096431062,
 ,0.34,0.90734925955,-12.3286187497,0.0791694772391,128.992926841,0.0665876859109,127.739843557,0.140059650269,105.520222339,0.215017219622,73.0793264023,0.0432733963012,144.944149321,0.0839778689048,96.1214763348,0.0451618701538,33.2637934329,49.911106645,0.00655236745643,
 ,0.36,0.907128101595,-11.6896894592,0.0790340390644,129.613839492,0.0664482662009,128.316020579,0.139652083307,105.84121269,0.215477891891,72.5367003438,0.0424977579339,144.766960589,0.0833127957945,95.3421393767,0.0456697151618,32.9799996659,49.9112214967,0.00155972888862,
