Configuration Fields,Frequency(50/60),Data Rate,Number of Phasor(integer),Number of Analog(integer),Number of Digital(zero),Data Format (integer: 0-15),Phasor-1 Name(upto 16-char),Phasor-1 Type(v/c),Phasor-1 PHNMR(scaling),Phasor-2 Name(upto 16-char),Phasor-2 Type(v/c),Phasor-2 PHNMR(scaling),Phasor-3 Name(upto 16-char),Phasor-3 Type(v/c),Phasor-3 PHNMR(scaling),Phasor-4 Name(upto 16-char),Phasor-4 Type(v/c),Phasor-4 PHNMR(scaling),
Configuration Field Inputs,50,50,4,0,0,15,V1,v,10000,I2,c,100,I3,c,100,I4,c,100,
Measurements Fields,Time Stamp,Phasor-1 Magnitude,Phasor-1 Angle,Phasor-2 Magnitude,Phasor-2 Angle,Phasor-3 Magnitude,Phasor-3 Angle,Phasor-4 Magnitude,Phasor-4 Angle,Frequency,ROCOF,
Measurements Field Inputs,0,1.10715250217,-10.6509100969,0.209526524802,60.2879531946,0.000141869203396,47.6314868495,0.282222281865,-177.157007777,49.9999994579,1.62839218752,
 ,0.02,1.10715248801,-10.6509085665,0.209526536843,60.287958677,0.000141869201581,47.6314883799,0.282222273994,-177.157002148,49.9999996776,0.59905090856,
 ,0.04,1.10715248466,-10.650907313,0.209526554705,60.2879503179,0.000141869201153,47.6314896336,0.282222312723,-177.15700157,49.999999768,0.220378121026,
 ,0.06,1.1071524823,-10.6509054959,0.209526584709,60.2879352293,0.00014186920085,47.6314914505,0.282222380616,-177.157001297,49.9999997507,0.0810726945313,
 ,0.08,1.10715247996,-10.6509030523,0.209526626274,60.287914558,0.000141869200551,47.6314938941,0.282222473873,-177.157000899,49.9999996892,0.0298252971138,
 ,0.1,0.32491733932,-3.36720197106,3.07077519585,88.4217325691,4.16345209977e-05,54.9151949755,3.03069314219,-92.6978282431,47.9090500555,8.50863398832,
 ,0.12,0.323056317796,-2.86815221604,3.04939147117,88.9283320742,4.1396051915e-05,55.4142447303,3.00953185952,-92.1925420027,49.1432976014,-2.58591238732,
 ,0.14,1.09203994026,-8.80649837504,0.249616397707,51.354161029,0.000139932697707,49.4758985714,0.338537876774,-174.065053536,50.1112449199,-5.2353692647,
 ,0.16,1.09482287741,-8.34055791362,0.262633357712,47.7781911015,0.000140289299961,49.9418390329,0.360847613543,-174.335992264,50.0040810369,-1.39844098365,
 ,0.18,1.09390770716,-7.61777724681,0.283791873686,44.644675786,0.000140172031134,50.6646196997,0.388727277076,-173.650486382,49.9427680722,-0.225377463685,
 ,0.2,1.09262792415,-6.88383224717,0.305521976505,42.1527267754,0.000140008041263,51.3985646994,0.415861992752,-172.933219329,49.9163180459,0.0406124125539,
 ,0.22,1.09132245487,-6.15705691778,0.326720420797,40.20898384,0.000139840759984,52.1253400287,0.441470131566,-172.240936596,49.9060384191,0.0624588163046,
 ,0.24,1.0900633732,-5.44202853279,0.346864676104,38.7172412659,0.000139679422757,52.8403684137,0.465227430257,-171.574926258,49.902873997,0.0370354318411,
 ,0.26,1.08889000607,-4.7422457356,0.365540327896,37.5940925981,0.00013952906889,53.5401512109,0.486880689647,-170.936957804,49.9029190467,0.0125328997954,
 ,0.28,1.08783130286,-4.06061972301,0.382407796609,36.7705649266,0.000139393407922,54.2217772236,0.506220798454,-170.330212705,49.9045038242,-0.00379854584353,
 ,0.3,1.08690942342,-3.39955634644,0.397198648389,36.1909563905,0.000139275279388,54.8828406001,0.523082822234,-169.758163868,49.9069029703,-0.0137132446546,
 ,0.32,1.08614065147,-2.76101912949,0.409711515792,35.8108340879,0.000139176769865,55.5213778169,0.537346707799,-169.224082574,49.9097860501,-0.0197040798344,
 ,0.34,1.0855356597,-2.14656331001,0.419807107505,35.594993302,0.00013909924694,56.1358336365,0.548936884584,-168.730887994,49.9129861975,-0.0234528045207,
 ,0.36,1.08509970591,-1.55735519996,0.427402999928,35.5156548201,0.000139043384342,56.7250417466,0.557820969125,-168.281144893,49.9164040486,-0.0258937982545,
 ,0.38,1.08483296297,-0.994188864169,0.432468498491,35.5509597767,0.000139009204218,57.2882080824,0.564007818758,-167.877127001,49.9199686901,-0.0275043884917,
 ,0.4,1.08473102104,-0.457506010305,0.435019643702,35.6837435467,0.0001389961415,57.8248909362,0.567545102158,-167.520908116,49.9236223331,-0.0285225835029,
 ,0.42,1.08478552832,0.0525785923159,0.435114364178,35.900549176,0.000139003125999,58.3349755388,0.568516494215,-167.214459166,49.9273147145,-0.0290725838846,
 ,0.44,1.08498490926,0.536245611671,0.432847762194,36.1908411417,0.000139028674434,58.8186425581,0.567038563067,-166.959735253,49.9310013994,-0.0292291237515,
 ,0.46,1.08531509458,0.993933952698,0.428347520323,36.5463871633,0.000139070983989,59.2763308991,0.563257392969,-166.758738929,49.9346435739,-0.0290480374466,
 ,0.48,1.08576020598,1.42629882831,0.421769427001,36.9607834201,0.000139128020034,59.7086957749,0.5573449743,-166.613547104,49.9382083284,-0.0285797148558,
 ,0.5,1.08630315319,1.83416648227,0.413293028497,37.4291046138,0.000139197592642,60.1165634289,0.549495387917,-166.526290319,49.9416690066,-0.0278742768518,
 ,0.52,1.0869261199,2.21848721143,0.403117421502,37.9476641198,0.000139277418855,60.5008841579,0.539920811997,-166.499075091,49.9450054384,-0.0269828474361,
 ,0.54,1.08761093402,2.58028844746,0.391457202392,38.513870898,0.000139365170121,60.8626853939,0.528847382439,-166.53384299,49.9482039806,-0.025957037749,
 ,0.56,1.08833933442,2.92062960399,0.378538585687,39.1261690439,0.000139458506481,61.2030265505,0.516510941526,-166.632164215,49.9512573444,-0.0248476827085,
 ,0.58,1.08909315943,3.24056018496,0.364595696565,39.7840431151,0.00013955510072,61.5229571315,0.503152713946,-166.794968692,49.9541642216,-0.0237033739885,
 ,0.6,1.08985448954,3.5410823266,0.349867033677,40.4880678116,0.000139652656654,61.8234792731,0.489014957013,-167.022224132,49.9569287423,-0.0225690903039,
 ,0.62,1.09060577862,3.82311858079,0.334592092909,41.2399742106,0.000139748925941,62.1055155272,0.474336646513,-167.31257795,49.9595598077,-0.0214850825853,
 ,0.64,1.09133000446,4.0874854209,0.319008143551,42.0426963809,0.000139841727379,62.3698823675,0.459349284172,-167.662988146,49.9620703405,-0.0204860655098,
 ,0.66,1.09201086188,4.3348727226,0.303347156481,42.9003517831,0.000139928971637,62.6172696691,0.444272947147,-168.068376495,49.9644764862,-0.0196006854282,
 ,0.68,1.09263301064,4.5658293572,0.28783289653,43.8180970303,0.00014000869304,62.8482263037,0.42931273881,-168.521344579,49.9667967862,-0.0188511872935,
 ,0.7,1.09318237837,4.78075499371,0.27267820188,44.8017894373,0.000140079088367,63.0631519404,0.414655832053,-169.011997408,49.9690513322,-0.0182532002921,
 ,0.72,1.09364650594,4.97989816446,0.258082474286,45.8573788476,0.000140138561121,63.2622951109,0.400469306462,-169.527918732,49.971260908,-0.017815601018,
 ,0.74,1.09401491193,5.16336053037,0.244229390429,46.9899611772,0.000140185768226,63.445757477,0.38689895513,-170.054334897,49.9734461323,-0.0175404741412,
 ,0.76,1.09427944417,5.33110705066,0.231284819073,48.2024556892,0.000140219665072,63.6135039972,0.374069168647,-170.574489539,49.9756266275,-0.0174232423657,
 ,0.78,1.09443458293,5.48298144312,0.219394903815,49.4939339085,0.000140239544368,63.7653783896,0.362083897386,-171.070230678,49.977820252,-0.0174530517815,
 ,0.8,1.09447766137,5.61872599456,0.208684268891,50.8577361986,0.000140245064387,63.901122941,0.351028565289,-171.522787383,49.9800424389,-0.0176134643532,
 ,0.82,1.09440897539,5.73800454708,0.199254349426,52.2796544663,0.000140236263048,64.0204014935,0.340972684564,-171.913689264,49.9823056765,-0.0178834385335,
 ,0.84,1.09423176668,5.84042741609,0.191181949056,53.7366018371,0.000140213555735,64.1228243626,0.331972828392,-172.225762394,49.9846191492,-0.0182385025417,
 ,0.86,1.09395207687,5.92557710241,0.184518268808,55.196267212,0.000140177716615,64.2079740489,0.324075579002,-172.444123246,49.9869885378,-0.0186519775953,
 ,0.88,1.09357848691,5.99303388499,0.179288773536,56.6181851397,0.000140129845243,64.2754308315,0.317320089901,-172.557089071,49.9894159574,-0.0190961130506,
 ,0.9,1.09312177009,6.04240061849,0.175494280811,57.9563914879,0.000140071322093,64.324797565,0.311739977171,-172.556928866,49.9919000066,-0.0195430516138,
 ,0.92,1.09259449779,6.07332620802,0.173113502088,59.1634217451,0.000140003758049,64.3557231546,0.307364366879,-172.440392173,49.9944359058,-0.0199656268202,
 ,0.94,1.0920106417,6.08552723306,0.172106939714,60.1949849769,0.000139928943426,64.3679241796,0.304218048662,-172.20897156,49.997015718,-0.0203380702787,
 ,0.96,1.09138521301,6.07880705611,0.172421648279,61.0144016089,0.000139848801737,64.3612040026,0.302320795835,-171.868876763,49.9996286606,-0.0206367395938,
 ,0.98,1.09073396811,6.05307156018,0.173996069474,61.5959479818,0.00013976535199,64.3354685066,0.301685993909,-171.430722057,50.0022615287,-0.0208409542128,
 ,1.0,1.09007319349,6.00834052543,0.176764082678,61.9265760826,0.000139680681118,64.290737472,0.302318767183,-170.908951612,50.0048992473,-0.0209339544501,
 ,1.02,1.08941956173,5.94475368421,0.180657609412,62.0059173022,0.000139596925523,64.2271506308,0.304213811562,-170.321048258,50.0075255537,-0.0209039068563,
 ,1.04,1.08879003127,5.86257073895,0.185607484081,61.8448565196,0.000139516258239,64.1449676854,0.307353141206,-169.686587587,50.0101237876,-0.0207448021639,
 ,1.06,1.08820174803,5.76216507685,0.191542713503,61.4631728762,0.000139440876326,64.0445620234,0.311703946463,-169.026210132,50.0126777409,-0.0204570584311,
 ,1.08,1.08767190092,5.64401149403,0.198388566827,60.8867796806,0.000139372982346,63.9264084405,0.317216746173,-168.360588685,50.0151724976,-0.0200476629527,
 ,1.1,1.0872174878,5.50866884316,0.206064098798,60.1450121987,0.000139314754389,63.7910657896,0.323823997734,-167.709465075,50.017595187,-0.0195297544417,
 ,1.12,1.08685496306,5.35675902946,0.214479709654,59.2682744087,0.000139268300902,63.6391559759,0.331439299216,-167.090821124,50.0199355764,-0.018921640726,
 ,1.14,1.08659976045,5.18894411703,0.223535224486,58.2862130057,0.000139235599544,63.4713410635,0.339957275156,-166.520232661,50.022186451,-0.0182453414756,
 ,1.16,1.08646571089,5.00590342289,0.23311879105,57.2264660898,0.000139218422592,63.2883003694,0.349254181856,-166.010435205,50.0243437486,-0.0175248193647,
 ,1.18,1.08646439988,4.80831236658,0.243106702596,56.1139462395,0.000139218254601,63.0907093131,0.359189204805,-165.571107839,50.0264064506,-0.0167841044699,
 ,1.2,1.08660452797,4.59682454001,0.253364091013,54.970564836,0.000139236210448,62.8792214865,0.369606359776,-165.20886109,50.0283762541,-0.0160455221843,
 ,1.22,1.08689134688,4.37205802516,0.263746326873,53.8152827086,0.000139272963081,62.6544549717,0.380336861164,-164.927398156,50.0302570736,-0.0153282068384,
 ,1.24,1.08732624174,4.13458649346,0.274100911611,52.6643741993,0.00013932868999,62.4169834399,0.391201794445,-164.727808438,50.0320544332,-0.0146470277367,
 ,1.26,1.08790651711,3.88493515414,0.284269646729,51.5318089494,0.000139403045785,62.1673321005,0.40201492872,-164.608948423,50.0337748108,-0.0140119809789,
 ,1.28,1.08862542185,3.62358125372,0.294090903182,50.4296799389,0.000139495165384,61.9059782002,0.412585529539,-164.567866603,50.0354249903,-0.0134280229786,
 ,1.3,1.08947242064,3.35095860886,0.30340187678,49.3686312754,0.0001396036988,61.6333555553,0.422721076383,-164.600234652,50.03701146,-0.0128952571575,
 ,1.32,1.09043369046,3.06746558161,0.312040788057,48.3582610724,0.00013972687477,61.3498625282,0.432229844554,-164.700754595,50.03853988,-0.0124093504046,
 ,1.34,1.09149279421,2.77347593711,0.319849054017,47.4074917375,0.000139862587064,61.0558728838,0.440923366648,-164.863519771,50.0400146231,-0.0119620600216,
 ,1.36,1.09263146379,2.46935208491,0.326673512288,46.5249118584,0.000140008494827,60.7517490314,0.448618833017,-165.082314943,50.0414383887,-0.0115417915535,
 ,1.38,1.09383041497,2.15546022682,0.33236880665,45.71910112,0.000140162127005,60.4378571733,0.455141514788,-165.350847635,50.0428118881,-0.0111341655442,
 ,1.4,1.09507011734,1.8321868769,0.336800042439,44.9989530844,0.00014032098099,60.1145838234,0.46032729287,-165.662908594,50.0441336077,-0.0107226208556,
 ,1.42,1.09633145392,1.49995609769,0.339845793231,44.3740110029,0.000140482607158,59.7823530442,0.464025353594,-166.012464283,50.0453996631,-0.0102891005604,
 ,1.44,1.09759622567,1.15924666949,0.341401494159,43.8548298921,0.000140644673504,59.441643616,0.466101073057,-166.393688552,50.0466037596,-0.00981484458785,
 ,1.46,1.098847481,0.810608353506,0.341383203395,43.4533746286,0.000140805007872,59.0930053001,0.466439067271,-166.800944002,50.0477372673,-0.00928126198426,
 ,1.48,1.10006967706,0.454676477915,0.339731662707,43.1834593978,0.000140961618621,58.7370734244,0.46494634272,-167.228725813,50.0487894076,-0.00867080096458,
 ,1.5,1.10124870238,0.0921842712307,0.336416548186,43.061228691,0.000141112697521,58.3745812178,0.461555447518,-167.671581666,50.0497475275,-0.00796770618297,
 ,1.52,1.10237180648,-0.276027366132,0.331440775619,43.1056736356,0.000141256610742,58.0063695803,0.456227498329,-168.124020884,50.0505974321,-0.00715856791231,
 ,1.54,1.10342749,-0.649002713233,0.324844708396,43.3391679573,0.000141391884772,57.6333942334,0.448954941026,-168.580423981,50.0513237385,-0.00623262486562,
 ,1.56,1.10440540705,-1.02566662165,0.316710102082,43.7879917088,0.000141517193898,57.2567303248,0.439763890943,-169.034961191,50.0519102286,-0.00518185932196,
 ,1.58,1.10529632276,-1.40482237727,0.307163598378,44.482782127,0.000141631354776,56.8775745692,0.428715890716,-169.481525617,50.0523401924,-0.00400098843173,
 ,1.6,1.1060921543,-1.78515210208,0.296379538419,45.4588010076,0.000141733331683,56.4972448445,0.415908921523,-169.913684367,50.0525967742,-0.00268748208497,
 ,1.62,1.10678610641,-2.16521997935,0.284581781982,46.7558259961,0.00014182225388,56.117176967,0.401477511157,-170.324649792,50.0526633452,-0.00124171503732,
 ,1.64,1.10737289414,-2.54347877284,0.272044067236,48.417349149,0.00014189744416,55.7389181736,0.385591803972,-170.707273189,50.0525239298,0.00033270112156,
 ,1.66,1.10784902898,-2.91828019322,0.259088188598,50.4886000642,0.000141958455512,55.3641167532,0.368455496249,-171.054065158,50.052163701,0.00202843751461,
 ,1.68,1.10821313088,-3.28788960201,0.24607887732,53.0127353335,0.000142005111096,54.9945073444,0.350302595027,-171.357250086,50.051569549,0.00383391431215,
 ,1.7,1.10846621915,-3.65050534263,0.233413762138,56.0244573627,0.000142037541526,54.6318916039,0.331393024629,-171.608867073,50.0507307029,0.00573284043683,
 ,1.72,1.10861193187,-4.00428269568,0.22150634062,59.5405741188,0.00014205621298,54.2781142509,0.312007175732,-171.800935717,50.0496393759,0.00770394702671,
 ,1.74,1.10865662621,-4.34736213024,0.210759976728,63.5479358042,0.00014206194006,53.9350348163,0.292439558785,-171.925712446,50.0482913917,0.00972100058132,
 ,1.76,1.1086093216,-4.67790121749,0.201532373234,67.9910348757,0.000142055878505,53.6044957291,0.272991779811,-171.976070697,50.0466867486,0.0117531358585,
 ,1.78,1.10848146287,-4.99410931567,0.194093524499,72.7639146976,0.000142039494839,53.2882876308,0.253965097713,-171.946044102,50.0448300823,0.013765507707,
 ,1.8,1.10828650062,-5.29428393259,0.188585442218,77.7122183482,0.000142014512607,52.9881130137,0.23565284652,-171.83157145,50.0427309909,0.0157202340489,
 ,1.82,1.10803930804,-5.57684751697,0.184996175934,82.648864844,0.000141982837645,52.7055494295,0.218333014815,-171.631466938,50.0404041943,0.0175775888177,
 ,1.84,1.10775547516,-5.84038331653,0.183159483215,87.380570258,0.000141946467638,52.4420136301,0.202261270587,-171.34859553,50.0378695045,0.0192973970835,
 ,1.86,1.10745053958,-6.08366886963,0.182783180853,91.7360636486,0.000141907393555,52.1987280769,0.187664707113,-170.991144573,50.0351515925,0.0208405780329,
 ,1.88,1.10713922425,-6.30570567604,0.183498043223,95.5857971225,0.000141867501979,51.9766912704,0.174736567146,-170.573739782,50.0322795445,0.0221707730829,
 ,1.9,1.10683475539,-6.50574362359,0.184912534131,98.848198892,0.000141828487703,51.776653323,0.163632178411,-170.117976153,50.0292862098,0.0232559897658,
 ,1.92,1.10654832539,-6.6832988291,0.186660076636,101.484415404,0.000141791784902,51.5990981174,0.154466293216,-169.651802046,50.0262073515,0.0240701914402,
 ,1.94,1.10628874764,-6.83816368,0.18843198885,103.48716954,0.00014175852292,51.4442332665,0.147311947909,-169.20725634,50.0230806191,0.024594767588,
 ,1.96,1.10606232494,-6.97040804465,0.189995541761,104.869028447,0.000141729509384,51.3119889019,0.142200822396,-168.816466599,50.0199443708,0.0248198220426,
 ,1.98,1.10587292399,-7.08037088282,0.191200079827,105.653137911,0.000141705239771,51.2020260636,0.139124893722,-168.506561743,50.0168363797,0.024745207871,
 ,2.0,1.10572222208,-7.16864187086,0.191974904014,105.867379004,0.000141685929009,51.1137550756,0.138039006285,-168.294910933,50.0137924751,0.0243812156267,
