Configuration Fields,Frequency(50/60),Data Rate,Number of Phasor(integer),Number of Analog(integer),Number of Digital(zero),Data Format (integer: 0-15),Phasor-1 Name(upto 16-char),Phasor-1 Type(v/c),Phasor-1 PHNMR(scaling),Phasor-2 Name(upto 16-char),Phasor-2 Type(v/c),Phasor-2 PHNMR(scaling),Phasor-3 Name(upto 16-char),Phasor-3 Type(v/c),Phasor-3 PHNMR(scaling),Phasor-4 Name(upto 16-char),Phasor-4 Type(v/c),Phasor-4 PHNMR(scaling),Phasor-5 Name(upto 16-char),Phasor-5 Type(v/c),Phasor-5 PHNMR(scaling),Phasor-6 Name(upto 16-char),Phasor-6 Type(v/c),Phasor-6 PHNMR(scaling),Phasor-7 Name(upto 16-char),Phasor-7 Type(v/c),Phasor-7 PHNMR(scaling),Phasor-8 Name(upto 16-char),Phasor-8 Type(v/c),Phasor-8 PHNMR(scaling),
Configuration Field Inputs,50,50,8,0,0,15,V1,v,10000,I2,c,100,I3,c,100,I4,c,100,I5,c,100,I6,c,100,I7,c,100,I8,c,100,
Measurements Fields,Time Stamp,Phasor-1 Magnitude,Phasor-1 Angle,Phasor-2 Magnitude,Phasor-2 Angle,Phasor-3 Magnitude,Phasor-3 Angle,Phasor-4 Magnitude,Phasor-4 Angle,Phasor-5 Magnitude,Phasor-5 Angle,Phasor-6 Magnitude,Phasor-6 Angle,Phasor-7 Magnitude,Phasor-7 Angle,Phasor-8 Magnitude,Phasor-8 Angle,Frequency,ROCOF,
Measurements Field Inputs,0,1.01711430635,-33.831882098,0.654976004327,-45.6416612733,0.119652163417,140.563976903,0.107844860625,156.276798472,0.274461413914,157.057113647,0.0209016959133,-178.200994378,0.126373569125,133.554195317,0.38107351256,149.676915586,50.0000009858,4.50635881673,
 ,0.02,1.01711429781,-33.8318804627,0.654976121786,-45.6416609153,0.119652146419,140.563974793,0.107844855568,156.276798756,0.274461404559,157.057114101,0.0209016480399,-178.200900107,0.126373550897,133.554191894,0.381073493015,149.676915418,50.0000002346,1.65780012648,
 ,0.04,1.01711429302,-33.8318797903,0.654976151809,-45.6416601614,0.11965213578,140.56397311,0.107844856651,156.276799216,0.274461414672,157.057114963,0.0209016296455,-178.200868912,0.126373554135,133.554191203,0.381073498782,149.676915826,50.0000000284,0.609871531393,
 ,0.06,1.01711428713,-33.8318790708,0.654976175121,-45.6416591009,0.119652122227,140.563970836,0.107844859997,156.276799961,0.274461434746,157.057116329,0.0209016101709,-178.20083856,0.126373564843,133.554190979,0.38107351424,149.676916594,49.9999999459,0.22435959077,
 ,0.08,1.01711427935,-33.8318781186,0.654976204,-45.6416576934,0.119652104704,140.563967878,0.107844864908,156.276801019,0.274461462399,157.057118192,0.0209015854444,-178.20080085,0.126373580253,133.554190823,0.381073536224,149.676917681,49.9999998946,0.082537533451,
 ,0.1,1.00833160578,-33.8496991947,0.653430285646,-45.1004818276,0.118538180231,141.003429645,0.10747016547,156.008433702,0.273540684049,159.140813945,0.0265477181232,-163.385358647,0.127352892438,130.453783861,0.380149553336,148.646818907,50.0007774796,0.034180335844,
 ,0.12,1.00807592149,-33.8074575439,0.654223790646,-45.0618114356,0.118326794255,140.983652238,0.107454994925,156.031333911,0.274442089584,159.237445614,0.0265579542273,-163.298814397,0.126799441831,130.328436708,0.379574865501,148.63321941,49.9965724025,0.0320381730502,
 ,0.14,1.01626978807,-33.7157788844,0.656901753864,-45.5285626668,0.119274311775,140.525931454,0.107873564846,156.335088674,0.277621616065,157.360399247,0.0214111393043,-178.691407409,0.124812108617,133.190223836,0.379490855822,149.628105626,49.991495466,0.0279116969018,
 ,0.16,1.01592445112,-33.6646945657,0.657593147679,-45.4808056281,0.119307587142,140.500161893,0.108010134476,156.370916872,0.279818320436,157.490578976,0.0218497710369,-179.842057765,0.124128089447,133.036532946,0.378872451832,149.612213226,49.9920871192,0.00984152763401,
 ,0.18,1.01547135228,-33.586885024,0.658722205786,-45.4145806861,0.119332605818,140.497455689,0.108119465777,156.424032063,0.282047383867,157.658458677,0.0224072633678,179.016128489,0.123083472936,132.825242616,0.377906185039,149.595399806,49.9901367515,0.0135947195339,
 ,0.2,1.01496798533,-33.492953461,0.66003433327,-45.3383192211,0.119461412601,140.516451931,0.108249922943,156.493256667,0.284316864457,157.844192054,0.0231526126083,177.640541598,0.121824560173,132.580792514,0.376768345504,149.581107062,49.9880045722,0.0157741806364,
 ,0.22,1.01441503945,-33.3818995273,0.661514132464,-45.2519489716,0.119734191152,140.562129705,0.108415537558,156.581485834,0.286626079704,158.046832172,0.0241446886195,175.997155751,0.120340166882,132.300023384,0.375463403776,149.570454569,49.9856977135,0.0175028613863,
 ,0.24,1.01380870412,-33.2515362004,0.663175612092,-45.1543585306,0.120175394896,140.638991696,0.108625095357,156.691951569,0.288965154481,158.267184759,0.0254303793926,174.118264051,0.118603649978,131.976365327,0.373978533357,149.564446712,49.9831350183,0.0194410095515,
 ,0.26,1.01314564885,-33.0999479872,0.665030937333,-45.0444591093,0.120802746431,140.750646148,0.108886173798,156.827554388,0.291320549008,158.505902839,0.0270494370258,172.071974297,0.116593030562,131.602256672,0.372304839296,149.564005476,49.9803130943,0.0214469128084,
 ,0.28,1.01242356783,-32.9257230956,0.667086002854,-44.9213498039,0.121628040199,140.89968692,0.109205419901,156.990684793,0.293676554825,158.763199552,0.0290328411552,169.945822083,0.114294314222,131.169284392,0.370440459325,149.569941133,49.9772752964,0.0232469747991,
 ,0.3,1.01164129781,-32.7280073821,0.66933986406,-44.7843520539,0.122656887845,141.087604165,0.109588290786,157.183131349,0.296015965771,159.038787822,0.0314000324418,167.830624386,0.1117023507,130.668077377,0.368391000156,149.582940576,49.9740866557,0.0246385189131,
 ,0.32,1.01079889669,-32.5065220213,0.671784779379,-44.6330228986,0.123888537705,141.314742736,0.110038737287,157.406015559,0.298320733638,159.33188288,0.0341568487672,165.806577387,0.108821178621,130.08819002,0.366169395873,149.603566808,49.9708216824,0.0255026308277,
 ,0.34,1.0098977265,-32.2615631084,0.674406470498,-44.4671627276,0.125315919579,141.580313237,0.110558909202,157.6597457,0.300572689356,159.641237102,0.0372946677484,163.934560266,0.105664098084,129.418021807,0.363795464093,149.632268196,49.9675582944,0.0257802363688,
 ,0.36,1.00894054408,-31.9939855895,0.677184564704,-44.2868196228,0.126925919566,141.882452692,0.111148906323,157.943989184,0.302754284533,159.965195983,0.0407907351631,162.253367797,0.102253493634,128.644800384,0.361295207097,149.669396942,49.9643742012,0.0254518712064,
 ,0.38,1.00793159293,-31.7051726244,0.680093204726,-44.0922903996,0.12869986607,142.21832813,0.111806592453,158.25766372,0.304849295767,160.301768327,0.0446094066732,160.781531509,0.0986204092169,127.754659731,0.358699888676,149.715235135,49.9613442926,0.0245255069337,
 ,0.4,1.00687668417,-31.3969918688,0.683101800115,-43.884118129,0.130614199611,142.584274,0.112527487105,158.598947358,0.306843439109,160.648704798,0.048703968863,159.521587205,0.0948038775607,126.732854879,0.356044925067,149.770025517,49.9585385331,0.0230296413208,
