Configuration Fields,Frequency(50/60),Data Rate,Number of Phasor(integer),Number of Analog(integer),Number of Digital(zero),Data Format (integer: 0-15),Phasor-1 Name(upto 16-char),Phasor-1 Type(v/c),Phasor-1 PHNMR(scaling),
Configuration Field Inputs,50,50,1,0,0,15,V1,v,10000,
Measurements Fields,Time Stamp,Phasor-1 Magnitude,Phasor-1 Angle,Frequency,ROCOF,
Measurements Field Inputs,0,0.999999843684,-2.01577200162,49.999999028,0.279919287537,,
 ,0.02,0.999999832056,-2.01576960415,49.9999994591,0.102974355071,,
 ,0.04,0.999999829932,-2.01576858725,49.9999997115,0.0378809822894,,
 ,0.06,0.999999828857,-2.01576731618,49.9999997795,0.0139353408719,,
 ,0.08,0.999999828081,-2.01576563671,49.9999997684,0.00512660046786,,
 ,0.1,0.631093889398,4.32062748078,49.1226973614,3.93644800131,,
 ,0.12,0.628734688506,5.20730853761,49.5896841494,-0.794740431051,,
 ,0.14,0.990304226254,-0.269870232298,50.2419651329,-3.21820906309,,
 ,0.16,0.992773228336,-0.224383402483,50.0773706147,-0.371097199521,,
 ,0.18,0.992714423597,0.281800074214,49.9852082974,0.296220737148,,
 ,0.2,0.992422807219,0.831455580826,49.9469175354,0.287623487211,,
 ,0.22,0.992085525893,1.39266851866,49.9313895843,0.178411642427,,
 ,0.24,0.991735332788,1.96231395679,49.9247679589,0.0968005940762,,
 ,0.26,0.991390566301,2.53936690498,49.9216211825,0.0505972560951,,
 ,0.28,0.991064431295,3.12311551648,49.919856893,0.0271452584577,,
 ,0.3,0.990766652113,3.71293908475,49.918672064,0.0157936964179,,
 ,0.32,0.990504143685,4.30821159185,49.9177622819,0.010305219093,,
 ,0.34,0.990281257837,4.90825258281,49.9170167098,0.00748461031862,,
 ,0.36,0.990099909591,5.51230315715,49.9163999741,0.00580517208256,,
 ,0.38,0.989959737041,6.11951380005,49.9159063221,0.0045672842123,,
 ,0.4,0.989858344479,6.72893761583,49.9155417924,0.00345854810508,,
 ,0.42,0.989791626288,7.33952613147,49.9153172593,0.00234139617464,,
 ,0.44,0.989754146868,7.95012644292,49.9152456987,0.00115531377208,,
 ,0.46,0.989739544708,8.55947919675,49.9153410919,-0.000126744634329,,
 ,0.48,0.989740929484,9.16621728281,49.915617954,-0.00151728342755,,
 ,0.5,0.989751246213,9.76886536591,49.9160910814,-0.00302223236722,,
 ,0.52,0.989763587886,10.3658405638,49.9167753511,-0.0046440953025,,
 ,0.54,0.989771446332,10.9554546815,49.9176855013,-0.0063829955474,,
 ,0.56,0.989768898947,11.5359184264,49.9188358667,-0.0082368288399,,
 ,0.58,0.989750735692,12.1053479497,49.9202400671,-0.0102010886949,,
 ,0.6,0.989712535618,12.661773909,49.9219106637,-0.0122686451163,,
 ,0.62,0.989650704981,13.2031530655,49.9238588033,-0.0144296165494,,
 ,0.64,0.989562489782,13.7273822626,49.9260938749,-0.016671387359,,
 ,0.66,0.989445974569,14.2323145311,49.9286231934,-0.0189787604953,,
 ,0.68,0.989300076943,14.7157770343,49.9314517195,-0.0213341951379,,
 ,0.7,0.98912454372,15.1755906106,49.934581814,-0.0237180665446,,
 ,0.72,0.988919950717,15.6095907321,49.9380130208,-0.0261089002849,,
 ,0.74,0.988687704013,16.0156497428,49.9417418716,-0.0284835668419,,
 ,0.76,0.988430037083,16.3917002306,49.9457617108,-0.030817459493,,
 ,0.78,0.988149995919,16.7357593122,49.9500625492,-0.0330847020533,,
 ,0.8,0.987851403748,17.0459535002,49.9546309565,-0.0352584336944,,
 ,0.82,0.98753879844,17.3205437088,49.9594500102,-0.0373111968888,,
 ,0.84,0.987217339048,17.5579498835,49.9644993105,-0.0392154228763,,
 ,0.86,0.986892682668,17.7567747188,49.9697550705,-0.0409439824905,,
 ,0.88,0.986570838086,17.9158259572,49.9751902791,-0.0424707607654,,
 ,0.9,0.986258007398,18.0341367958,49.9807749357,-0.0437712239821,,
 ,0.92,0.985960429959,18.1109839486,49.9864763529,-0.0448229697041,,
 ,0.94,0.985684243605,18.1459028981,49.9922595262,-0.0456062697917,,
 ,0.96,0.985435375742,18.1386998325,49.9980875744,-0.0461046206617,,
 ,0.98,0.985219471749,18.0894597511,50.003922249,-0.0463052997316,,
 ,1.0,0.985041860891,17.9985502583,50.0097245107,-0.046199897975,,
 ,1.02,0.984907552115,17.8666206959,50.0154551572,-0.0457847693851,,
 ,1.04,0.984821245035,17.6945964795,50.0210754789,-0.0450613233158,,
 ,1.06,0.984787336927,17.4836687729,50.0265479099,-0.0440360939412,,
 ,1.08,0.984809905558,17.2352799142,50.0318366395,-0.0427205517567,,
 ,1.1,0.984892650903,16.9511052264,50.0369081517,-0.0411306657515,,
 ,1.12,0.985038785814,16.6330319796,50.0417316731,-0.0392862676534,,
 ,1.14,0.985250875544,16.2831362996,50.0462795166,-0.037210298782,,
 ,1.16,0.985530636886,15.9036587445,50.0505273249,-0.0349280286271,,
 ,1.18,0.985878717652,15.496979145,50.0544542245,-0.0324663225334,,
 ,1.2,0.986294484321,15.0655911453,50.058042905,-0.0298530098078,,
 ,1.22,0.986775848631,14.6120767472,50.0612796436,-0.0271163713312,,
 ,1.24,0.987319161959,14.1390810671,50.0641542835,-0.0242847349902,,
 ,1.26,0.987919199831,13.6492874856,50.0666601777,-0.0213861436441,,
 ,1.28,0.988569248719,13.1453934073,50.0687940945,-0.0184480478719,,
 ,1.3,0.989261294976,12.6300869317,50.0705560817,-0.0154969771632,,
 ,1.32,0.989986303068,12.1060248362,50.0719492801,-0.0125581595528,,
 ,1.34,0.990734559173,11.5758123492,50.0729796785,-0.00965508888797,,
 ,1.36,0.991496048201,11.0419851937,50.0736558108,-0.00680907428014,,
 ,1.38,0.992260828709,10.5069942917,50.0739884047,-0.0040388369117,,
 ,1.4,0.99301937143,9.97319333203,50.0739900022,-0.00136023286707,,
 ,1.42,0.993762833097,9.44282916129,50.0736745816,0.00121383155277,,
 ,1.44,0.994483246878,8.91803471069,50.0730572104,0.00367326342801,,
 ,1.46,0.995173622445,8.40082400022,50.0721537524,0.00601044998434,,
 ,1.48,0.995827960724,7.89308869676,50.0709806415,0.00821980239683,,
 ,1.5,0.996441198711,7.39659576291,50.0695547176,0.0102972780577,,
 ,1.52,0.997009107113,6.91298587727,50.0678931099,0.0122399770035,,
 ,1.54,0.997528167086,6.44377247412,50.0660131453,0.0140458708903,,
 ,1.56,0.997995452003,5.99034137468,50.0639322661,0.0157136683131,,
 ,1.58,0.99840853647,5.55395102111,50.0616679462,0.0172427694519,,
 ,1.6,0.998765448634,5.13573327281,50.0592376099,0.0186332349382,,
 ,1.62,0.999064674166,4.73669461605,50.0566585646,0.0198856975036,,
 ,1.64,0.99930521204,4.35771752387,50.0539479628,0.021001176445,,
 ,1.66,0.999486674175,3.99956163705,50.0511228053,0.0219807999609,,
 ,1.68,0.999609413916,3.66286444698,50.0481999881,0.0228254812781,,
 ,1.7,0.999674662896,3.34814125144,50.0451963868,0.0235356174737,,
 ,1.72,0.999684652856,3.0557842996,50.0421289627,0.0241108797412,,
 ,1.74,0.999642698875,2.7860612089,50.0390148682,0.0245501443047,,
 ,1.76,0.999553223602,2.53911288808,50.0358715315,0.0248515835099,,
 ,1.78,0.999421708076,2.31495131446,50.0327167006,0.0250129071986,,
 ,1.8,0.99925456311,2.11345757911,50.0295684351,0.0250317224918,,
 ,1.82,0.999058924939,1.93438063234,50.0264450377,0.0249059681826,,
 ,1.84,0.998842388651,1.77733714052,50.0233649251,0.0246343768806,,
 ,1.86,0.998612701463,1.64181281387,50.0203464439,0.024216921673,,
 ,1.88,0.998377443853,1.52716549554,50.0174076394,0.0236552131824,,
 ,1.9,0.998143728817,1.43263023293,50.0145659869,0.0229528274764,,
 ,1.92,0.997917947382,1.35732650091,50.0118380958,0.0221155640485,,
 ,1.94,0.997705582322,1.30026772803,50.0092393906,0.0211516512431,,
 ,1.96,0.997511102413,1.26037328873,50.0067837722,0.0200719258826,,
 ,1.98,0.997337938392,1.23648314312,50.0044832569,0.0188900067004,,
 ,2.0,0.9971885308,1.22737528917,50.0023475964,0.0176224555085,,
 ,2.02,0.997064431212,1.23178609654,50.0003838873,0.01628888315,,
 ,2.04,0.996966433286,1.24843339235,49.9985961903,0.0149119242963,,
 ,2.06,0.996894709595,1.27604187748,49.996985194,0.0135169927916,,
 ,2.08,0.996848933978,1.31337011733,49.995547963,0.0121317478411,,
 ,2.1,0.996828376308,1.35923804462,49.9942778117,0.0107852491417,,
 ,2.12,0.996831965334,1.41255370737,49.993164336,0.0095068422018,,
 ,2.14,0.996858323751,1.47233793736,49.9921936188,0.00832487307119,,
 ,2.16,0.996905786141,1.53774571035,49.9913486047,0.00726536609851,,
 ,2.18,0.996972413624,1.6080831883,49.9906096247,0.00635080031029,,
 ,2.2,0.997056018709,1.68281972267,49.9899550353,0.00559909321872,,
 ,2.22,0.997154210145,1.76159440458,49.9893619349,0.00502285860596,,
