Configuration Fields,Frequency(50/60),Data Rate,Number of Phasor(integer),Number of Analog(integer),Number of Digital(zero),Data Format (integer: 0-15),Phasor-1 Name(upto 16-char),Phasor-1 Type(v/c),Phasor-1 PHNMR(scaling),Phasor-2 Name(upto 16-char),Phasor-2 Type(v/c),Phasor-2 PHNMR(scaling),Phasor-3 Name(upto 16-char),Phasor-3 Type(v/c),Phasor-3 PHNMR(scaling),Phasor-4 Name(upto 16-char),Phasor-4 Type(v/c),Phasor-4 PHNMR(scaling),Phasor-5 Name(upto 16-char),Phasor-5 Type(v/c),Phasor-5 PHNMR(scaling),Phasor-6 Name(upto 16-char),Phasor-6 Type(v/c),Phasor-6 PHNMR(scaling),Phasor-7 Name(upto 16-char),Phasor-7 Type(v/c),Phasor-7 PHNMR(scaling),Phasor-8 Name(upto 16-char),Phasor-8 Type(v/c),Phasor-8 PHNMR(scaling),Phasor-9 Name(upto 16-char),Phasor-9 Type(v/c),Phasor-9 PHNMR(scaling),Phasor-10 Name(upto 16-char),Phasor-10 Type(v/c),Phasor-10 PHNMR(scaling),Phasor-11 Name(upto 16-char),Phasor-11 Type(v/c),Phasor-11 PHNMR(scaling),Phasor-12 Name(upto 16-char),Phasor-12 Type(v/c),Phasor-12 PHNMR(scaling),Phasor-13 Name(upto 16-char),Phasor-13 Type(v/c),Phasor-13 PHNMR(scaling),
Configuration Field Inputs,50,50,13,0,0,15,V1,v,10000,I2,c,100,I3,c,100,I4,c,100,I5,c,100,I6,c,100,I7,c,100,I8,c,100,I9,c,100,I10,c,100,I11,c,100,I12,c,100,I13,c,100,
Measurements Fields,Time Stamp,Phasor-1 Magnitude,Phasor-1 Angle,Phasor-2 Magnitude,Phasor-2 Angle,Phasor-3 Magnitude,Phasor-3 Angle,Phasor-4 Magnitude,Phasor-4 Angle,Phasor-5 Magnitude,Phasor-5 Angle,Phasor-6 Magnitude,Phasor-6 Angle,Phasor-7 Magnitude,Phasor-7 Angle,Phasor-8 Magnitude,Phasor-8 Angle,Phasor-9 Magnitude,Phasor-9 Angle,Phasor-10 Magnitude,Phasor-10 Angle,Phasor-11 Magnitude,Phasor-11 Angle,Phasor-12 Magnitude,Phasor-12 Angle,Phasor-13 Magnitude,Phasor-13 Angle,Frequency,ROCOF,
 ,0.58,0.994743100732,6.12063413993,0.19809249366,87.5243351485,0.182285936631,-31.4465604581,0.989517511242,-24.1420114335,0.66807094462,3.83170162925,0.120094984941,-17.6862212856,0.824258694946,-175.780301978,3.37492455303,-12.7044036424,0.278412783993,-11.6354151446,0.807236148092,9.03670825948,0.238175496827,14.7275375164,0.683699977138,-0.934033987304,0.163642440669,17.0154372799,49.9153660361,-0.0193703098348,
 ,0.6,0.99444081102,6.68561273482,0.199858966645,86.4065027132,0.183270437574,-31.0781988586,0.993873986635,-23.7732445857,0.669419124575,4.37081905999,0.120788509114,-17.2887524577,0.787059774731,-175.747057551,3.38375272543,-12.2414846168,0.282798648735,-11.3726097481,0.828031496244,9.175468888,0.24142852455,14.8055499973,0.697172046146,-0.643537397889,0.167476335914,16.7186950172,49.9195095464,-0.0284191627557,
 ,0.62,0.994173701168,7.20940144953,0.201625898021,85.4153755696,0.18412905747,-30.7263080986,0.99766580891,-23.4208529546,0.670547700461,4.87324780764,0.121397232237,-16.9123180472,0.753577920623,-175.741518757,3.39140276555,-11.8065512457,0.286754641942,-11.1209489789,0.845868026924,9.34368701586,0.244275619811,14.9102382862,0.708914822441,-0.358173112842,0.170949349029,16.4872279344,49.924704073,-0.0369984132716,
 ,0.64,0.993948205625,7.68551507969,0.203299965498,84.5880259657,0.18484878296,-30.3945987447,1.00082406485,-23.0884969075,0.67138015523,5.33395878563,0.121909234574,-16.5609623225,0.725052115317,-175.7442184,3.39761415942,-11.4044288287,0.290222101304,-10.8833987521,0.860479425561,9.53405781221,0.246662727232,15.0383205854,0.718752669098,-0.0822435612141,0.174004420094,16.3168083476,49.930848427,-0.0448853079053,
 ,0.66,0.993769791929,8.10845461261,0.204788904343,83.9516781035,0.185419127526,-30.0863053753,1.00329190602,-22.779343572,0.671847837683,5.7487942231,0.122314739839,-16.2381263533,0.702460289925,-175.732122337,3.40216353068,-11.0392092464,0.293151211601,-10.6624811991,0.871672546501,9.73995156003,0.248548058639,15.1863615188,0.726549330294,0.180358673033,0.176593156035,16.2032282225,49.9378174345,-0.0518787464689,
 ,0.68,0.993642694798,8.47383720788,0.206010615625,83.5243162771,0.185832299995,-29.8041048414,1.0050258573,-22.4959841623,0.671893944639,6.11453128316,0.122606395214,-15.9465603209,0.68648786209,-175.6820756,3.40487426944,-10.7141554007,0.295502018224,-10.4601933295,0.879331885233,9.95555439848,0.249903249714,15.3509828136,0.732210961806,0.426264553238,0.178676996464,16.1425598263,49.9454659106,-0.0578058683654,
 ,0.7,0.993569712677,8.77849127303,0.206900669783,83.3156729226,0.18608330134,-29.5500530129,1.00599673759,-22.2403712167,0.671476988518,6.42891618876,0.122779468833,-15.6882594282,0.677512521231,-175.575145737,3.40562434288,-10.4316330761,0.297245152844,-10.2779478022,0.883421501582,10.1759630779,0.250713984636,15.5290305503,0.735687886236,0.652716027558,0.180228051086,16.1313463942,49.9536332415,-0.0625274650831,
 ,0.72,0.993552082361,9.0205142603,0.207417535164,83.3282981204,0.186169953556,-29.3255419174,1.0061901873,-22.0137779475,0.670573567231,6.69066818585,0.122831960133,-15.4644257867,0.675604552521,-175.400636108,3.40435195628,-10.1930724686,0.298362266974,-10.1165374284,0.88398438903,10.3972363657,0.250980082968,15.7176943857,0.736975070009,0.857625629485,0.181229602232,16.1667258147,49.9621483884,-0.0659420112211,
 ,0.74,0.993589440023,9.19929224426,0.207545222287,83.5584937848,0.186092865245,-29.1312782869,1.00560680505,-21.8167808417,0.669180287554,6.89945428581,0.122764621397,-15.2754574218,0.680540797476,-175.15838637,3.4010588202,-9.99896019636,0.29884617762,-9.97612384921,0.881139367935,10.6164054551,0.250715065709,15.9145778607,0.736111356765,1.03960776533,0.181676276107,16.2464921003,49.9708351139,-0.0679881790403,
 ,0.76,0.993679868994,9.31548176472,0.207293332099,83.9969981982,0.18585533879,-28.9672836288,1.0042619015,-21.6492655581,0.667314733222,7.05583734902,0.122580891568,-15.1209642631,0.69183002969,-174.858531768,3.39581087088,-9.84886116536,0.298700736008,-9.85624974387,0.875075656711,10.8314457719,0.249945237575,16.1177220192,0.733177523847,1.19798223337,0.181573894616,16.3691003119,49.9795172259,-0.0686457780969,
 ,0.78,0.993820027084,9.37095577777,0.206694725653,84.6294042113,0.185463224017,-28.8329150776,1.00218488323,-21.510455117,0.665015413425,7.16120155458,0.122286745919,-14.9998097416,0.708747899142,-174.51890578,3.38873638769,-9.74146830285,0.297940435702,-9.75587297063,0.866045345119,11.0412129714,0.248708340203,16.3255872228,0.728293256138,1.33275145278,0.180939026539,16.5336209972,49.9880236475,-0.0679351367215,
 ,0.8,0.994005340014,9.36871679757,0.205801208496,85.4363742566,0.184924723165,-28.7269054997,0.999418284079,-21.398958429,0.662340674625,7.21766052334,0.121890467604,-14.9101754655,0.730380019598,-174.16113858,3.38002155137,-9.67467696844,0.296589781002,-9.67342024837,0.854354057722,11.2453466664,0.247051845845,16.5370003263,0.72161315565,1.44455371669,0.179798262796,16.7396503698,49.9961931291,-0.0659150113786,
 ,0.82,0.994230243283,9.31278138802,0.204677762013,86.3937714813,0.184250152174,-28.6474206557,0.996016468056,-21.3128364006,0.659366607123,7.22795422584,0.12140234944,-14.8496454462,0.755671688483,-173.806760975,3.36990359005,-9.64567986329,0.294682440498,-9.60685736478,0.840350152871,11.4441465265,0.245030973278,16.7510762959,0.713321927016,1.53459551653,0.178187245828,16.9871825811,50.003878446,-0.0626791699348,
 ,0.84,0.994488452858,9.20804103823,0.203395962671,87.4728549784,0.18345166377,-28.592130683,0.992044035734,-21.249682219,0.656184025862,7.1953412376,0.120834336578,-14.8153055389,0.783482110643,-173.474274078,3.35866176234,-9.65107751715,0.2922602146,-9.55377245448,0.824412852055,11.6384268057,0.242706516793,16.967124845,0.703628898589,1.60456661066,0.176149488171,17.2764506689,50.010949952,-0.0583518436972,
 ,0.86,0.994773245341,9.06010509944,0.202027300564,88.640684356,0.182542938667,-28.5582927701,0.987573975924,-21.2067119805,0.652894650666,7.12349284964,0.120199622875,-14.8038531857,0.812640247962,-173.177543402,3.34660652644,-9.68699896499,0.289371849695,-9.51146862087,0.806939733713,11.8293570307,0.240142584837,17.1845535552,0.692762055995,1.65654202993,0.173735019944,17.6077432126,50.0172983883,-0.0530822801569,
