Configuration Fields,Frequency(50/60),Data Rate,Number of Phasor(integer),Number of Analog(integer),Number of Digital(zero),Data Format (integer: 0-15),Phasor-1 Name(upto 16-char),Phasor-1 Type(v/c),Phasor-1 PHNMR(scaling),Phasor-2 Name(upto 16-char),Phasor-2 Type(v/c),Phasor-2 PHNMR(scaling),Phasor-3 Name(upto 16-char),Phasor-3 Type(v/c),Phasor-3 PHNMR(scaling),Phasor-4 Name(upto 16-char),Phasor-4 Type(v/c),Phasor-4 PHNMR(scaling),Phasor-5 Name(upto 16-char),Phasor-5 Type(v/c),Phasor-5 PHNMR(scaling),Phasor-6 Name(upto 16-char),Phasor-6 Type(v/c),Phasor-6 PHNMR(scaling),Phasor-7 Name(upto 16-char),Phasor-7 Type(v/c),Phasor-7 PHNMR(scaling),Phasor-8 Name(upto 16-char),Phasor-8 Type(v/c),Phasor-8 PHNMR(scaling),
Configuration Field Inputs,50,50,8,0,0,15,V1,v,10000,I2,c,100,I3,c,100,I4,c,100,I5,c,100,I6,c,100,I7,c,100,I8,c,100,
Measurements Fields,Time Stamp,Phasor-1 Magnitude,Phasor-1 Angle,Phasor-2 Magnitude,Phasor-2 Angle,Phasor-3 Magnitude,Phasor-3 Angle,Phasor-4 Magnitude,Phasor-4 Angle,Phasor-5 Magnitude,Phasor-5 Angle,Phasor-6 Magnitude,Phasor-6 Angle,Phasor-7 Magnitude,Phasor-7 Angle,Phasor-8 Magnitude,Phasor-8 Angle,Frequency,ROCOF,
Measurements Field Inputs,0,0.974999846964,-19.3721139614,0.091196025874,122.875947939,0.089842209036,120.795917733,0.138582698043,100.281525594,0.0672843813017,151.009613256,0.122108514773,131.25981002,0.228079728056,-114.086970155,0.0343205988639,44.107619614,49.999998328,2.57362565289,
 ,0.02,0.974999839591,-19.3721129987,0.0911960283681,122.875959501,0.0898422107765,120.795928793,0.138582694261,100.281532582,0.0672843840344,151.009616542,0.122108507075,131.259806853,0.22807972044,-114.086968044,0.0343206048084,44.1076069325,49.9999993037,0.946779426019,
 ,0.04,0.974999836862,-19.3721118141,0.0911960288857,122.87596207,0.0898422111485,120.795931295,0.138582692771,100.281533797,0.0672843879229,151.009619761,0.122108498101,131.25980567,0.228079718142,-114.086968728,0.0343206106527,44.1075870441,49.9999996354,0.348299183725,
 ,0.06,0.974999833676,-19.372109971,0.0911960291526,122.875964223,0.0898422112987,120.795933392,0.138582691043,100.281534385,0.067284393843,151.009624575,0.122108484208,131.259804235,0.228079715758,-114.086970327,0.03432061939,44.1075558857,49.9999996992,0.128131851716,
 ,0.08,0.974999829666,-19.3721074512,0.0911960293857,122.875966703,0.089842211391,120.795935795,0.13858268891,100.28153486,0.0672844014629,151.009630908,0.122108465189,131.259802314,0.22807971282,-114.086972553,0.0343206309659,44.1075142204,49.9999996633,0.0471372771142,
 ,0.1,0.754649698904,-17.82041501,0.179052466094,-129.425019495,0.194508098456,-125.079458262,0.316403104506,-106.933825593,0.0624456374465,-178.423426976,0.19529932113,91.2657301867,0.0169565530063,-51.0353402332,0.128527178978,55.9740134547,49.8253959331,0.777762276945,
 ,0.12,0.752795319312,-17.466067972,0.183404908672,-129.657619706,0.197990980669,-125.233623748,0.317355534084,-106.827252091,0.063860233185,-177.806448024,0.195211956677,90.4737275605,0.018481948133,-40.5213240097,0.129711568697,55.2044961896,49.9006535428,-0.0594760550051,
 ,0.14,0.968722938442,-18.2117800388,0.094180018407,131.439396026,0.0921116963208,129.171933427,0.135090526217,106.606290967,0.0703778256023,154.123332351,0.113738091192,127.836841717,0.220686587685,-110.569429271,0.0404610552194,34.7059078307,50.0263811893,-0.59679678514,
 ,0.16,0.969689113844,-17.7815708969,0.0948622348073,130.170710911,0.0930318402278,128.108533579,0.136423887391,106.03783943,0.0716051485339,154.746955004,0.110395216172,127.636608608,0.221125631893,-109.847447468,0.0417067786432,31.1022281408,49.9720628452,0.0502761827868,
 ,0.18,0.968928567737,-17.2092204367,0.0962596646031,131.405423513,0.0943526827213,129.373150563,0.136838934903,107.112601203,0.0729825199762,155.825855231,0.106360270879,126.555631253,0.219913772129,-108.691469609,0.044260617795,27.505482868,49.9404842283,0.167124796357,
