Configuration Fields,Frequency(50/60),Data Rate,Number of Phasor(integer),Number of Analog(integer),Number of Digital(zero),Data Format (integer: 0-15),Phasor-1 Name(upto 16-char),Phasor-1 Type(v/c),Phasor-1 PHNMR(scaling),Phasor-2 Name(upto 16-char),Phasor-2 Type(v/c),Phasor-2 PHNMR(scaling),Phasor-3 Name(upto 16-char),Phasor-3 Type(v/c),Phasor-3 PHNMR(scaling),Phasor-4 Name(upto 16-char),Phasor-4 Type(v/c),Phasor-4 PHNMR(scaling),Phasor-5 Name(upto 16-char),Phasor-5 Type(v/c),Phasor-5 PHNMR(scaling),Phasor-6 Name(upto 16-char),Phasor-6 Type(v/c),Phasor-6 PHNMR(scaling),Phasor-7 Name(upto 16-char),Phasor-7 Type(v/c),Phasor-7 PHNMR(scaling),Phasor-8 Name(upto 16-char),Phasor-8 Type(v/c),Phasor-8 PHNMR(scaling),Phasor-9 Name(upto 16-char),Phasor-9 Type(v/c),Phasor-9 PHNMR(scaling),Phasor-10 Name(upto 16-char),Phasor-10 Type(v/c),Phasor-10 PHNMR(scaling),Phasor-11 Name(upto 16-char),Phasor-11 Type(v/c),Phasor-11 PHNMR(scaling),Phasor-12 Name(upto 16-char),Phasor-12 Type(v/c),Phasor-12 PHNMR(scaling),Phasor-13 Name(upto 16-char),Phasor-13 Type(v/c),Phasor-13 PHNMR(scaling),Phasor-14 Name(upto 16-char),Phasor-14 Type(v/c),Phasor-14 PHNMR(scaling),Phasor-15 Name(upto 16-char),Phasor-15 Type(v/c),Phasor-15 PHNMR(scaling),Phasor-16 Name(upto 16-char),Phasor-16 Type(v/c),Phasor-16 PHNMR(scaling),Phasor-17 Name(upto 16-char),Phasor-17 Type(v/c),Phasor-17 PHNMR(scaling),Phasor-18 Name(upto 16-char),Phasor-18 Type(v/c),Phasor-18 PHNMR(scaling),Phasor-19 Name(upto 16-char),Phasor-19 Type(v/c),Phasor-19 PHNMR(scaling),Phasor-20 Name(upto 16-char),Phasor-20 Type(v/c),Phasor-20 PHNMR(scaling),
Configuration Field Inputs,50,50,20,0,0,15,V1,v,10000,I2,c,100,I3,c,100,I4,c,100,I5,c,100,I6,c,100,I7,c,100,I8,c,100,I9,c,100,I10,c,100,I11,c,100,I12,c,100,I13,c,100,I14,c,100,I15,c,100,I16,c,100,I17,c,100,I18,c,100,I19,c,100,I20,c,100,
Measurements Fields,Time Stamp,Phasor-1 Magnitude,Phasor-1 Angle,Phasor-2 Magnitude,Phasor-2 Angle,Phasor-3 Magnitude,Phasor-3 Angle,Phasor-4 Magnitude,Phasor-4 Angle,Phasor-5 Magnitude,Phasor-5 Angle,Phasor-6 Magnitude,Phasor-6 Angle,Phasor-7 Magnitude,Phasor-7 Angle,Phasor-8 Magnitude,Phasor-8 Angle,Phasor-9 Magnitude,Phasor-9 Angle,Phasor-10 Magnitude,Phasor-10 Angle,Phasor-11 Magnitude,Phasor-11 Angle,Phasor-12 Magnitude,Phasor-12 Angle,Phasor-13 Magnitude,Phasor-13 Angle,Phasor-14 Magnitude,Phasor-14 Angle,Phasor-15 Magnitude,Phasor-15 Angle,Phasor-16 Magnitude,Phasor-16 Angle,Phasor-17 Magnitude,Phasor-17 Angle,Phasor-18 Magnitude,Phasor-18 Angle,Phasor-19 Magnitude,Phasor-19 Angle,Phasor-20 Magnitude,Phasor-20 Angle,Frequency,ROCOF,
Measurements Field Inputs,0,1.09752261316,-11.7681679419,0.377248075148,-64.6702131533,0.16373152745,179.604375502,0.123708939441,-75.7716538443,0.107336923891,-65.8234809101,0.149295202582,42.3897205535,0.195618131146,-14.9028616361,0.318500449789,3.72586487061,0.940871396175,-14.9700562105,0.091196025874,-57.1240520607,0.179191116707,-116.673998258,0.217602444302,-119.16135344,0.182142103616,-156.605321531,5.42931510789,-155.634044117,5.42931510789,-155.634044117,5.98159901104,-155.702739045,0.17111718934,-71.7876314841,0.0743956538665,-68.9928491066,0.178256581737,-154.859286374,0.100987276752,-33.9482751818,49.9999977697,1.78129990109,
 ,0.02,1.09752258557,-11.7681654781,0.377248089039,-64.6702278401,0.163731339478,179.604325124,0.123708932327,-75.7716445024,0.107336921171,-65.8234703313,0.149295714204,42.3896982758,0.195618190191,-14.9028493542,0.318500509874,3.72587140865,0.940871463295,-14.9700576653,0.0911960283681,-57.1240404993,0.179191081061,-116.67398926,0.217602399903,-119.161346352,0.182142059817,-156.605321982,5.42931556486,-155.634041131,5.42931556486,-155.634041131,5.98159951449,-155.70273606,0.171117188424,-71.7876060803,0.0743956527769,-68.9928387834,0.178256537868,-154.859286385,0.100987298411,-33.948261515,49.9999989879,0.655297789406,
 ,0.04,1.09752258049,-11.768164071,0.377248086611,-64.6702288577,0.163731319491,179.60432137,0.123708931744,-75.7716425639,0.107336920372,-65.8234679868,0.14929577467,42.389695939,0.195618200023,-14.9028471178,0.318500526909,3.72587246355,0.940871470815,-14.9700559898,0.0911960288857,-57.1240379297,0.179191086827,-116.673991307,0.217602399577,-119.161347251,0.182142057635,-156.605321563,5.42931561533,-155.63403977,5.42931561533,-155.63403977,5.98159957009,-155.702734699,0.171117195623,-71.7875986736,0.0743956521996,-68.9928366939,0.178256534964,-154.85928589,0.100987316665,-33.948256282,49.9999995018,0.241068223491,
 ,0.06,1.09752257702,-11.7681621492,0.37724808259,-64.6702284858,0.163731316272,179.604321245,0.123708931089,-75.7716406476,0.107336919512,-65.8234658595,0.149295800983,42.389698236,0.195618207773,-14.902845225,0.31850054522,3.72587325489,0.940871469546,-14.9700538106,0.0911960291526,-57.1240357767,0.17919110302,-116.673996424,0.217602407783,-119.161350332,0.182142062177,-156.605320929,5.42931562855,-155.634037939,5.42931562855,-155.634037939,5.98159958466,-155.702732868,0.171117207666,-71.7875909384,0.0743956513349,-68.9928351444,0.178256538281,-154.859285214,0.100987343229,-33.9482499973,49.9999996435,0.08868342176,
 ,0.08,1.09752257347,-11.7681595893,0.377248077581,-64.6702275948,0.163731317734,179.604321899,0.123708930047,-75.7716382238,0.107336918461,-65.8234633183,0.149295823246,42.3897032235,0.195618217428,-14.9028429391,0.318500568175,3.72587418098,0.940871467618,-14.970051225,0.0911960293857,-57.1240332974,0.179191125806,-116.674003342,0.217602421265,-119.161354957,0.182142070475,-156.605320083,5.42931563405,-155.634035508,5.42931563405,-155.634035508,5.98159959072,-155.702730437,0.17111722433,-71.787581259,0.0743956501876,-68.9928334357,0.178256544918,-154.859284335,0.100987378307,-33.9482420127,49.9999996395,0.0326248620926,
 ,0.1,0.439894805447,-0.144355779082,2.22519225039,97.8823548572,1.50364378131,-76.1440835927,0.145111601392,-80.7057413204,0.153134233507,-80.3597878959,6.14491400585,-83.5130128699,1.01214995771,-77.3469213654,0.450111291797,-24.8419000236,0.46796564025,-16.9799832363,0.179052466094,50.5749805051,0.473221841394,75.7370247228,0.522591781501,83.5872051276,0.201593911175,100.018344856,5.7359577369,122.848019191,5.7359577369,122.848019191,6.31943411729,122.779324263,0.806988889707,61.4247210502,0.119874421804,50.7717694891,0.196776064389,98.7006942323,0.364204636404,54.1860733353,47.5237319675,10.9034727161,
 ,0.12,0.433856643438,1.40517509931,2.19309695373,99.7677640083,1.47045671138,-72.410027213,0.142575326804,-77.8229689487,0.150338241644,-77.4526898197,6.02584470433,-81.125091101,1.00685385208,-74.3805582488,0.4664663971,-21.3605195987,0.50411214947,-17.0007193706,0.183404908672,50.3423802941,0.481259587244,75.2587394911,0.531019084308,83.3833609016,0.207246319114,98.0640360539,5.70132008213,125.787813184,5.70132008213,125.787813184,6.28127303116,125.719118255,0.822912240721,60.8182820199,0.123075385672,50.4847559769,0.202608068362,96.6705394076,0.370789882983,53.6809704395,48.878446248,-2.44291515095,
 ,0.14,1.07750650358,-9.47057831084,0.370047239352,-69.389664451,0.087473488883,154.758916527,0.12071988085,-71.099764474,0.105744434667,-60.5296045022,0.328488121388,36.2255379614,0.237105487074,-9.5356216338,0.356965260429,6.99700794074,0.978302418679,-13.789800869,0.094180018407,-48.5606039741,0.157242280727,-110.058426699,0.192982029549,-116.52837888,0.16915433156,-157.650246603,5.58976853433,-153.609566775,5.58976853433,-153.609566775,6.15837417287,-153.678261704,0.183151080919,-52.2572837838,0.074665737309,-60.6765140339,0.164417926661,-155.764131551,0.120325631269,-24.6097517318,50.2989218823,-7.17881538117,
 ,0.16,1.08367744874,-9.18471212174,0.361348623684,-65.8364114611,0.10914675132,179.891972579,0.12204390605,-72.5728980258,0.106219364632,-62.3523678074,0.209844885155,34.3114838512,0.218114754867,-11.8483652648,0.352133413882,5.78651253458,0.939675473809,-12.6093515819,0.0948622348073,-49.8292890895,0.168525500524,-112.158465911,0.207931478641,-119.262734732,0.186951906059,-157.135548555,5.48698234962,-153.558261443,5.48698234962,-153.558261443,6.04513231298,-153.626956372,0.189911016902,-54.1886625583,0.0756269035218,-61.5364842893,0.181687263489,-155.426593521,0.123617579454,-25.844566352,50.0804446861,-1.57829459028,
 ,0.18,1.08306265761,-8.41640956981,0.356986926166,-65.7351999745,0.0976291776101,-177.60087386,0.121975988388,-71.9368940042,0.106281872846,-61.7636888785,0.208514181487,32.3170399965,0.22162965679,-11.5242166753,0.360179798548,5.9736752123,0.933697354145,-11.8225623402,0.0962596646031,-48.5945764868,0.170299737604,-111.406507318,0.211768712862,-120.057628608,0.193712088063,-156.890668442,5.49305092066,-152.986146344,5.49305092066,-152.986146344,6.05181819468,-153.054841272,0.19942103235,-51.2022907115,0.0764491864769,-60.1052539791,0.187976100809,-155.246302126,0.130609932104,-24.747339553,49.9661737867,-0.0443470745609,
