Configuration Fields,Frequency(50/60),Data Rate,Number of Phasor(integer),Number of Analog(integer),Number of Digital(zero),Data Format (integer: 0-15),Phasor-1 Name(upto 16-char),Phasor-1 Type(v/c),Phasor-1 PHNMR(scaling),Phasor-2 Name(upto 16-char),Phasor-2 Type(v/c),Phasor-2 PHNMR(scaling),Phasor-3 Name(upto 16-char),Phasor-3 Type(v/c),Phasor-3 PHNMR(scaling),Phasor-4 Name(upto 16-char),Phasor-4 Type(v/c),Phasor-4 PHNMR(scaling),Phasor-5 Name(upto 16-char),Phasor-5 Type(v/c),Phasor-5 PHNMR(scaling),Phasor-6 Name(upto 16-char),Phasor-6 Type(v/c),Phasor-6 PHNMR(scaling),Phasor-7 Name(upto 16-char),Phasor-7 Type(v/c),Phasor-7 PHNMR(scaling),Phasor-8 Name(upto 16-char),Phasor-8 Type(v/c),Phasor-8 PHNMR(scaling),Phasor-9 Name(upto 16-char),Phasor-9 Type(v/c),Phasor-9 PHNMR(scaling),Phasor-10 Name(upto 16-char),Phasor-10 Type(v/c),Phasor-10 PHNMR(scaling),Phasor-11 Name(upto 16-char),Phasor-11 Type(v/c),Phasor-11 PHNMR(scaling),Phasor-12 Name(upto 16-char),Phasor-12 Type(v/c),Phasor-12 PHNMR(scaling),Phasor-13 Name(upto 16-char),Phasor-13 Type(v/c),Phasor-13 PHNMR(scaling),Phasor-14 Name(upto 16-char),Phasor-14 Type(v/c),Phasor-14 PHNMR(scaling),Phasor-15 Name(upto 16-char),Phasor-15 Type(v/c),Phasor-15 PHNMR(scaling),Phasor-16 Name(upto 16-char),Phasor-16 Type(v/c),Phasor-16 PHNMR(scaling),Phasor-17 Name(upto 16-char),Phasor-17 Type(v/c),Phasor-17 PHNMR(scaling),Phasor-18 Name(upto 16-char),Phasor-18 Type(v/c),Phasor-18 PHNMR(scaling),
Configuration Field Inputs,50,50,18,0,0,15,V1,v,10000,I2,c,100,I3,c,100,I4,c,100,I5,c,100,I6,c,100,I7,c,100,I8,c,100,I9,c,100,I10,c,100,I11,c,100,I12,c,100,I13,c,100,I14,c,100,I15,c,100,I16,c,100,I17,c,100,I18,c,100,
Measurements Fields,Time Stamp,Phasor-1 Magnitude,Phasor-1 Angle,Phasor-2 Magnitude,Phasor-2 Angle,Phasor-3 Magnitude,Phasor-3 Angle,Phasor-4 Magnitude,Phasor-4 Angle,Phasor-5 Magnitude,Phasor-5 Angle,Phasor-6 Magnitude,Phasor-6 Angle,Phasor-7 Magnitude,Phasor-7 Angle,Phasor-8 Magnitude,Phasor-8 Angle,Phasor-9 Magnitude,Phasor-9 Angle,Phasor-10 Magnitude,Phasor-10 Angle,Phasor-11 Magnitude,Phasor-11 Angle,Phasor-12 Magnitude,Phasor-12 Angle,Phasor-13 Magnitude,Phasor-13 Angle,Phasor-14 Magnitude,Phasor-14 Angle,Phasor-15 Magnitude,Phasor-15 Angle,Phasor-16 Magnitude,Phasor-16 Angle,Phasor-17 Magnitude,Phasor-17 Angle,Phasor-18 Magnitude,Phasor-18 Angle,Frequency,ROCOF,
Measurements Field Inputs,0,1.09675297936,-11.1252207529,0.211274529302,-44.6543878531,0.212637471286,-43.5221838337,0.445111875476,2.64487690616,0.18072666635,169.727015216,0.181181869248,169.802406374,5.92756205398,174.881016238,1.64512985555,-178.166688253,0.433334117381,-51.1766886588,0.356025747777,-66.2354477618,0.318297045473,-55.8514019194,1.53009755913,10.8010397243,0.16373152745,-0.395624498063,0.265514611743,0.147427807337,0.106858798496,-140.673578196,0.451747237045,-148.820483436,0.442413869202,-146.818936896,0.459032937636,-158.946667721,49.9999980213,1.68405834661,
 ,0.02,1.09675296394,-11.1252189778,0.211274531047,-44.6543841286,0.212637473043,-43.5221801092,0.44511200485,2.64488197108,0.18072659406,169.72700282,0.181181796617,169.802393976,5.9275618328,174.881016547,1.64512948118,-178.166693887,0.43333411592,-51.1766871138,0.356025740362,-66.2354471528,0.318297040413,-55.851402332,1.53009719688,10.801036347,0.163731339478,-0.395674875968,0.265514461835,0.147399406867,0.106858783621,-140.673574649,0.451747198189,-148.820482432,0.442413830047,-146.818935676,0.459032874476,-158.946666909,49.9999991304,0.61952520317,
 ,0.04,1.09675296005,-11.1252176429,0.211274529301,-44.6543831059,0.212637471285,-43.5221790865,0.445112090729,2.64488175039,0.180726568444,169.727003512,0.181181770924,169.802394677,5.9275618086,174.881018039,1.64512957174,-178.166694065,0.433334113823,-51.1766855439,0.356025739678,-66.2354461156,0.318297038283,-55.8514010996,1.53009717833,10.8010376146,0.163731319491,-0.395678630388,0.265514447668,0.147397705664,0.106858781799,-140.673574023,0.451747200195,-148.820482031,0.442413830053,-146.818935206,0.459032893915,-158.946667824,49.9999995597,0.227908623413,
 ,0.06,1.09675295703,-11.1252157304,0.211274526037,-44.6543821279,0.212637468,-43.5221781085,0.445112211357,2.64488045033,0.180726537072,169.727005755,0.181181739473,169.802396935,5.927561788,174.881020072,1.645129808,-178.1666931,0.433334110893,-51.1766834326,0.356025738665,-66.2354443799,0.318297036614,-55.8513992175,1.53009720288,10.8010397655,0.163731316272,-0.39567875533,0.26551444872,0.147398270502,0.106858782063,-140.673573726,0.451747213947,-148.820481499,0.442413840469,-146.818934613,0.459032940643,-158.946669483,49.9999996654,0.0838424431344,
 ,0.08,1.09675295389,-11.1252131615,0.211274521562,-44.6543809236,0.212637463497,-43.5221769042,0.445112371275,2.64487848901,0.180726496007,169.727008799,0.181181698307,169.802399998,5.92756175792,174.881022663,1.64513015287,-178.166691367,0.433334107132,-51.1766806922,0.356025736978,-66.2354419593,0.318297034967,-55.8513967278,1.53009724478,10.8010426096,0.163731317734,-0.395678101088,0.265514455396,0.147399493256,0.106858783489,-140.673573527,0.451747236333,-148.820480781,0.442413858344,-146.818933834,0.459033007133,-158.946671654,49.9999996466,0.0308440346451,
 ,0.1,0.327597363382,-2.39686298375,1.05900816058,92.757168677,1.06583987232,93.8893726963,3.2782708955,74.8669151648,2.64355808345,86.7996762117,2.65463157859,86.8140970501,10.1909063921,112.803066932,11.6072280008,89.9837986239,0.257288661137,-5.2677154665,0.0679582239831,-47.5373881451,0.0697819810355,-43.3036930558,5.59537736406,-85.2940981395,1.50364378131,103.855916407,0.982413076393,102.794301516,0.337631807745,84.0872333263,1.0680821006,102.591975968,1.0521311398,101.907394826,1.61484916492,84.0849362207,47.5290626466,10.3610344628,
 ,0.12,0.324783794275,-1.55596845049,1.04989130305,93.5975209667,1.05666420152,94.7297249861,3.27947671825,74.8769397902,2.62485758281,87.2135508149,2.63585077631,87.2281376027,10.0528064084,114.34319613,11.6371138676,89.9247319072,0.255735780753,-4.52218205016,0.0654691376541,-49.0083988141,0.0665722634253,-44.5986627077,5.56617861027,-85.4762449534,1.47045671138,107.589972787,0.950698017679,106.840948928,0.33878322001,83.9879376066,1.07235064875,103.354522401,1.05633821864,102.638203723,1.62106800297,83.9011403308,48.9499042668,-2.842732847,
 ,0.14,1.08012436484,-9.14936881081,0.210337586214,-41.1362332799,0.211694483934,-40.0040292605,0.560825728249,6.04644572559,0.131320156923,167.203496084,0.131574313999,167.292680023,5.99072522838,178.570005349,1.22622745087,174.041838569,0.428780192312,-49.2283479091,0.346991797487,-65.07245228,0.308979726205,-54.7513445081,1.30854222785,13.4062917349,0.087473488883,-25.2410834729,0.20667942795,-8.18359728407,0.0918264104317,-136.331954664,0.446789701506,-150.380650683,0.434792010357,-148.342003017,0.379427113726,-157.185265554,50.1489319963,-6.35261548343,
 ,0.16,1.08347864592,-8.75002827407,0.210415180913,-41.1395949951,0.2117725792,-40.0073909757,0.573762388128,4.62308844507,0.130037164922,171.712924792,0.130301680821,171.812227102,6.05525883279,179.102687477,1.20779947838,176.855191015,0.429667809109,-48.871986529,0.346522705906,-64.8375746295,0.307937361393,-54.3660540973,1.31230369545,15.6963252745,0.10914675132,-0.108027420676,0.222911896963,1.0864186221,0.0931995440231,-135.14883199,0.480187701899,-150.770329988,0.466595579927,-148.880700398,0.381128191969,-155.503514857,50.0214171408,-1.71041066962,
 ,0.18,1.08265883347,-8.0278110477,0.210801028069,-40.3284901435,0.212160915474,-39.1962861241,0.610547686129,4.43369430798,0.114315686605,172.394402197,0.114519826619,172.505241821,6.07975475649,179.84267732,1.10611275551,176.768166453,0.429897086079,-48.1954484911,0.344368762437,-64.5091216492,0.305660977002,-54.0710260115,1.2421177119,17.2929516264,0.0976291776101,2.39912614034,0.213077265495,2.30664248595,0.0910796295431,-133.137940908,0.501371391155,-150.97869947,0.486345420752,-149.179297145,0.366067790135,-153.70644058,49.9490563025,-0.288170362872,
