Configuration Fields,Frequency(50/60),Data Rate,Number of Phasor(integer),Number of Analog(integer),Number of Digital(zero),Data Format (integer: 0-15),Phasor-1 Name(upto 16-char),Phasor-1 Type(v/c),Phasor-1 PHNMR(scaling),Phasor-2 Name(upto 16-char),Phasor-2 Type(v/c),Phasor-2 PHNMR(scaling),Phasor-3 Name(upto 16-char),Phasor-3 Type(v/c),Phasor-3 PHNMR(scaling),Phasor-4 Name(upto 16-char),Phasor-4 Type(v/c),Phasor-4 PHNMR(scaling),
Configuration Field Inputs,50,50,4,0,0,15,V1,v,10000,I2,c,100,I3,c,100,I4,c,100,
Measurements Fields,Time Stamp,Phasor-1 Magnitude,Phasor-1 Angle,Phasor-2 Magnitude,Phasor-2 Angle,Phasor-3 Magnitude,Phasor-3 Angle,Phasor-4 Magnitude,Phasor-4 Angle,Frequency,ROCOF,
Measurements Field Inputs,0,1.09818815193,-12.1385631833,0.199471179359,139.165926433,0.197941379234,139.381228234,0.199471179359,139.165926433,49.9999984977,1.83764413443,
 ,0.02,1.09818813416,-12.1385612533,0.199471176874,139.16592734,0.197941376767,139.381229141,0.199471176874,139.16592734,49.9999992946,0.67602768493,
 ,0.04,1.09818813021,-12.1385599108,0.199471175426,139.165928529,0.197941375331,139.381230331,0.199471175426,139.165928529,49.9999996196,0.248695205498,
 ,0.06,1.09818812732,-12.1385580098,0.199471173506,139.165930189,0.197941373426,139.38123199,0.199471173506,139.165930189,49.9999996886,0.0914895693407,
 ,0.08,1.09818812437,-12.1385554602,0.199471171013,139.165932376,0.197941370952,139.381234178,0.199471171013,139.165932376,49.9999996569,0.0336573145391,
 ,0.1,0.2869882575,-1.99330483974,0.611561973708,-85.7397023762,0.606871734311,-85.5244005749,0.611561973708,-85.7397023762,46.7197588071,13.9006568188,
 ,0.12,0.284339210025,-0.936302287484,0.605913041479,-84.6458735302,0.601266125319,-84.4305717289,0.605913041479,-84.6458735302,48.6005900686,-3.72534864948,
 ,0.14,1.08117006605,-10.0560917871,0.194432686378,141.156290504,0.192941527862,141.371592305,0.194432686378,141.156290504,50.1569387609,-8.26184206146,
 ,0.16,1.08494953183,-9.64798781118,0.193753666315,141.410789031,0.192267715393,141.626090832,0.193753666315,141.410789031,50.023563527,-2.38268924374,
 ,0.18,1.08408936303,-8.88554871218,0.192484963155,141.865376356,0.191008742271,142.080678157,0.192484963155,141.865376356,49.9468598046,-0.514855230527,
 ,0.2,1.08280792347,-8.10508500367,0.191234225224,142.351825775,0.189767596598,142.567127576,0.191234225224,142.351825775,49.9139697204,-0.0360022653206,
 ,0.22,1.08151069998,-7.33527607109,0.190095656091,142.855365318,0.188637759469,143.070667119,0.190095656091,142.855365318,49.9015024689,0.0441942360196,
 ,0.24,1.0802766884,-6.58247160917,0.189104698175,143.377665146,0.187654401486,143.592966947,0.189104698175,143.377665146,49.8979516256,0.0318067060193,
 ,0.26,1.07914774977,-5.85090616633,0.188284517441,143.921740173,0.186840510947,144.137041975,0.188284517441,143.921740173,49.898370261,0.00853490960401,
 ,0.28,1.07815406941,-5.14398296174,0.187651815762,144.489923568,0.186212661634,144.70522537,0.187651815762,144.489923568,49.9006623238,-0.0089155357456,
 ,0.3,1.07731778292,-4.46441840268,0.187217898938,145.083257563,0.185782072639,145.298559364,0.187217898938,145.083257563,49.9039213796,-0.0199617345864,
 ,0.32,1.07665389624,-3.81429835056,0.186988966581,145.701201776,0.185554896028,145.916503577,0.186988966581,145.701201776,49.9077307663,-0.0266775206243,
 ,0.34,1.07617064907,-3.19510723966,0.186966184519,146.341538481,0.185532288688,146.556840282,0.186966184519,146.341538481,49.9118737907,-0.0307597280319,
 ,0.36,1.07586990252,-2.6077501487,0.187145668918,147.000441617,0.185710396571,147.215743419,0.187145668918,147.000441617,49.9162156501,-0.0332155708332,
 ,0.38,1.07574774072,-2.05257935458,0.187518452409,147.67268436,0.186080321081,147.887986161,0.187518452409,147.67268436,49.9206565017,-0.0345801959041,
 ,0.4,1.07579529888,-1.52943065057,0.188070503434,148.351956186,0.186628138273,148.567257987,0.188070503434,148.351956186,49.9251136657,-0.0351327568473,
 ,0.42,1.07599974938,-1.03767128121,0.188782875742,149.031253897,0.187335047199,149.246555699,0.188782875742,149.031253897,49.929515587,-0.0350307235933,
 ,0.44,1.07634534799,-0.576259503895,0.189632060091,149.703306002,0.188177718917,149.918607803,0.189632060091,149.703306002,49.9338004196,-0.0343807749896,
 ,0.46,1.0768144409,-0.143814605592,0.190590591093,150.360988772,0.189128898677,150.576290573,0.190590591093,150.360988772,49.9379163033,-0.0332726577022,
 ,0.48,1.07738834888,0.261304712338,0.191627930777,150.997696185,0.190158282713,151.212997986,0.191627930777,150.997696185,49.9418221082,-0.0317936815403,
 ,0.5,1.07804807003,0.640916414304,0.192711612269,151.607634642,0.19123365315,151.822936443,0.192711612269,151.607634642,49.9454881126,-0.0300335785204,
 ,0.52,1.07877477375,0.996929053636,0.193808588835,152.186025483,0.192322216696,152.401327284,0.193808588835,152.186025483,49.9488963697,-0.0280846552589,
 ,0.54,1.07955008913,1.3312571919,0.194886701953,152.729211801,0.193392061464,152.944513602,0.194886701953,152.729211801,49.95204065,-0.026039689434,
 ,0.56,1.08035621874,1.64574192012,0.1959161619,153.234678548,0.194413626196,153.449980349,0.1959161619,153.234678548,49.9549259255,-0.0239888489688,
 ,0.58,1.08117592991,1.94207971643,0.196870927807,153.701004427,0.195361069736,153.916306228,0.196870927807,153.701004427,49.9575674165,-0.0220163777544,
 ,0.6,1.08199248685,2.22176224421,0.197729881009,154.127769313,0.196213435387,154.343071114,0.197729881009,154.127769313,49.9599892638,-0.0201975245657,
 ,0.62,1.08278958949,2.48602892677,0.198477703466,154.515441511,0.196955522585,154.730743312,0.198477703466,154.515441511,49.9622229152,-0.0185960136331,
