Configuration Fields,Frequency(50/60),Data Rate,Number of Phasor(integer),Number of Analog(integer),Number of Digital(zero),Data Format (integer: 0-15),Phasor-1 Name(upto 16-char),Phasor-1 Type(v/c),Phasor-1 PHNMR(scaling),
Configuration Field Inputs,50,50,1,0,0,15,V1,v,10000,
Measurements Fields,Time Stamp,Phasor-1 Magnitude,Phasor-1 Angle,Frequency,ROCOF,
Measurements Field Inputs,0,0.97797068253,-5.09654185163,49.9999985905,0.69135978958,,
 ,0.02,0.977970669442,-5.09653963139,49.9999993097,0.254333552488,,
 ,0.04,0.977970666759,-5.09653848506,49.9999996441,0.0935625477083,,
 ,0.06,0.977970665118,-5.09653696652,49.9999997323,0.0344193561016,,
 ,0.08,0.977970663666,-5.09653494672,49.9999997205,0.0126622565092,,
 ,0.1,0.370974026383,1.81967632581,48.433983189,6.93604014953,,
 ,0.12,0.369341792455,2.72237872411,49.3039852468,-1.6022557323,,
 ,0.14,0.965687546268,-3.21185149446,50.1535196404,-4.37780690855,,
 ,0.16,0.96854991475,-3.02612208401,50.0358497861,-1.02198293255,,
 ,0.18,0.968230708877,-2.42258842357,49.9633317226,-0.0338719203817,,
 ,0.2,0.967611115812,-1.78592602046,49.9319564662,0.134178931732,,
 ,0.22,0.966953350688,-1.14603259206,49.9192584445,0.108538621886,,
 ,0.24,0.96630683859,-0.507068907267,49.9143459425,0.0626867332694,,
 ,0.26,0.965698061815,0.128801193041,49.9127015625,0.0304964785407,,
 ,0.28,0.965146101271,0.759887648388,49.9124874044,0.011914954472,,
 ,0.3,0.964665134076,1.38478449099,49.9129522348,0.00185115573787,,
 ,0.32,0.964265199845,2.00228543801,49.9137834739,-0.00361464135111,,
 ,0.34,0.963952455561,2.61134083183,49.9148452595,-0.00674893068266,,
 ,0.36,0.963729340057,3.21103501868,49.9160729863,-0.00871811500619,,
 ,0.38,0.963594821812,3.80057140699,49.917431177,-0.0100875638064,,
 ,0.4,0.963544774554,4.37925907591,49.9188968884,-0.0111243349199,,
 ,0.42,0.963572464191,4.94649833844,49.9204533564,-0.0119562756025,,
 ,0.44,0.963669105724,5.50176429976,49.9220877097,-0.012649506258,,
 ,0.46,0.963824442309,6.04458825868,49.9237902681,-0.0132442810752,,
 ,0.48,0.964027302159,6.57453728715,49.9255544156,-0.0137708231095,,
 ,0.5,0.964266098076,7.09119267308,49.92737663,-0.0142558292198,,
 ,0.52,0.964529246322,7.59412816307,49.9292564884,-0.0147246942498,,
 ,0.54,0.96480549426,8.08288907822,49.9311965699,-0.0152017946525,,
 ,0.56,0.965084158072,8.55697337828,49.9332022289,-0.0157099363153,,
 ,0.58,0.965355281452,9.01581561418,49.9352812415,-0.0162695218022,,
 ,0.6,0.96560973285,9.45877446946,49.9374433494,-0.0168977373161,,
 ,0.62,0.96583926209,9.88512430431,49.9396997333,-0.0176079183838,,
 ,0.64,0.96603653726,10.2940508556,49.9420624523,-0.0184091527935,,
 ,0.66,0.966195180035,10.6846510673,49.9445438736,-0.0193061015532,,
 ,0.68,0.966309812644,11.0559369532,49.9471561102,-0.020298969484,,
 ,0.7,0.966376123185,11.406843397,49.949910468,-0.0213835460487,,
 ,0.72,0.966390948704,11.7362398226,49.9528169018,-0.0225512641339,,
 ,0.74,0.966352368421,12.0429456429,49.9558834819,-0.0237892754073,,
 ,0.76,0.966259793726,12.3257492837,49.9591158816,-0.0250805909745,,
 ,0.78,0.966114038105,12.5834303804,49.9625169076,-0.0264043611629,,
 ,0.8,0.965917349857,12.8147845102,49.9660861029,-0.0277363556634,,
 ,0.82,0.965673393414,13.018649621,49.9698194518,-0.0290496600971,,
 ,0.84,0.965387171155,13.1939332153,49.9737092046,-0.0303155477749,,
 ,0.86,0.965064885797,13.3396393618,49.9777438317,-0.0315044421343,,
 ,0.88,0.964713752422,13.4548947106,49.9819080972,-0.0325868753883,,
 ,0.9,0.96434177736,13.5389728243,49.9861832411,-0.0335343755344,,
 ,0.92,0.963957526752,13.5913162298,49.9905472557,-0.034320262739,,
 ,0.94,0.963569909308,13.6115556163,49.9949752488,-0.0349203824681,,
 ,0.96,0.963187994733,13.5995255542,49.9994398967,-0.0353138233674,,
 ,0.98,0.962820881711,13.5552760504,50.00391199,-0.0354836524433,,
 ,1.0,0.962477618295,13.4790792471,50.0083610733,-0.0354176553608,,
 ,1.02,0.962167165044,13.3714306888,50.0127561674,-0.0351090160189,,
 ,1.04,0.961898379895,13.2330448313,50.0170665468,-0.034556830965,,
 ,1.06,0.961679995875,13.0648448313,50.0212625313,-0.033766347711,,
 ,1.08,0.961520560581,12.8679470626,50.0253162403,-0.0327488451873,,
 ,1.1,0.961428310623,12.6436411877,50.0292022595,-0.031521129575,,
 ,1.12,0.961410964801,12.393366893,50.0328981782,-0.0301046817102,,
 ,1.14,0.961475435013,12.1186885368,50.0363849695,-0.0285245452739,,
 ,1.16,0.96162747102,11.8212689617,50.0396472026,-0.0268080763123,,
 ,1.18,0.961871271146,11.5028435917,50.0426730952,-0.0249836808707,,
 ,1.2,0.962209102599,11.1651957229,50.0454544247,-0.0230796520414,,
 ,1.22,0.96264098024,10.8101336662,50.0479863266,-0.0211231868728,,
 ,1.24,0.963164450052,10.439470152,50.0502670105,-0.0191396243469,,
 ,1.26,0.963774513757,10.0550042162,50.0522974226,-0.0171519047521,,
 ,1.28,0.964463715235,9.65850566286,50.054080876,-0.0151802156005,,
 ,1.3,0.965222390195,9.25170216369,50.0556226614,-0.0132417677461,,
 ,1.32,0.966039060613,8.83626907117,50.0569296439,-0.0113506442113,,
 ,1.34,0.966900937895,8.41382205509,50.0580098484,-0.00951768527571,,
 ,1.36,0.967794486016,7.98591266212,50.0588720365,-0.00775041044176,,
 ,1.38,0.968705990034,7.55402680551,50.0595252876,-0.00605301671403,,
 ,1.4,0.969622077094,7.11958600992,50.059978606,-0.0044265151656,,
