Configuration Fields,Frequency(50/60),Data Rate,Number of Phasor(integer),Number of Analog(integer),Number of Digital(zero),Data Format (integer: 0-15),Phasor-1 Name(upto 16-char),Phasor-1 Type(v/c),Phasor-1 PHNMR(scaling),Phasor-2 Name(upto 16-char),Phasor-2 Type(v/c),Phasor-2 PHNMR(scaling),Phasor-3 Name(upto 16-char),Phasor-3 Type(v/c),Phasor-3 PHNMR(scaling),Phasor-4 Name(upto 16-char),Phasor-4 Type(v/c),Phasor-4 PHNMR(scaling),Phasor-5 Name(upto 16-char),Phasor-5 Type(v/c),Phasor-5 PHNMR(scaling),Phasor-6 Name(upto 16-char),Phasor-6 Type(v/c),Phasor-6 PHNMR(scaling),Phasor-7 Name(upto 16-char),Phasor-7 Type(v/c),Phasor-7 PHNMR(scaling),Phasor-8 Name(upto 16-char),Phasor-8 Type(v/c),Phasor-8 PHNMR(scaling),Phasor-9 Name(upto 16-char),Phasor-9 Type(v/c),Phasor-9 PHNMR(scaling),Phasor-10 Name(upto 16-char),Phasor-10 Type(v/c),Phasor-10 PHNMR(scaling),Phasor-11 Name(upto 16-char),Phasor-11 Type(v/c),Phasor-11 PHNMR(scaling),Phasor-12 Name(upto 16-char),Phasor-12 Type(v/c),Phasor-12 PHNMR(scaling),Phasor-13 Name(upto 16-char),Phasor-13 Type(v/c),Phasor-13 PHNMR(scaling),Phasor-14 Name(upto 16-char),Phasor-14 Type(v/c),Phasor-14 PHNMR(scaling),Phasor-15 Name(upto 16-char),Phasor-15 Type(v/c),Phasor-15 PHNMR(scaling),Phasor-16 Name(upto 16-char),Phasor-16 Type(v/c),Phasor-16 PHNMR(scaling),Phasor-17 Name(upto 16-char),Phasor-17 Type(v/c),Phasor-17 PHNMR(scaling),Phasor-18 Name(upto 16-char),Phasor-18 Type(v/c),Phasor-18 PHNMR(scaling),Phasor-19 Name(upto 16-char),Phasor-19 Type(v/c),Phasor-19 PHNMR(scaling),Phasor-20 Name(upto 16-char),Phasor-20 Type(v/c),Phasor-20 PHNMR(scaling),
Configuration Field Inputs,50,50,20,0,0,15,V1,v,10000,I2,c,100,I3,c,100,I4,c,100,I5,c,100,I6,c,100,I7,c,100,I8,c,100,I9,c,100,I10,c,100,I11,c,100,I12,c,100,I13,c,100,I14,c,100,I15,c,100,I16,c,100,I17,c,100,I18,c,100,I19,c,100,I20,c,100,
Measurements Fields,Time Stamp,Phasor-1 Magnitude,Phasor-1 Angle,Phasor-2 Magnitude,Phasor-2 Angle,Phasor-3 Magnitude,Phasor-3 Angle,Phasor-4 Magnitude,Phasor-4 Angle,Phasor-5 Magnitude,Phasor-5 Angle,Phasor-6 Magnitude,Phasor-6 Angle,Phasor-7 Magnitude,Phasor-7 Angle,Phasor-8 Magnitude,Phasor-8 Angle,Phasor-9 Magnitude,Phasor-9 Angle,Phasor-10 Magnitude,Phasor-10 Angle,Phasor-11 Magnitude,Phasor-11 Angle,Phasor-12 Magnitude,Phasor-12 Angle,Phasor-13 Magnitude,Phasor-13 Angle,Phasor-14 Magnitude,Phasor-14 Angle,Phasor-15 Magnitude,Phasor-15 Angle,Phasor-16 Magnitude,Phasor-16 Angle,Phasor-17 Magnitude,Phasor-17 Angle,Phasor-18 Magnitude,Phasor-18 Angle,Phasor-19 Magnitude,Phasor-19 Angle,Phasor-20 Magnitude,Phasor-20 Angle,Frequency,ROCOF,
Measurements Field Inputs,0,0.999999990372,-2.59461153624,0.122525155649,14.1605496837,0.10839600858,25.666626302,0.108851046927,25.6701301403,0.259396600965,113.333438851,17.4020783242,50.7591635369,0.459032937636,21.0533322792,0.0268902991708,-52.8161760825,0.284574278925,-35.0949388501,1.80847263087,-28.5812653669,0.940602984566,-4.79212109067,0.285741460853,-3.98063874881,0.274461413914,-22.9428863528,5.60352580945,-18.1046586006,0.0788221300934,-27.3957782815,0.483808066114,-15.2815981528,0.645527404269,15.1238638654,0.169070429923,18.3054098325,0.276930628799,-0.654936403672,0.105968035087,31.24775341,49.99999938,0.360245113561,
 ,0.02,0.999999989496,-2.59461083111,0.122525153635,14.1605493765,0.10839599857,25.6666270188,0.108851036877,25.6701308564,0.259396595709,113.333447406,17.4020779447,50.7591642028,0.459032874476,21.0533330912,0.0268902995232,-52.8161759449,0.284574281922,-35.0949384487,1.80847271269,-28.5812661596,0.940603029993,-4.79212130827,0.28574157675,-3.98063864576,0.274461404559,-22.942885899,5.60352598899,-18.1046587726,0.0788221316944,-27.3957779623,0.483808074678,-15.2815976423,0.645527439526,15.123863412,0.169070468988,18.305400869,0.276930643851,-0.65493624633,0.105968039511,31.2477518527,49.9999997014,0.13252534985,
 ,0.04,0.999999988458,-2.59460887816,0.122525163887,14.1605478542,0.10839600477,25.666625013,0.108851043101,25.6701288524,0.259396578439,113.333445175,17.4020784306,50.7591633928,0.459032893915,21.0533321764,0.0268903034979,-52.8161667011,0.284574290247,-35.0949374062,1.80847278505,-28.5812653889,0.940603152277,-4.79212149845,0.285741852262,-3.9806370071,0.274461414672,-22.9428850371,5.60352633784,-18.1046579974,0.0788221361789,-27.395777182,0.483808097044,-15.2815963746,0.645527524467,15.1238620466,0.16907048865,18.3053991363,0.276930684605,-0.654936172096,0.105968051241,31.2477473298,49.9999997096,0.0487533834212,
 ,0.06,0.999999987,-2.59460568892,0.122525181965,14.1605454003,0.108396017958,25.666621581,0.108851056343,25.6701254234,0.259396552279,113.333438691,17.4020793378,50.7591619837,0.459032940643,21.0533305175,0.0268903100645,-52.8161511531,0.284574303848,-35.0949357146,1.80847289107,-28.5812639234,0.940603350172,-4.79212177304,0.285742288999,-3.98063474747,0.274461434746,-22.9428836707,5.60352689923,-18.1046566346,0.078822143532,-27.3957759324,0.483808133221,-15.2815943238,0.645527660616,15.1238597995,0.169070507528,18.3053981706,0.276930751024,-0.654936102505,0.105968070278,31.2477399282,49.9999996045,0.0179359206441,
 ,0.08,0.999999985093,-2.59460134196,0.122525206768,14.1605421561,0.108396036579,25.6666170192,0.10885107504,25.6701208661,0.259396518225,113.33342913,17.4020805507,50.7591602775,0.459033007133,21.0533283461,0.026890318705,-52.8161304665,0.284574322351,-35.0949334081,1.80847303369,-28.5812619085,0.940603616097,-4.79212208946,0.285742862715,-3.9806320082,0.274461462399,-22.9428818076,5.60352765617,-18.1046547506,0.0788221535912,-27.3957742452,0.48380818189,-15.2815915166,0.645527842753,15.1238568384,0.16907052993,18.3053971698,0.276930841226,-0.654936010929,0.105968096095,31.2477298873,49.9999994649,0.00659896420242,
 ,0.1,0.972715428082,-2.18861313634,0.105333174363,-50.8264524448,0.214417847162,-91.4451152274,0.215303405164,-91.42684513,0.636930318344,-121.47015763,7.36996307629,-4.92750668806,1.61484916492,-95.9150637793,0.0554457371403,-96.2804487849,0.282697078293,-33.4712393036,1.79811544611,-27.0776208492,0.950912740452,-1.85194199818,0.540815608873,42.387413733,0.273540684049,-20.859186055,5.57263405855,-16.5178523771,0.0787357842408,-24.9391431065,0.490225257267,-11.3390249556,0.757465197134,25.821250433,0.178639782031,22.6824543017,0.289510536192,6.30779711324,0.116687091084,35.1662075218,49.9638394853,0.155979802354,
 ,0.12,0.972372865668,-2.02928513194,0.105406083985,-51.6576640215,0.217144356955,-92.2788646831,0.218041215753,-92.2607735872,0.666245206598,-122.153324099,7.18684014493,-6.15410129839,1.62106800297,-96.0988596692,0.0557218024338,-96.8865578531,0.2833658144,-33.3811955488,1.802456129,-26.9899605395,0.957604777823,-1.79802702926,0.569859793191,40.2256137554,0.274442089584,-20.7625543857,5.59136080915,-16.4177165515,0.0790390890035,-24.8499743141,0.493485001577,-11.278606377,0.772485747573,25.332142193,0.179882358644,22.583392209,0.293048100696,6.28835509291,0.117734471545,34.8142951792,49.9715808799,0.0291017246466,
 ,0.14,0.9990590378,-2.08055060606,0.115901869637,14.0956217836,0.091164559966,27.1574765169,0.0915473326865,27.1589300209,0.263152619255,132.270154555,16.5370333758,52.6356091969,0.379427113726,22.8147344465,0.02538137377,-57.9841470762,0.286781942693,-34.798944306,1.82292038625,-28.3001768163,0.961925626627,-4.58327530933,0.403591655407,-1.69055396334,0.277621616065,-22.6396007534,5.66565312877,-17.791867852,0.079818765255,-27.0911655549,0.494509188348,-15.028199195,0.698109416748,14.0075467075,0.173682383088,17.9370798415,0.288598610648,-0.4963621044,0.109547454547,30.0754599055,49.9930931501,-0.0727604822306,
 ,0.16,0.999092452926,-1.76655187947,0.116519734192,14.5348010846,0.0913139295564,28.5544880972,0.0916966816358,28.5559774593,0.272519537089,132.777268592,16.5294877748,53.3597585924,0.381128191969,24.4964851432,0.0249044086965,-58.1356589391,0.288209959604,-34.6495124122,1.83245120707,-28.1614396397,0.974846146243,-4.51505753009,0.472269525379,-1.8555667646,0.279818320436,-22.5094210244,5.70758345738,-17.6406592152,0.080447462974,-26.9553073928,0.501107491025,-14.9571259152,0.728946178531,13.1556852091,0.176688600963,17.5622735848,0.295665061837,-0.546868979452,0.111596282495,29.2877211905,49.9697074895,0.0847134121116,
 ,0.18,0.998956232377,-1.41735807196,0.115844087013,14.8765044586,0.0884178405931,30.058579938,0.0887879601975,30.0596900175,0.283212044057,135.791249595,16.3772155172,54.2862095186,0.366067790135,26.2935594203,0.0243171639697,-59.2126797284,0.289765049723,-34.4737918436,1.84250144962,-27.9953518089,0.98807913047,-4.40281332844,0.545370740601,-1.65934493936,0.282047383867,-22.3415413233,5.74946829783,-17.4528945787,0.0811390192645,-26.7896229177,0.508417643419,-14.8518201056,0.763546653256,12.3888060139,0.179816482106,17.2427396671,0.303510282437,-0.548005420504,0.113953159978,28.4858664193,49.9581183317,0.0861798767929,
